ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2020-02-01,38114,25419,12695,49.94,1131
2020-02-02,38114,21593,16521,76.51,1131
2020-02-03,38114,31095,7019,22.57,1131
2020-02-04,38114,33211,4903,14.76,1131
2020-02-05,38114,33212,4902,14.76,1131
2020-02-06,38114,33226,4888,14.71,1131
2020-02-07,38114,33386,4728,14.16,1131
2020-02-08,38114,25423,12691,49.92,1131
2020-02-09,38114,21549,16565,76.87,1131
2020-02-10,38114,31016,7098,22.88,1131
2020-02-11,38114,33109,5005,15.12,1131
2020-02-12,38114,33102,5012,15.14,1131
2020-02-13,38114,33122,4992,15.07,1131
2020-02-14,38114,33303,4811,14.45,1131
2020-02-15,38114,25375,12739,50.2,1131
2020-02-16,38114,21550,16564,76.86,1131
2020-02-17,38114,31078,7036,22.64,1131
2020-02-18,38114,33243,4871,14.65,1131
2020-02-19,38114,33317,4797,14.4,1131
2020-02-20,38114,33425,4689,14.03,1131
2020-02-21,38114,33698,4416,13.1,1131
2020-02-22,38114,25866,12248,47.35,1131
2020-02-23,38114,22136,15978,72.18,1131
2020-02-24,38114,31756,6358,20.02,1131
2020-02-25,38114,34008,4106,12.07,1131
2020-02-26,38114,34162,3952,11.57,1131
2020-02-27,38114,34341,3773,10.99,1131
2020-02-28,38114,34674,3440,9.92,1131
2020-02-29,38114,26887,11227,41.76,1131
2020-03-01,35086,23190,11896,51.3,1131
2020-03-02,35086,32828,2258,6.88,1131
2020-03-03,35086,35084,2,0.01,1131
2020-03-04,35086,35225,-139,-0.39,1131
2020-03-05,35086,35377,-291,-0.82,1131
2020-03-06,35086,35669,-583,-1.63,1131
2020-03-07,35086,27829,7257,26.08,1131
2020-03-08,35086,24067,11019,45.78,1131
2020-03-09,35086,33630,1456,4.33,1131
2020-03-10,35086,35803,-717,-2.0,1131
2020-03-11,35086,35856,-770,-2.15,1131
2020-03-12,35086,35915,-829,-2.31,1131
2020-03-13,35086,36114,-1028,-2.85,1131
2020-03-14,35086,28181,6905,24.5,1131
2020-03-15,35086,24327,10759,44.23,1131
2020-03-16,35086,33804,1282,3.79,1131
2020-03-17,35086,35897,-811,-2.26,1131
2020-03-18,35086,35877,-791,-2.2,1131
2020-03-19,35086,35873,-787,-2.19,1131
2020-03-20,35086,36017,-931,-2.58,1131
2020-03-21,35086,28041,7045,25.12,1131
2020-03-22,35086,24155,10931,45.25,1131
2020-03-23,35086,33610,1476,4.39,1131
2020-03-24,35086,35691,-605,-1.7,1131
2020-03-25,35086,35670,-584,-1.64,1131
2020-03-26,35086,35673,-587,-1.65,1131
2020-03-27,35086,35833,-747,-2.08,1131
2020-03-28,35086,27878,7208,25.86,1131
2020-03-29,35086,24019,11067,46.08,1131
2020-03-30,35086,33505,1581,4.72,1131
2020-03-31,35086,35618,-532,-1.49,1131
2020-04-01,23269,35631,-12362,-34.69,1131
2020-04-02,23269,35666,-12397,-34.76,1131
2020-04-03,23269,35857,-12588,-35.11,1131
2020-04-04,23269,27929,-4660,-16.69,1131
2020-04-05,23269,24094,-825,-3.42,1131
2020-04-06,23269,33597,-10328,-30.74,1131
2020-04-07,23269,35723,-12454,-34.86,1131
2020-04-08,23269,35742,-12473,-34.9,1131
2020-04-09,23269,35778,-12509,-34.96,1131
2020-04-10,23269,35963,-12694,-35.3,1131
2020-04-11,23269,28024,-4755,-16.97,1131
2020-04-12,23269,24173,-904,-3.74,1131
2020-04-13,23269,33656,-10387,-30.86,1131
2020-04-14,23269,35759,-12490,-34.93,1131
2020-04-15,23269,35752,-12483,-34.92,1131
2020-04-16,23269,35762,-12493,-34.93,1131
2020-04-17,23269,35920,-12651,-35.22,1131
2020-04-18,23269,27956,-4687,-16.77,1131
2020-04-19,23269,24081,-812,-3.37,1131
2020-04-20,23269,33544,-10275,-30.63,1131
2020-04-21,23269,35631,-12362,-34.69,1131
2020-04-22,23269,35612,-12343,-34.66,1131
2020-04-23,23269,35615,-12346,-34.67,1131
2020-04-24,23269,35772,-12503,-34.95,1131
2020-04-25,23269,27812,-4543,-16.33,1131
2020-04-26,23269,23947,-678,-2.83,1131
2020-04-27,23269,33424,-10155,-30.38,1131
2020-04-28,23269,35530,-12261,-34.51,1131
2020-04-29,23269,35534,-12265,-34.52,1131
2020-04-30,23269,35562,-12293,-34.57,1131
2020-05-01,31170,35745,-4575,-12.8,1131
2020-05-02,31170,27813,3357,12.07,1131
2020-05-03,31170,23974,7196,30.02,1131
2020-05-04,31170,33477,-2307,-6.89,1131
2020-05-05,31170,35605,-4435,-12.46,1131
2020-05-06,31170,35627,-4457,-12.51,1131
2020-05-07,31170,35669,-4499,-12.61,1131
2020-05-08,31170,35861,-4691,-13.08,1131
2020-05-09,31170,27931,3239,11.6,1131
2020-05-10,31170,24089,7081,29.4,1131
2020-05-11,31170,33582,-2412,-7.18,1131
2020-05-12,31170,35694,-4524,-12.67,1131
2020-05-13,31170,35695,-4525,-12.68,1131
2020-05-14,31170,35709,-4539,-12.71,1131
2020-05-15,31170,35870,-4700,-13.1,1131
2020-05-16,31170,27906,3264,11.7,1131
2020-05-17,31170,24027,7143,29.73,1131
2020-05-18,31170,33482,-2312,-6.91,1131
2020-05-19,31170,35556,-4386,-12.34,1131
2020-05-20,31170,35522,-4352,-12.25,1131
2020-05-21,31170,35504,-4334,-12.21,1131
2020-05-22,31170,35638,-4468,-12.54,1131
2020-05-23,31170,27651,3519,12.73,1131
2020-05-24,31170,23757,7413,31.2,1131
2020-05-25,31170,33205,-2035,-6.13,1131
2020-05-26,31170,35281,-4111,-11.65,1131
2020-05-27,31170,35256,-4086,-11.59,1131
2020-05-28,31170,35258,-4088,-11.59,1131
2020-05-29,31170,35418,-4248,-11.99,1131
2020-05-30,31170,27467,3703,13.48,1131
2020-05-31,31170,23615,7555,31.99,1131
2020-06-01,33213,33111,102,0.31,1131
2020-06-02,33213,35239,-2026,-5.75,1131
2020-06-03,33213,35269,-2056,-5.83,1131
2020-06-04,33213,35327,-2114,-5.98,1131
2020-06-05,33213,35542,-2329,-6.55,1131
2020-06-06,33213,27643,5570,20.15,1131
2020-06-07,33213,23838,9375,39.33,1131
2020-06-08,33213,33373,-160,-0.48,1131
2020-06-09,33213,35531,-2318,-6.52,1131
2020-06-10,33213,35581,-2368,-6.66,1131
2020-06-11,33213,35645,-2432,-6.82,1131
2020-06-12,33213,35852,-2639,-7.36,1131
2020-06-13,33213,27931,5282,18.91,1131
2020-06-14,33213,24087,9126,37.89,1131
2020-06-15,33213,33568,-355,-1.06,1131
2020-06-16,33213,35657,-2444,-6.85,1131
2020-06-17,33213,35621,-2408,-6.76,1131
2020-06-18,33213,35586,-2373,-6.67,1131
2020-06-19,33213,35682,-2469,-6.92,1131
2020-06-20,33213,27638,5575,20.17,1131
2020-06-21,33213,23663,9550,40.36,1131
2020-06-22,33213,33007,206,0.62,1131
2020-06-23,33213,34955,-1742,-4.98,1131
2020-06-24,33213,34778,-1565,-4.5,1131
2020-06-25,33213,34604,-1391,-4.02,1131
2020-06-26,33213,34567,-1354,-3.92,1131
2020-06-27,33213,26398,6815,25.82,1131
2020-06-28,33213,22309,10904,48.88,1131
2020-06-29,33213,31553,1660,5.26,1131
2020-06-30,33213,33416,-203,-0.61,1131
2020-07-01,34626,33173,1453,4.38,1131
2020-07-02,34626,32953,1673,5.08,1131
2020-07-03,34626,32890,1736,5.28,1131
2020-07-04,34626,24716,9910,40.1,1131
2020-07-05,34626,20645,13981,67.72,1131
2020-07-06,34626,29928,4698,15.7,1131
2020-07-07,34626,31850,2776,8.72,1131
2020-07-08,34626,31686,2940,9.28,1131
2020-07-09,34626,31561,3065,9.71,1131
2020-07-10,34626,31609,3017,9.54,1131
2020-07-11,34626,23559,11067,46.98,1131
2020-07-12,34626,19621,15005,76.47,1131
2020-07-13,34626,29043,5583,19.22,1131
2020-07-14,34626,31108,3518,11.31,1131
2020-07-15,34626,31086,3540,11.39,1131
2020-07-16,34626,31100,3526,11.34,1131
2020-07-17,34626,31280,3346,10.7,1131
2020-07-18,34626,23353,11273,48.27,1131
2020-07-19,34626,19525,15101,77.34,1131
2020-07-20,34626,29042,5584,19.23,1131
2020-07-21,34626,31185,3441,11.03,1131
2020-07-22,34626,31223,3403,10.9,1131
2020-07-23,34626,31278,3348,10.7,1131
2020-07-24,34626,31479,3147,10.0,1131
2020-07-25,34626,23553,11073,47.01,1131
2020-07-26,34626,19706,14920,75.71,1131
2020-07-27,34626,29187,5439,18.64,1131
2020-07-28,34626,31278,3348,10.7,1131
2020-07-29,34626,31249,3377,10.81,1131
2020-07-30,34626,31226,3400,10.89,1131
2020-07-31,34626,31339,3287,10.49,1131
2020-08-01,31611,23318,8293,35.56,1131
2020-08-02,31611,19376,12235,63.15,1131
2020-08-03,31611,28761,2850,9.91,1131
2020-08-04,31611,30760,851,2.77,1131
2020-08-05,31611,30647,964,3.15,1131
2020-08-06,31611,30548,1063,3.48,1131
2020-08-07,31611,30600,1011,3.3,1131
2020-08-08,31611,22534,9077,40.28,1131
2020-08-09,31611,18563,13048,70.29,1131
2020-08-10,31611,27939,3672,13.14,1131
2020-08-11,31611,29950,1661,5.55,1131
2020-08-12,31611,29868,1743,5.84,1131
2020-08-13,31611,29822,1789,6.0,1131
2020-08-14,31611,29947,1664,5.56,1131
2020-08-15,31611,21973,9638,43.86,1131
2020-08-16,31611,18111,13500,74.54,1131
2020-08-17,31611,27612,3999,14.48,1131
2020-08-18,31611,29760,1851,6.22,1131
2020-08-19,31611,29827,1784,5.98,1131
2020-08-20,31611,29937,1674,5.59,1131
2020-08-21,31611,30221,1390,4.6,1131
2020-08-22,31611,22406,9205,41.08,1131
2020-08-23,31611,18702,12909,69.02,1131
2020-08-24,31611,28354,3257,11.49,1131
2020-08-25,31611,30645,966,3.15,1131
2020-08-26,31611,30841,770,2.5,1131
2020-08-27,31611,31066,545,1.75,1131
2020-08-28,31611,31449,162,0.52,1131
2020-08-29,31611,23714,7897,33.3,1131
2020-08-30,31611,20070,11541,57.5,1131
2020-08-31,31611,29761,1850,6.22,1131
2020-09-01,34133,32070,2063,6.43,1131
2020-09-02,34133,32263,1870,5.8,1131
2020-09-03,34133,32466,1667,5.13,1131
2020-09-04,34133,32806,1327,4.04,1131
2020-09-05,34133,25013,9120,36.46,1131
2020-09-06,34133,21294,12839,60.29,1131
2020-09-07,34133,30898,3235,10.47,1131
2020-09-08,34133,33109,1024,3.09,1131
2020-09-09,34133,33198,935,2.82,1131
2020-09-10,34133,33290,843,2.53,1131
2020-09-11,34133,33519,614,1.83,1131
2020-09-12,34133,25615,8518,33.25,1131
2020-09-13,34133,21789,12344,56.65,1131
2020-09-14,34133,31293,2840,9.08,1131
2020-09-15,34133,33411,722,2.16,1131
2020-09-16,34133,33418,715,2.14,1131
2020-09-17,34133,33441,692,2.07,1131
2020-09-18,34133,33613,520,1.55,1131
2020-09-19,34133,25666,8467,32.99,1131
2020-09-20,34133,21812,12321,56.49,1131
2020-09-21,34133,31301,2832,9.05,1131
2020-09-22,34133,33419,714,2.14,1131
2020-09-23,34133,33437,696,2.08,1131
2020-09-24,34133,33483,650,1.94,1131
2020-09-25,34133,33688,445,1.32,1131
2020-09-26,34133,25782,8351,32.39,1131
2020-09-27,34133,21975,12158,55.33,1131
2020-09-28,34133,31514,2619,8.31,1131
2020-09-29,34133,33684,449,1.33,1131
2020-09-30,34133,33755,378,1.12,1131
2020-10-01,33681,33849,-168,-0.5,1131
2020-10-02,33681,34100,-419,-1.23,1131
2020-10-03,33681,26232,7449,28.4,1131
2020-10-04,33681,22456,11225,49.99,1131
2020-10-05,33681,32017,1664,5.2,1131
2020-10-06,33681,34200,-519,-1.52,1131
2020-10-07,33681,34272,-591,-1.72,1131
2020-10-08,33681,34359,-678,-1.97,1131
2020-10-09,33681,34590,-909,-2.63,1131
2020-10-10,33681,26695,6986,26.17,1131
2020-10-11,33681,22882,10799,47.19,1131
2020-10-12,33681,32399,1282,3.96,1131
2020-10-13,33681,34531,-850,-2.46,1131
2020-10-14,33681,34549,-868,-2.51,1131
2020-10-15,33681,34578,-897,-2.59,1131
2020-10-16,33681,34751,-1070,-3.08,1131
2020-10-17,33681,26797,6884,25.69,1131
2020-10-18,33681,22929,10752,46.89,1131
2020-10-19,33681,32395,1286,3.97,1131
2020-10-20,33681,34482,-801,-2.32,1131
2020-10-21,33681,34461,-780,-2.26,1131
2020-10-22,33681,34460,-779,-2.26,1131
2020-10-23,33681,34612,-931,-2.69,1131
2020-10-24,33681,26647,7034,26.4,1131
2020-10-25,33681,22777,10904,47.87,1131
2020-10-26,33681,32251,1430,4.43,1131
2020-10-27,33681,34355,-674,-1.96,1131
2020-10-28,33681,34360,-679,-1.98,1131
2020-10-29,33681,34392,-711,-2.07,1131
2020-10-30,33681,34583,-902,-2.61,1131
2020-10-31,33681,26661,7020,26.33,1131
2020-11-01,31450,22837,8613,37.72,1131
2020-11-02,31450,32359,-909,-2.81,1131
2020-11-03,31450,34510,-3060,-8.87,1131
2020-11-04,31450,34558,-3108,-8.99,1131
2020-11-05,31450,34630,-3180,-9.18,1131
2020-11-06,31450,34855,-3405,-9.77,1131
2020-11-07,31450,26961,4489,16.65,1131
2020-11-08,31450,23156,8294,35.82,1131
2020-11-09,31450,32688,-1238,-3.79,1131
2020-11-10,31450,34838,-3388,-9.73,1131
2020-11-11,31450,34878,-3428,-9.83,1131
2020-11-12,31450,34930,-3480,-9.96,1131
2020-11-13,31450,35126,-3676,-10.47,1131
2020-11-14,31450,27193,4257,15.65,1131
2020-11-15,31450,23343,8107,34.73,1131
2020-11-16,31450,32822,-1372,-4.18,1131
2020-11-17,31450,34916,-3466,-9.93,1131
2020-11-18,31450,34894,-3444,-9.87,1131
2020-11-19,31450,34885,-3435,-9.85,1131
2020-11-20,31450,35019,-3569,-10.19,1131
2020-11-21,31450,27028,4422,16.36,1131
2020-11-22,31450,23123,8327,36.01,1131
2020-11-23,31450,32553,-1103,-3.39,1131
2020-11-24,31450,34606,-3156,-9.12,1131
2020-11-25,31450,34552,-3102,-8.98,1131
2020-11-26,31450,34520,-3070,-8.89,1131
2020-11-27,31450,34643,-3193,-9.22,1131
2020-11-28,31450,26652,4798,18.0,1131
2020-11-29,31450,22757,8693,38.2,1131
2020-11-30,31450,32209,-759,-2.36,1131
2020-12-01,31368,34293,-2925,-8.53,1131
2020-12-02,31368,34280,-2912,-8.49,1131
2020-12-03,31368,34296,-2928,-8.54,1131
2020-12-04,31368,34473,-3105,-9.01,1131
2020-12-05,31368,26539,4829,18.2,1131
2020-12-06,31368,22703,8665,38.17,1131
2020-12-07,31368,32214,-846,-2.63,1131
2020-12-08,31368,34354,-2986,-8.69,1131
2020-12-09,31368,34391,-3023,-8.79,1131
2020-12-10,31368,34451,-3083,-8.95,1131
2020-12-11,31368,34661,-3293,-9.5,1131
2020-12-12,31368,26749,4619,17.27,1131
2020-12-13,31368,22922,8446,36.85,1131
2020-12-14,31368,32426,-1058,-3.26,1131
2020-12-15,31368,34544,-3176,-9.19,1131
2020-12-16,31368,34543,-3175,-9.19,1131
2020-12-17,31368,34548,-3180,-9.2,1131
2020-12-18,31368,34688,-3320,-9.57,1131
2020-12-19,31368,26690,4678,17.53,1131
2020-12-20,31368,22764,8604,37.8,1131
2020-12-21,31368,32156,-788,-2.45,1131
2020-12-22,31368,34152,-2784,-8.15,1131
2020-12-23,31368,34022,-2654,-7.8,1131
2020-12-24,31368,33891,-2523,-7.44,1131
2020-12-25,31368,33893,-2525,-7.45,1131
2020-12-26,31368,25759,5609,21.77,1131
2020-12-27,31368,21700,9668,44.55,1131
2020-12-28,31368,30966,402,1.3,1131
2020-12-29,31368,32846,-1478,-4.5,1131
2020-12-30,31368,32612,-1244,-3.81,1131
2020-12-31,31368,32394,-1026,-3.17,1131
2021-01-01,26031,32326,-6295,-19.47,1131
2021-01-02,26031,24140,1891,7.83,1131
2021-01-03,26031,20051,5980,29.82,1131
2021-01-04,26031,29309,-3278,-11.18,1131
2021-01-05,26031,31203,-5172,-16.58,1131
2021-01-06,26031,31005,-4974,-16.04,1131
2021-01-07,26031,30845,-4814,-15.61,1131
2021-01-08,26031,30855,-4824,-15.63,1131
2021-01-09,26031,22767,3264,14.34,1131
2021-01-10,26031,18793,7238,38.51,1131
2021-01-11,26031,28181,-2150,-7.63,1131
2021-01-12,26031,30216,-4185,-13.85,1131
2021-01-13,26031,30170,-4139,-13.72,1131
2021-01-14,26031,30166,-4135,-13.71,1131
2021-01-15,26031,30336,-4305,-14.19,1131
2021-01-16,26031,22407,3624,16.17,1131
2021-01-17,26031,18588,7443,40.04,1131
2021-01-18,26031,28124,-2093,-7.44,1131
2021-01-19,26031,30299,-4268,-14.09,1131
2021-01-20,26031,30379,-4348,-14.31,1131
2021-01-21,26031,30487,-4456,-14.62,1131
2021-01-22,26031,30753,-4722,-15.35,1131
2021-01-23,26031,22903,3128,13.66,1131
2021-01-24,26031,19143,6888,35.98,1131
2021-01-25,26031,28721,-2690,-9.37,1131
2021-01-26,26031,30918,-4887,-15.81,1131
2021-01-27,26031,31002,-4971,-16.03,1131
2021-01-28,26031,31098,-5067,-16.29,1131
2021-01-29,26031,31336,-5305,-16.93,1131
2021-01-30,26031,23444,2587,11.03,1131
2021-01-31,26031,19631,6400,32.6,1131
2021-02-01,28759,29147,-388,-1.33,1131
2021-02-02,28759,31275,-2516,-8.04,1131
2021-02-03,28759,31287,-2528,-8.08,1131
2021-02-04,28759,31311,-2552,-8.15,1131
2021-02-05,28759,31478,-2719,-8.64,1131
2021-02-06,28759,23520,5239,22.27,1131
2021-02-07,28759,19648,9111,46.37,1131
2021-02-08,28759,29114,-355,-1.22,1131
2021-02-09,28759,31204,-2445,-7.84,1131
2021-02-10,28759,31190,-2431,-7.79,1131
2021-02-11,28759,31201,-2442,-7.83,1131
2021-02-12,28759,31371,-2612,-8.33,1131
2021-02-13,28759,23430,5329,22.74,1131
2021-02-14,28759,19590,9169,46.8,1131
2021-02-15,28759,29101,-342,-1.18,1131
2021-02-16,28759,31249,-2490,-7.97,1131
2021-02-17,28759,31305,-2546,-8.13,1131
2021-02-18,28759,31395,-2636,-8.4,1131
2021-02-19,28759,31651,-2892,-9.14,1131
2021-02-20,28759,23802,4957,20.83,1131
2021-02-21,28759,20057,8702,43.39,1131
2021-02-22,28759,29664,-905,-3.05,1131
2021-02-23,28759,31905,-3146,-9.86,1131
2021-02-24,28759,32049,-3290,-10.27,1131
2021-02-25,28759,32221,-3462,-10.74,1131
2021-02-26,28759,32551,-3792,-11.65,1131
2021-02-27,28759,24764,3995,16.13,1131
2021-02-28,28759,21068,7691,36.51,1131
2021-03-01,29474,30711,-1237,-4.03,1131
2021-03-02,29474,32974,-3500,-10.61,1131
2021-03-03,29474,33125,-3651,-11.02,1131
2021-03-04,29474,33289,-3815,-11.46,1131
2021-03-05,29474,33595,-4121,-12.27,1131
2021-03-06,29474,25771,3703,14.37,1131
2021-03-07,29474,22025,7449,33.82,1131
2021-03-08,29474,31605,-2131,-6.74,1131
2021-03-09,29474,33796,-4322,-12.79,1131
2021-03-10,29474,33866,-4392,-12.97,1131
2021-03-11,29474,33942,-4468,-13.16,1131
2021-03-12,29474,34157,-4683,-13.71,1131
2021-03-13,29474,26239,3235,12.33,1131
2021-03-14,29474,22399,7075,31.59,1131
2021-03-15,29474,31888,-2414,-7.57,1131
2021-03-16,29474,33990,-4516,-13.29,1131
2021-03-17,29474,33979,-4505,-13.26,1131
2021-03-18,29474,33981,-4507,-13.26,1131
2021-03-19,29474,34129,-4655,-13.64,1131
2021-03-20,29474,26155,3319,12.69,1131
2021-03-21,29474,22269,7205,32.35,1131
2021-03-22,29474,31723,-2249,-7.09,1131
2021-03-23,29474,33801,-4327,-12.8,1131
2021-03-24,29474,33775,-4301,-12.73,1131
2021-03-25,29474,33773,-4299,-12.73,1131
2021-03-26,29474,33927,-4453,-13.13,1131
2021-03-27,29474,25966,3508,13.51,1131
2021-03-28,29474,22100,7374,33.37,1131
2021-03-29,29474,31579,-2105,-6.67,1131
2021-03-30,29474,33687,-4213,-12.51,1131
2021-03-31,29474,33694,-4220,-12.52,1131
2021-04-01,29355,33726,-4371,-12.96,1131
2021-04-02,29355,33912,-4557,-13.44,1131
2021-04-03,29355,25982,3373,12.98,1131
2021-04-04,29355,22145,7210,32.56,1131
2021-04-05,29355,31649,-2294,-7.25,1131
2021-04-06,29355,33776,-4421,-13.09,1131
2021-04-07,29355,33797,-4442,-13.14,1131
2021-04-08,29355,33836,-4481,-13.24,1131
2021-04-09,29355,34024,-4669,-13.72,1131
2021-04-10,29355,26090,3265,12.51,1131
2021-04-11,29355,22244,7111,31.97,1131
2021-04-12,29355,31732,-2377,-7.49,1131
2021-04-13,29355,33840,-4485,-13.25,1131
2021-04-14,29355,33838,-4483,-13.25,1131
2021-04-15,29355,33852,-4497,-13.28,1131
2021-04-16,29355,34014,-4659,-13.7,1131
2021-04-17,29355,26054,3301,12.67,1131
2021-04-18,29355,22181,7174,32.34,1131
2021-04-19,29355,31646,-2291,-7.24,1131
2021-04-20,29355,33733,-4378,-12.98,1131
2021-04-21,29355,33714,-4359,-12.93,1131
2021-04-22,29355,33715,-4360,-12.93,1131
2021-04-23,29355,33869,-4514,-13.33,1131
2021-04-24,29355,25906,3449,13.31,1131
2021-04-25,29355,22036,7319,33.21,1131
2021-04-26,29355,31509,-2154,-6.84,1131
2021-04-27,29355,33609,-4254,-12.66,1131
2021-04-28,29355,33608,-4253,-12.65,1131
2021-04-29,29355,33631,-4276,-12.71,1131
2021-04-30,29355,33809,-4454,-13.17,1131
2021-05-01,34072,25872,8200,31.69,1131
2021-05-02,34072,22030,12042,54.66,1131
2021-05-03,34072,31530,2542,8.06,1131
2021-05-04,34072,33656,416,1.24,1131
2021-05-05,34072,33677,395,1.17,1131
2021-05-06,34072,33720,352,1.04,1131
2021-05-07,34072,33914,158,0.47,1131
2021-05-08,34072,25987,8085,31.11,1131
2021-05-09,34072,22148,11924,53.84,1131
2021-05-10,34072,31646,2426,7.67,1131
2021-05-11,34072,33764,308,0.91,1131
2021-05-12,34072,33771,301,0.89,1131
2021-05-13,34072,33793,279,0.83,1131
2021-05-14,34072,33961,111,0.33,1131
2021-05-15,34072,26004,8068,31.03,1131
2021-05-16,34072,22132,11940,53.95,1131
2021-05-17,34072,31593,2479,7.85,1131
2021-05-18,34072,33673,399,1.18,1131
2021-05-19,34072,33643,429,1.28,1131
2021-05-20,34072,33629,443,1.32,1131
2021-05-21,34072,33764,308,0.91,1131
2021-05-22,34072,25778,8294,32.17,1131
2021-05-23,34072,21882,12190,55.71,1131
2021-05-24,34072,31327,2745,8.76,1131
2021-05-25,34072,33398,674,2.02,1131
2021-05-26,34072,33367,705,2.11,1131
2021-05-27,34072,33360,712,2.13,1131
2021-05-28,34072,33512,560,1.67,1131
2021-05-29,34072,25551,8521,33.35,1131
2021-05-30,34072,21688,12384,57.1,1131
2021-05-31,34072,31173,2899,9.3,1131
2021-06-01,35878,33291,2587,7.77,1131
2021-06-02,35878,33311,2567,7.71,1131
2021-06-03,35878,33359,2519,7.55,1131
2021-06-04,35878,33567,2311,6.88,1131
2021-06-05,35878,25661,10217,39.82,1131
2021-06-06,35878,21852,14026,64.19,1131
2021-06-07,35878,31385,4493,14.32,1131
2021-06-08,35878,33544,2334,6.96,1131
2021-06-09,35878,33597,2281,6.79,1131
2021-06-10,35878,33667,2211,6.57,1131
2021-06-11,35878,33884,1994,5.88,1131
2021-06-12,35878,25975,9903,38.13,1131
2021-06-13,35878,22146,13732,62.01,1131
2021-06-14,35878,31645,4233,13.38,1131
2021-06-15,35878,33754,2124,6.29,1131
2021-06-16,35878,33741,2137,6.33,1131
2021-06-17,35878,33730,2148,6.37,1131
2021-06-18,35878,33851,2027,5.99,1131
2021-06-19,35878,25833,10045,38.88,1131
2021-06-20,35878,21885,13993,63.94,1131
2021-06-21,35878,31255,4623,14.79,1131
2021-06-22,35878,33228,2650,7.98,1131
2021-06-23,35878,33075,2803,8.47,1131
2021-06-24,35878,32922,2956,8.98,1131
2021-06-25,35878,32904,2974,9.04,1131
2021-06-26,35878,24751,11127,44.96,1131
2021-06-27,35878,20675,15203,73.53,1131
2021-06-28,35878,29928,5950,19.88,1131
2021-06-29,35878,31797,4081,12.83,1131
2021-06-30,35878,31555,4323,13.7,1131
2021-07-01,36129,31332,4797,15.31,1131
2021-07-02,36129,31262,4867,15.57,1131
2021-07-03,36129,23078,13051,56.55,1131
2021-07-04,36129,18993,17136,90.22,1131
2021-07-05,36129,28258,7871,27.85,1131
2021-07-06,36129,30160,5969,19.79,1131
2021-07-07,36129,29973,6156,20.54,1131
2021-07-08,36129,29823,6306,21.14,1131
2021-07-09,36129,29845,6284,21.06,1131
2021-07-10,36129,21768,14361,65.97,1131
2021-07-11,36129,17804,18325,102.93,1131
2021-07-12,36129,27199,8930,32.83,1131
2021-07-13,36129,29240,6889,23.56,1131
2021-07-14,36129,29195,6934,23.75,1131
2021-07-15,36129,29188,6941,23.78,1131
2021-07-16,36129,29350,6779,23.1,1131
2021-07-17,36129,21407,14722,68.77,1131
2021-07-18,36129,17568,18561,105.65,1131
2021-07-19,36129,27077,9052,33.43,1131
2021-07-20,36129,29217,6912,23.66,1131
2021-07-21,36129,29254,6875,23.5,1131
2021-07-22,36129,29312,6817,23.26,1131
2021-07-23,36129,29520,6609,22.39,1131
2021-07-24,36129,21603,14526,67.24,1131
2021-07-25,36129,17769,18360,103.33,1131
2021-07-26,36129,27265,8864,32.51,1131
2021-07-27,36129,29373,6756,23.0,1131
2021-07-28,36129,29362,6767,23.05,1131
2021-07-29,36129,29356,6773,23.07,1131
2021-07-30,36129,29488,6641,22.52,1131
2021-07-31,36129,21485,14644,68.16,1131
2021-08-01,32310,17559,14751,84.01,1131
2021-08-02,32310,26959,5351,19.85,1131
2021-08-03,32310,28970,3340,11.53,1131
2021-08-04,32310,28866,3444,11.93,1131
2021-08-05,32310,28774,3536,12.29,1131
2021-08-06,32310,28828,3482,12.08,1131
2021-08-07,32310,20761,11549,55.63,1131
2021-08-08,32310,16785,15525,92.49,1131
2021-08-09,32310,26152,6158,23.55,1131
2021-08-10,32310,28149,4161,14.78,1131
2021-08-11,32310,28051,4259,15.18,1131
2021-08-12,32310,27985,4325,15.45,1131
2021-08-13,32310,28087,4223,15.04,1131
2021-08-14,32310,20087,12223,60.85,1131
2021-08-15,32310,16198,16112,99.47,1131
2021-08-16,32310,25671,6639,25.86,1131
2021-08-17,32310,27789,4521,16.27,1131
2021-08-18,32310,27826,4484,16.11,1131
2021-08-19,32310,27906,4404,15.78,1131
2021-08-20,32310,28162,4148,14.73,1131
2021-08-21,32310,20321,11989,59.0,1131
2021-08-22,32310,16592,15718,94.73,1131
2021-08-23,32310,26223,6087,23.21,1131
2021-08-24,32310,28494,3816,13.39,1131
2021-08-25,32310,28676,3634,12.67,1131
2021-08-26,32310,28889,3421,11.84,1131
2021-08-27,32310,29264,3046,10.41,1131
2021-08-28,32310,21526,10784,50.1,1131
2021-08-29,32310,17882,14428,80.68,1131
2021-08-30,32310,27577,4733,17.16,1131
2021-08-31,32310,29893,2417,8.09,1131
2021-09-01,36309,30098,6211,20.64,1131
2021-09-02,36309,30314,5995,19.78,1131
2021-09-03,36309,30671,5638,18.38,1131
2021-09-04,36309,22896,13413,58.58,1131
2021-09-05,36309,19197,17112,89.14,1131
2021-09-06,36309,28822,7487,25.98,1131
2021-09-07,36309,31054,5255,16.92,1131
2021-09-08,36309,31163,5146,16.51,1131
2021-09-09,36309,31275,5034,16.1,1131
2021-09-10,36309,31523,4786,15.18,1131
2021-09-11,36309,23637,12672,53.61,1131
2021-09-12,36309,19826,16483,83.14,1131
