ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2021-10-16,24355,4993,19362,387.78,1224
2021-10-17,24355,4993,19362,387.78,1224
2021-10-18,24355,9154,15201,166.06,1224
2021-10-19,24355,9207,15148,164.53,1224
2021-10-20,24355,9160,15195,165.88,1224
2021-10-21,24355,9187,15168,165.1,1224
2021-10-22,24355,10469,13886,132.64,1224
2021-10-23,24355,5027,19328,384.48,1224
2021-10-24,24355,5027,19328,384.48,1224
2021-10-25,24355,9103,15252,167.55,1224
2021-10-26,24355,9115,15240,167.2,1224
2021-10-27,24355,9030,15325,169.71,1224
2021-10-28,24355,9024,15331,169.89,1224
2021-10-29,24355,10279,14076,136.94,1224
2021-10-30,24355,4816,19539,405.71,1224
2021-10-31,24355,4816,19539,405.71,1224
2021-11-01,24522,8874,15648,176.34,1224
2021-11-02,24522,8889,15633,175.87,1224
2021-11-03,24522,8814,15708,178.22,1224
2021-11-04,24522,8825,15697,177.87,1224
2021-11-05,24522,10103,14419,142.72,1224
2021-11-06,24522,4667,19855,425.43,1224
2021-11-07,24522,4667,19855,425.43,1224
2021-11-08,24522,8790,15732,178.98,1224
2021-11-09,24522,8838,15684,177.46,1224
2021-11-10,24522,8796,15726,178.79,1224
2021-11-11,24522,8836,15686,177.52,1224
2021-11-12,24522,10140,14382,141.83,1224
2021-11-13,24522,4726,19796,418.87,1224
2021-11-14,24522,4726,19796,418.87,1224
2021-11-15,24522,8871,15651,176.43,1224
2021-11-16,24522,8920,15602,174.91,1224
2021-11-17,24522,8872,15650,176.4,1224
2021-11-18,24522,8898,15624,175.59,1224
2021-11-19,24522,10181,14341,140.86,1224
2021-11-20,24522,4739,19783,417.45,1224
2021-11-21,24522,4739,19783,417.45,1224
2021-11-22,24522,8814,15708,178.22,1224
2021-11-23,24522,8823,15699,177.93,1224
2021-11-24,24522,8732,15790,180.83,1224
2021-11-25,24522,8716,15806,181.34,1224
2021-11-26,24522,9958,14564,146.25,1224
2021-11-27,24522,4478,20044,447.61,1224
2021-11-28,24522,4478,20044,447.61,1224
2021-11-29,24522,8490,16032,188.83,1224
2021-11-30,24522,8477,16045,189.28,1224
2021-12-01,24208,8372,15836,189.15,1224
2021-12-02,24208,8349,15859,189.95,1224
2021-12-03,24208,9593,14615,152.35,1224
2021-12-04,24208,4124,20084,487.0,1224
2021-12-05,24208,4124,20084,487.0,1224
2021-12-06,24208,8180,16028,195.94,1224
2021-12-07,24208,8199,16009,195.26,1224
2021-12-08,24208,8131,16077,197.72,1224
2021-12-09,24208,8149,16059,197.07,1224
2021-12-10,24208,9437,14771,156.52,1224
2021-12-11,24208,4011,20197,503.54,1224
2021-12-12,24208,4011,20197,503.54,1224
2021-12-13,24208,8149,16059,197.07,1224
2021-12-14,24208,8203,16005,195.11,1224
2021-12-15,24208,8164,16044,196.52,1224
2021-12-16,24208,8203,16005,195.11,1224
2021-12-17,24208,9503,14705,154.74,1224
2021-12-18,24208,4080,20128,493.33,1224
2021-12-19,24208,4080,20128,493.33,1224
2021-12-20,24208,8194,16014,195.44,1224
2021-12-21,24208,8220,15988,194.5,1224
2021-12-22,24208,8143,16065,197.29,1224
2021-12-23,24208,8136,16072,197.54,1224
2021-12-24,24208,9382,14826,158.03,1224
2021-12-25,24208,3899,20309,520.88,1224
2021-12-26,24208,3899,20309,520.88,1224
2021-12-27,24208,7883,16325,207.09,1224
2021-12-28,24208,7842,16366,208.7,1224
2021-12-29,24208,7701,16507,214.35,1224
2021-12-30,24208,7635,16573,217.07,1224
2021-12-31,24208,8827,15381,174.25,1224
2022-01-01,21055,3298,17757,538.42,1224
2022-01-02,21055,3298,17757,538.42,1224
2022-01-03,21055,7222,13833,191.54,1224
2022-01-04,21055,7170,13885,193.65,1224
2022-01-05,21055,7031,14024,199.46,1224
2022-01-06,21055,6980,14075,201.65,1224
2022-01-07,21055,8201,12854,156.74,1224
2022-01-08,21055,2715,18340,675.51,1224
2022-01-09,21055,2715,18340,675.51,1224
2022-01-10,21055,6757,14298,211.6,1224
2022-01-11,21055,6777,14278,210.68,1224
2022-01-12,21055,6716,14339,213.51,1224
2022-01-13,21055,6748,14307,212.02,1224
2022-01-14,21055,8051,13004,161.52,1224
2022-01-15,21055,2646,18409,695.73,1224
2022-01-16,21055,2646,18409,695.73,1224
2022-01-17,21055,6830,14225,208.27,1224
2022-01-18,21055,6907,14148,204.84,1224
2022-01-19,21055,6890,14165,205.59,1224
2022-01-20,21055,6950,14105,202.95,1224
2022-01-21,21055,8265,12790,154.75,1224
2022-01-22,21055,2852,18203,638.25,1224
2022-01-23,21055,2852,18203,638.25,1224
2022-01-24,21055,6964,14091,202.34,1224
2022-01-25,21055,6977,14078,201.78,1224
2022-01-26,21055,6878,14177,206.12,1224
2022-01-27,21055,6839,14216,207.87,1224
2022-01-28,21055,8043,13012,161.78,1224
2022-01-29,21055,2507,18548,739.85,1224
2022-01-30,21055,2507,18548,739.85,1224
2020-02-01,17164,13848,3316,23.95,1603
2020-02-02,17164,9423,7741,82.15,1603
2020-02-03,17164,16026,1138,7.1,1603
2020-02-04,17164,15901,1263,7.94,1603
2020-02-05,17164,15916,1248,7.84,1603
2020-02-06,17164,15944,1220,7.65,1603
2020-02-07,17164,16388,776,4.74,1603
2020-02-08,17164,13958,3206,22.97,1603
2020-02-09,17164,9512,7652,80.45,1603
2020-02-10,17164,16098,1066,6.62,1603
2020-02-11,17164,15960,1204,7.54,1603
2020-02-12,17164,15966,1198,7.5,1603
2020-02-13,17164,15991,1173,7.34,1603
2020-02-14,17164,16436,728,4.43,1603
2020-02-15,17164,14012,3152,22.5,1603
2020-02-16,17164,9577,7587,79.22,1603
2020-02-17,17164,16178,986,6.09,1603
2020-02-18,17164,16060,1104,6.87,1603
2020-02-19,17164,16089,1075,6.68,1603
2020-02-20,17164,16140,1024,6.34,1603
2020-02-21,17164,16613,551,3.32,1603
2020-02-22,17164,14218,2946,20.72,1603
2020-02-23,17164,9813,7351,74.91,1603
2020-02-24,17164,16444,720,4.38,1603
2020-02-25,17164,16354,810,4.95,1603
2020-02-26,17164,16409,755,4.6,1603
2020-02-27,17164,16483,681,4.13,1603
2020-02-28,17164,16975,189,1.11,1603
2020-02-29,17164,14595,2569,17.6,1603
2020-03-01,16734,10200,6534,64.06,1603
2020-03-02,16734,16837,-103,-0.61,1603
2020-03-03,16734,16746,-12,-0.07,1603
2020-03-04,16734,16796,-62,-0.37,1603
2020-03-05,16734,16859,-125,-0.74,1603
2020-03-06,16734,17335,-601,-3.47,1603
2020-03-07,16734,14934,1800,12.05,1603
2020-03-08,16734,10515,6219,59.14,1603
2020-03-09,16734,17122,-388,-2.27,1603
2020-03-10,16734,17000,-266,-1.56,1603
2020-03-11,16734,17017,-283,-1.66,1603
2020-03-12,16734,17044,-310,-1.82,1603
2020-03-13,16734,17486,-752,-4.3,1603
2020-03-14,16734,15050,1684,11.19,1603
2020-03-15,16734,10597,6137,57.91,1603
2020-03-16,16734,17173,-439,-2.56,1603
2020-03-17,16734,17023,-289,-1.7,1603
2020-03-18,16734,17014,-280,-1.65,1603
2020-03-19,16734,17021,-287,-1.69,1603
2020-03-20,16734,17446,-712,-4.08,1603
2020-03-21,16734,14999,1735,11.57,1603
2020-03-22,16734,10539,6195,58.78,1603
2020-03-23,16734,17113,-379,-2.21,1603
2020-03-24,16734,16966,-232,-1.37,1603
2020-03-25,16734,16965,-231,-1.36,1603
2020-03-26,16734,16983,-249,-1.47,1603
2020-03-27,16734,17424,-690,-3.96,1603
2020-03-28,16734,14994,1740,11.6,1603
2020-03-29,16734,10555,6179,58.54,1603
2020-03-30,16734,17151,-417,-2.43,1603
2020-03-31,16734,17026,-292,-1.72,1603
2020-04-01,14381,17047,-2666,-15.64,1603
2020-04-02,14381,17087,-2706,-15.84,1603
2020-04-03,14381,17547,-3166,-18.04,1603
2020-04-04,14381,15135,-754,-4.98,1603
2020-04-05,14381,10710,3671,34.28,1603
2020-04-06,14381,17317,-2936,-16.95,1603
2020-04-07,14381,17199,-2818,-16.38,1603
2020-04-08,14381,17223,-2842,-16.5,1603
2020-04-09,14381,17261,-2880,-16.69,1603
2020-04-10,14381,17714,-3333,-18.82,1603
2020-04-11,14381,15292,-911,-5.96,1603
2020-04-12,14381,10852,3529,32.52,1603
2020-04-13,14381,17440,-3059,-17.54,1603
2020-04-14,14381,17299,-2918,-16.87,1603
2020-04-15,14381,17298,-2917,-16.86,1603
2020-04-16,14381,17308,-2927,-16.91,1603
2020-04-17,14381,17733,-3352,-18.9,1603
2020-04-18,14381,15280,-899,-5.88,1603
2020-04-19,14381,10809,3572,33.05,1603
2020-04-20,14381,17368,-2987,-17.2,1603
2020-04-21,14381,17199,-2818,-16.38,1603
2020-04-22,14381,17170,-2789,-16.24,1603
2020-04-23,14381,17157,-2776,-16.18,1603
2020-04-24,14381,17560,-3179,-18.1,1603
2020-04-25,14381,15089,-708,-4.69,1603
2020-04-26,14381,10604,3777,35.62,1603
2020-04-27,14381,17152,-2771,-16.16,1603
2020-04-28,14381,16976,-2595,-15.29,1603
2020-04-29,14381,16945,-2564,-15.13,1603
2020-04-30,14381,16933,-2552,-15.07,1603
2020-05-01,16188,17341,-1153,-6.65,1603
2020-05-02,16188,14878,1310,8.8,1603
2020-05-03,16188,10403,5785,55.61,1603
2020-05-04,16188,16964,-776,-4.57,1603
2020-05-05,16188,16803,-615,-3.66,1603
2020-05-06,16188,16788,-600,-3.57,1603
2020-05-07,16188,16791,-603,-3.59,1603
2020-05-08,16188,17216,-1028,-5.97,1603
2020-05-09,16188,14768,1420,9.62,1603
2020-05-10,16188,10309,5879,57.03,1603
2020-05-11,16188,16883,-695,-4.12,1603
2020-05-12,16188,16733,-545,-3.26,1603
2020-05-13,16188,16727,-539,-3.22,1603
2020-05-14,16188,16737,-549,-3.28,1603
2020-05-15,16188,17166,-978,-5.7,1603
2020-05-16,16188,14720,1468,9.97,1603
2020-05-17,16188,10260,5928,57.78,1603
2020-05-18,16188,16831,-643,-3.82,1603
2020-05-19,16188,16677,-489,-2.93,1603
2020-05-20,16188,16665,-477,-2.86,1603
2020-05-21,16188,16668,-480,-2.88,1603
2020-05-22,16188,17088,-900,-5.27,1603
2020-05-23,16188,14634,1554,10.62,1603
2020-05-24,16188,10165,6023,59.25,1603
2020-05-25,16188,16729,-541,-3.23,1603
2020-05-26,16188,16568,-380,-2.29,1603
2020-05-27,16188,16551,-363,-2.19,1603
2020-05-28,16188,16550,-362,-2.19,1603
2020-05-29,16188,16970,-782,-4.61,1603
2020-05-30,16188,14517,1671,11.51,1603
2020-05-31,16188,10052,6136,61.04,1603
2020-06-01,16619,16621,-2,-0.01,1603
2020-06-02,16619,16467,152,0.92,1603
2020-06-03,16619,16460,159,0.97,1603
2020-06-04,16619,16470,149,0.9,1603
2020-06-05,16619,16901,-282,-1.67,1603
2020-06-06,16619,14461,2158,14.92,1603
2020-06-07,16619,10009,6610,66.04,1603
2020-06-08,16619,16590,29,0.17,1603
2020-06-09,16619,16448,171,1.04,1603
2020-06-10,16619,16450,169,1.03,1603
2020-06-11,16619,16467,152,0.92,1603
2020-06-12,16619,16902,-283,-1.67,1603
2020-06-13,16619,14462,2157,14.91,1603
2020-06-14,16619,10007,6612,66.07,1603
2020-06-15,16619,16580,39,0.24,1603
2020-06-16,16619,16426,193,1.17,1603
2020-06-17,16619,16411,208,1.27,1603
2020-06-18,16619,16407,212,1.29,1603
2020-06-19,16619,16816,-197,-1.17,1603
2020-06-20,16619,14347,2272,15.84,1603
2020-06-21,16619,9858,6761,68.58,1603
2020-06-22,16619,16395,224,1.37,1603
2020-06-23,16619,16203,416,2.57,1603
2020-06-24,16619,16147,472,2.92,1603
2020-06-25,16619,16102,517,3.21,1603
2020-06-26,16619,16471,148,0.9,1603
2020-06-27,16619,13962,2657,19.03,1603
2020-06-28,16619,9435,7184,76.14,1603
2020-06-29,16619,15938,681,4.27,1603
2020-06-30,16619,15714,905,5.76,1603
2020-07-01,16085,15632,453,2.9,1603
2020-07-02,16085,15567,518,3.33,1603
2020-07-03,16085,15920,165,1.04,1603
2020-07-04,16085,13403,2682,20.01,1603
2020-07-05,16085,8874,7211,81.26,1603
2020-07-06,16085,15381,704,4.58,1603
2020-07-07,16085,15169,916,6.04,1603
2020-07-08,16085,15106,979,6.48,1603
2020-07-09,16085,15065,1020,6.77,1603
2020-07-10,16085,15449,636,4.12,1603
2020-07-11,16085,12967,3118,24.05,1603
2020-07-12,16085,8479,7606,89.7,1603
2020-07-13,16085,15029,1056,7.03,1603
2020-07-14,16085,14863,1222,8.22,1603
2020-07-15,16085,14847,1238,8.34,1603
2020-07-16,16085,14853,1232,8.29,1603
2020-07-17,16085,15283,802,5.25,1603
2020-07-18,16085,12845,3240,25.22,1603
2020-07-19,16085,8397,7688,91.56,1603
2020-07-20,16085,14984,1101,7.35,1603
2020-07-21,16085,14849,1236,8.32,1603
2020-07-22,16085,14859,1226,8.25,1603
2020-07-23,16085,14885,1200,8.06,1603
2020-07-24,16085,15328,757,4.94,1603
2020-07-25,16085,12896,3189,24.73,1603
2020-07-26,16085,8447,7638,90.42,1603
2020-07-27,16085,15027,1058,7.04,1603
2020-07-28,16085,14879,1206,8.11,1603
2020-07-29,16085,14869,1216,8.18,1603
2020-07-30,16085,14870,1215,8.17,1603
2020-07-31,16085,15285,800,5.23,1603
2020-08-01,16176,12821,3355,26.17,1603
2020-08-02,16176,8339,7837,93.98,1603
2020-08-03,16176,14885,1291,8.67,1603
2020-08-04,16176,14702,1474,10.03,1603
2020-08-05,16176,14660,1516,10.34,1603
2020-08-06,16176,14632,1544,10.55,1603
2020-08-07,16176,15022,1154,7.68,1603
2020-08-08,16176,12538,3638,29.02,1603
2020-08-09,16176,8042,8134,101.14,1603
2020-08-10,16176,14581,1595,10.94,1603
2020-08-11,16176,14399,1777,12.34,1603
2020-08-12,16176,14366,1810,12.6,1603
2020-08-13,16176,14355,1821,12.69,1603
2020-08-14,16176,14770,1406,9.52,1603
2020-08-15,16176,12320,3856,31.3,1603
2020-08-16,16176,7865,8311,105.67,1603
2020-08-17,16176,14452,1724,11.93,1603
2020-08-18,16176,14325,1851,12.92,1603
2020-08-19,16176,14352,1824,12.71,1603
2020-08-20,16176,14406,1770,12.29,1603
2020-08-21,16176,14889,1287,8.64,1603
2020-08-22,16176,12508,3668,29.33,1603
2020-08-23,16176,8124,8052,99.11,1603
2020-08-24,16176,14780,1396,9.45,1603
2020-08-25,16176,14720,1456,9.89,1603
2020-08-26,16176,14810,1366,9.22,1603
2020-08-27,16176,14922,1254,8.4,1603
2020-08-28,16176,15457,719,4.65,1603
2020-08-29,16176,13122,3054,23.27,1603
2020-08-30,16176,8775,7401,84.34,1603
2020-08-31,16176,15460,716,4.63,1603
2020-09-01,16469,15420,1049,6.8,1603
2020-09-02,16469,15520,949,6.11,1603
2020-09-03,16469,15633,836,5.35,1603
2020-09-04,16469,16160,309,1.91,1603
2020-09-05,16469,13808,2661,19.27,1603
2020-09-06,16469,9436,7033,74.53,1603
2020-09-07,16469,16089,380,2.36,1603
2020-09-08,16469,16009,460,2.87,1603
2020-09-09,16469,16065,404,2.51,1603
2020-09-10,16469,16130,339,2.1,1603
2020-09-11,16469,16605,-136,-0.82,1603
2020-09-12,16469,14199,2270,15.99,1603
2020-09-13,16469,9772,6697,68.53,1603
2020-09-14,16469,16370,99,0.6,1603
2020-09-15,16469,16238,231,1.42,1603
2020-09-16,16469,16245,224,1.38,1603
2020-09-17,16469,16263,206,1.27,1603
2020-09-18,16469,16697,-228,-1.37,1603
2020-09-19,16469,14255,2214,15.53,1603
2020-09-20,16469,9798,6671,68.09,1603
2020-09-21,16469,16373,96,0.59,1603
2020-09-22,16469,16224,245,1.51,1603
2020-09-23,16469,16220,249,1.54,1603
2020-09-24,16469,16233,236,1.45,1603
2020-09-25,16469,16668,-199,-1.19,1603
2020-09-26,16469,14232,2237,15.72,1603
2020-09-27,16469,9786,6683,68.29,1603
2020-09-28,16469,16376,93,0.57,1603
2020-09-29,16469,16246,223,1.37,1603
2020-09-30,16469,16262,207,1.27,1603
2020-10-01,16864,16297,567,3.48,1603
2020-10-02,16864,16754,110,0.66,1603
2020-10-03,16864,14341,2523,17.59,1603
2020-10-04,16864,9916,6948,70.07,1603
2020-10-05,16864,16524,340,2.06,1603
2020-10-06,16864,16410,454,2.77,1603
2020-10-07,16864,16439,425,2.59,1603
2020-10-08,16864,16483,381,2.31,1603
2020-10-09,16864,16946,-82,-0.48,1603
2020-10-10,16864,14533,2331,16.04,1603
2020-10-11,16864,10105,6759,66.89,1603
2020-10-12,16864,16707,157,0.94,1603
2020-10-13,16864,16581,283,1.71,1603
2020-10-14,16864,16596,268,1.61,1603
2020-10-15,16864,16624,240,1.44,1603
2020-10-16,16864,17067,-203,-1.19,1603
2020-10-17,16864,14634,2230,15.24,1603
2020-10-18,16864,10184,6680,65.59,1603
2020-10-19,16864,16764,100,0.6,1603
2020-10-20,16864,16616,248,1.49,1603
2020-10-21,16864,16611,253,1.52,1603
2020-10-22,16864,16620,244,1.47,1603
2020-10-23,16864,17046,-182,-1.07,1603
2020-10-24,16864,14599,2265,15.51,1603
2020-10-25,16864,10138,6726,66.34,1603
2020-10-26,16864,16710,154,0.92,1603
2020-10-27,16864,16559,305,1.84,1603
2020-10-28,16864,16553,311,1.88,1603
2020-10-29,16864,16565,299,1.81,1603
2020-10-30,16864,16997,-133,-0.78,1603
2020-10-31,16864,14559,2305,15.83,1603
2020-11-01,17196,10110,7086,70.09,1603
2020-11-02,17196,16696,500,2.99,1603
2020-11-03,17196,16560,636,3.84,1603
2020-11-04,17196,16569,627,3.78,1603
2020-11-05,17196,16597,599,3.61,1603
2020-11-06,17196,17046,150,0.88,1603
2020-11-07,17196,14622,2574,17.6,1603
2020-11-08,17196,10186,7010,68.82,1603
2020-11-09,17196,16782,414,2.47,1603
2020-11-10,17196,16654,542,3.25,1603
2020-11-11,17196,16669,527,3.16,1603
2020-11-12,17196,16698,498,2.98,1603
2020-11-13,17196,17145,51,0.3,1603
2020-11-14,17196,14716,2480,16.85,1603
2020-11-15,17196,10271,6925,67.42,1603
2020-11-16,17196,16855,341,2.02,1603
2020-11-17,17196,16712,484,2.9,1603
2020-11-18,17196,16710,486,2.91,1603
2020-11-19,17196,16720,476,2.85,1603
2020-11-20,17196,17146,50,0.29,1603
2020-11-21,17196,14696,2500,17.01,1603
2020-11-22,17196,10229,6967,68.11,1603
2020-11-23,17196,16793,403,2.4,1603
2020-11-24,17196,16630,566,3.4,1603
2020-11-25,17196,16609,587,3.53,1603
2020-11-26,17196,16605,591,3.56,1603
2020-11-27,17196,17018,178,1.05,1603
2020-11-28,17196,14559,2637,18.11,1603
2020-11-29,17196,10086,7110,70.49,1603
2020-11-30,17196,16648,548,3.29,1603
2020-12-01,17059,16488,571,3.46,1603
2020-12-02,17059,16473,586,3.56,1603
2020-12-03,17059,16478,581,3.53,1603
2020-12-04,17059,16904,155,0.92,1603
2020-12-05,17059,14460,2599,17.97,1603
2020-12-06,17059,10006,7053,70.49,1603
2020-12-07,17059,16587,472,2.85,1603
2020-12-08,17059,16447,612,3.72,1603
2020-12-09,17059,16453,606,3.68,1603
2020-12-10,17059,16478,581,3.53,1603
2020-12-11,17059,16923,136,0.8,1603
2020-12-12,17059,14495,2564,17.69,1603
2020-12-13,17059,10054,7005,69.67,1603
2020-12-14,17059,16645,414,2.49,1603
2020-12-15,17059,16511,548,3.32,1603
2020-12-16,17059,16518,541,3.28,1603
2020-12-17,17059,16538,521,3.15,1603
2020-12-18,17059,16974,85,0.5,1603
2020-12-19,17059,14532,2527,17.39,1603
2020-12-20,17059,10072,6987,69.37,1603
2020-12-21,17059,16639,420,2.52,1603
2020-12-22,17059,16476,583,3.54,1603
2020-12-23,17059,16451,608,3.7,1603
2020-12-24,17059,16436,623,3.79,1603
2020-12-25,17059,16833,226,1.34,1603
2020-12-26,17059,14352,2707,18.86,1603
2020-12-27,17059,9852,7207,73.15,1603
2020-12-28,17059,16379,680,4.15,1603
2020-12-29,17059,16177,882,5.45,1603
2020-12-30,17059,16116,943,5.85,1603
2020-12-31,17059,16069,990,6.16,1603
2021-01-01,13615,16438,-2823,-17.17,1603
2021-01-02,13615,13934,-319,-2.29,1603
2021-01-03,13615,9416,4199,44.59,1603
2021-01-04,13615,15932,-2317,-14.54,1603
2021-01-05,13615,15727,-2112,-13.43,1603
2021-01-06,13615,15669,-2054,-13.11,1603
2021-01-07,13615,15632,-2017,-12.9,1603
2021-01-08,13615,16018,-2403,-15.0,1603
2021-01-09,13615,13538,77,0.57,1603
2021-01-10,13615,9051,4564,50.43,1603
2021-01-11,13615,15604,-1989,-12.75,1603
2021-01-12,13615,15440,-1825,-11.82,1603
2021-01-13,13615,15427,-1812,-11.75,1603
2021-01-14,13615,15439,-1824,-11.81,1603
2021-01-15,13615,15877,-2262,-14.25,1603
2021-01-16,13615,13450,165,1.23,1603
2021-01-17,13615,9015,4600,51.03,1603
2021-01-18,13615,15620,-2005,-12.84,1603
2021-01-19,13615,15506,-1891,-12.2,1603
2021-01-20,13615,15540,-1925,-12.39,1603
2021-01-21,13615,15595,-1980,-12.7,1603
2021-01-22,13615,16071,-2456,-15.28,1603
2021-01-23,13615,13677,-62,-0.45,1603
2021-01-24,13615,9270,4345,46.87,1603
2021-01-25,13615,15895,-2280,-14.34,1603
2021-01-26,13615,15796,-2181,-13.81,1603
2021-01-27,13615,15839,-2224,-14.04,1603
2021-01-28,13615,15896,-2281,-14.35,1603
2021-01-29,13615,16368,-2753,-16.82,1603
2021-01-30,13615,13965,-350,-2.51,1603
2021-01-31,13615,9544,4071,42.66,1603
2021-02-01,15825,16152,-327,-2.02,1603
2021-02-02,15825,16031,-206,-1.29,1603
2021-02-03,15825,16051,-226,-1.41,1603
2021-02-04,15825,16083,-258,-1.6,1603
2021-02-05,15825,16531,-706,-4.27,1603
2021-02-06,15825,14102,1723,12.22,1603
2021-02-07,15825,9658,6167,63.85,1603
2021-02-08,15825,16245,-420,-2.59,1603
2021-02-09,15825,16107,-282,-1.75,1603
2021-02-10,15825,16113,-288,-1.79,1603
2021-02-11,15825,16135,-310,-1.92,1603
2021-02-12,15825,16578,-753,-4.54,1603
2021-02-13,15825,14150,1675,11.84,1603
2021-02-14,15825,9710,6115,62.98,1603
2021-02-15,15825,16307,-482,-2.96,1603
2021-02-16,15825,16183,-358,-2.21,1603
2021-02-17,15825,16207,-382,-2.36,1603
2021-02-18,15825,16252,-427,-2.63,1603
2021-02-19,15825,16720,-895,-5.35,1603
2021-02-20,15825,14319,1506,10.52,1603
2021-02-21,15825,9909,5916,59.7,1603
2021-02-22,15825,16536,-711,-4.3,1603
2021-02-23,15825,16442,-617,-3.75,1603
2021-02-24,15825,16494,-669,-4.06,1603
2021-02-25,15825,16566,-741,-4.47,1603
2021-02-26,15825,17057,-1232,-7.22,1603
2021-02-27,15825,14677,1148,7.82,1603
2021-02-28,15825,10283,5542,53.89,1603
2021-03-01,16300,16921,-621,-3.67,1603
2021-03-02,16300,16834,-534,-3.17,1603
2021-03-03,16300,16887,-587,-3.48,1603
2021-03-04,16300,16955,-655,-3.86,1603
2021-03-05,16300,17437,-1137,-6.52,1603
2021-03-06,16300,15042,1258,8.36,1603
2021-03-07,16300,10628,5672,53.37,1603
2021-03-08,16300,17242,-942,-5.46,1603
2021-03-09,16300,17127,-827,-4.83,1603
2021-03-10,16300,17150,-850,-4.96,1603
2021-03-11,16300,17184,-884,-5.14,1603
2021-03-12,16300,17631,-1331,-7.55,1603
2021-03-13,16300,15201,1099,7.23,1603
2021-03-14,16300,10752,5548,51.6,1603
2021-03-15,16300,17333,-1033,-5.96,1603
2021-03-16,16300,17185,-885,-5.15,1603
2021-03-17,16300,17179,-879,-5.12,1603
2021-03-18,16300,17187,-887,-5.16,1603
2021-03-19,16300,17613,-1313,-7.45,1603
2021-03-20,16300,15165,1135,7.48,1603
2021-03-21,16300,10704,5596,52.28,1603
2021-03-22,16300,17276,-976,-5.65,1603
2021-03-23,16300,17126,-826,-4.82,1603
2021-03-24,16300,17121,-821,-4.8,1603
2021-03-25,16300,17136,-836,-4.88,1603
2021-03-26,16300,17572,-1272,-7.24,1603
2021-03-27,16300,15138,1162,7.68,1603
2021-03-28,16300,10694,5606,52.42,1603
2021-03-29,16300,17286,-986,-5.7,1603
2021-03-30,16300,17158,-858,-5.0,1603
2021-03-31,16300,17175,-875,-5.09,1603
2021-04-01,15759,17212,-1453,-8.44,1603
2021-04-02,15759,17670,-1911,-10.81,1603
2021-04-03,15759,15257,502,3.29,1603
2021-04-04,15759,10831,4928,45.5,1603
2021-04-05,15759,17438,-1679,-9.63,1603
2021-04-06,15759,17321,-1562,-9.02,1603
2021-04-07,15759,17347,-1588,-9.15,1603
2021-04-08,15759,17388,-1629,-9.37,1603
2021-04-09,15759,17845,-2086,-11.69,1603
2021-04-10,15759,15426,333,2.16,1603
2021-04-11,15759,10991,4768,43.38,1603
2021-04-12,15759,17584,-1825,-10.38,1603
2021-04-13,15759,17449,-1690,-9.69,1603
2021-04-14,15759,17453,-1694,-9.71,1603
2021-04-15,15759,17469,-1710,-9.79,1603
2021-04-16,15759,17899,-2140,-11.96,1603
2021-04-17,15759,15452,307,1.99,1603
2021-04-18,15759,10986,4773,43.45,1603
2021-04-19,15759,17549,-1790,-10.2,1603
2021-04-20,15759,17384,-1625,-9.35,1603
2021-04-21,15759,17360,-1601,-9.22,1603
2021-04-22,15759,17348,-1589,-9.16,1603
2021-04-23,15759,17754,-1995,-11.24,1603
2021-04-24,15759,15284,475,3.11,1603
2021-04-25,15759,10800,4959,45.92,1603
2021-04-26,15759,17347,-1588,-9.15,1603
2021-04-27,15759,17171,-1412,-8.22,1603
2021-04-28,15759,17139,-1380,-8.05,1603
2021-04-29,15759,17124,-1365,-7.97,1603
2021-04-30,15759,17529,-1770,-10.1,1603
2021-05-01,17993,15063,2930,19.45,1603
2021-05-02,17993,10586,7407,69.97,1603
2021-05-03,17993,17144,849,4.95,1603
2021-05-04,17993,16980,1013,5.97,1603
2021-05-05,17993,16962,1031,6.08,1603
2021-05-06,17993,16962,1031,6.08,1603
2021-05-07,17993,17384,609,3.5,1603
2021-05-08,17993,14934,3059,20.48,1603
2021-05-09,17993,10473,7520,71.8,1603
2021-05-10,17993,17046,947,5.56,1603
2021-05-11,17993,16895,1098,6.5,1603
2021-05-12,17993,16889,1104,6.54,1603
2021-05-13,17993,16899,1094,6.47,1603
2021-05-14,17993,17328,665,3.84,1603
2021-05-15,17993,14884,3109,20.89,1603
2021-05-16,17993,10425,7568,72.59,1603
2021-05-17,17993,16997,996,5.86,1603
2021-05-18,17993,16845,1148,6.82,1603
2021-05-19,17993,16834,1159,6.88,1603
2021-05-20,17993,16839,1154,6.85,1603
2021-05-21,17993,17260,733,4.25,1603
2021-05-22,17993,14808,3185,21.51,1603
2021-05-23,17993,10340,7653,74.01,1603
2021-05-24,17993,16905,1088,6.44,1603
2021-05-25,17993,16744,1249,7.46,1603
2021-05-26,17993,16727,1266,7.57,1603
2021-05-27,17993,16726,1267,7.58,1603
2021-05-28,17993,17144,849,4.95,1603
2021-05-29,17993,14690,3303,22.48,1603
2021-05-30,17993,10223,7770,76.01,1603
2021-05-31,17993,16790,1203,7.16,1603
2021-06-01,18465,16634,1831,11.01,1603
2021-06-02,18465,16624,1841,11.07,1603
2021-06-03,18465,16632,1833,11.02,1603
2021-06-04,18465,17061,1404,8.23,1603
2021-06-05,18465,14619,3846,26.31,1603
2021-06-06,18465,10164,8301,81.67,1603
2021-06-07,18465,16744,1721,10.28,1603
2021-06-08,18465,16601,1864,11.23,1603
2021-06-09,18465,16602,1863,11.22,1603
