DATE,ZNR,ZNAME,BEZIRK,BEZIRK_NAME,LONGITUDE,LATITUDE,DTVMS,DTVMS_fc_exog,DTVMS_fc_noex,DTVMS_fc_prophet,DTVMS_full_exog,DTVMS_full_noex,DTVMS_full_prophet,DTVMS_ensemble,ISTCOVID19,POP,AUSPENDLER,PKW_DENSITY,CAR,PUBLIC_TRANSPORT,BY_FOOT,BIKE
2020-04-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,11841.0,,,,11841.0,11841.0,11841.0,11841.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-05-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,17420.0,,,,17420.0,17420.0,17420.0,17420.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-06-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,21131.0,,,,21131.0,21131.0,21131.0,21131.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-07-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,22884.0,,,,22884.0,22884.0,22884.0,22884.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-08-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,22270.0,,,,22270.0,22270.0,22270.0,22270.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-09-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,22937.0,,,,22937.0,22937.0,22937.0,22937.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-10-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,21669.0,,,,21669.0,21669.0,21669.0,21669.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-11-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,16559.0,,,,16559.0,16559.0,16559.0,16559.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2020-12-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,16765.0,,,,16765.0,16765.0,16765.0,16765.0,1.0,105848.0,0.106,315.71,0.2742742742742742,0.2682682682682683,0.3713713713713714,0.086086086086086
2021-01-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,14571.0,,,,14571.0,14571.0,14571.0,14571.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-02-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,17776.0,,,,17776.0,17776.0,17776.0,17776.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-03-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,19228.0,,,,19228.0,19228.0,19228.0,19228.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-04-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,17802.0,,,,17802.0,17802.0,17802.0,17802.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-05-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,21572.0,,,,21572.0,21572.0,21572.0,21572.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-06-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,24371.0,,,,24371.0,24371.0,24371.0,24371.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-07-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,25366.0,,,,25366.0,25366.0,25366.0,25366.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-08-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,23418.0,,,,23418.0,23418.0,23418.0,23418.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-09-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,24780.0,,,,24780.0,24780.0,24780.0,24780.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-10-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,23320.0,,,,23320.0,23320.0,23320.0,23320.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-11-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,20762.0,,,,20762.0,20762.0,20762.0,20762.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2021-12-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,17505.0,,,,17505.0,17505.0,17505.0,17505.0,1.0,105237.0,0.108,319.42,0.26352705410821625,0.2965931863727454,0.345691382765531,0.094188376753507
2022-01-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,17067.0,,,,17067.0,17067.0,17067.0,17067.0,1.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-02-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,18963.0,,,,18963.0,18963.0,18963.0,18963.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-03-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,20839.0,,,,20839.0,20839.0,20839.0,20839.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-04-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,20892.0,,,,20892.0,20892.0,20892.0,20892.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-05-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,24195.0,,,,24195.0,24195.0,24195.0,24195.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-06-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,25177.0,,,,25177.0,25177.0,25177.0,25177.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-07-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,21996.0,,,,21996.0,21996.0,21996.0,21996.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-08-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,20674.0,,,,20674.0,20674.0,20674.0,20674.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-09-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,23878.0,,,,23878.0,23878.0,23878.0,23878.000000000004,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-10-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,24700.0,,,,24700.0,24700.0,24700.0,24700.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-11-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,22052.0,,,,22052.0,22052.0,22052.0,22052.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
2022-12-01,1177,Handelskai,1020.0,Leopoldstadt,16.423220043354263,48.2122565949086,19881.0,,,,19881.0,19881.0,19881.0,19881.0,0.0,104688.0,0.105,320.85,0.26,0.3,0.35,0.09
