DATE,ZNR,ZNAME,BEZIRK,BEZIRK_NAME,LONGITUDE,LATITUDE,DTVMS,DTVMS_fc_exog,DTVMS_fc_noex,DTVMS_fc_prophet,DTVMS_full_exog,DTVMS_full_noex,DTVMS_full_prophet,DTVMS_ensemble,ISTCOVID19,POP,AUSPENDLER,PKW_DENSITY,CAR,PUBLIC_TRANSPORT,BY_FOOT,BIKE
2017-05-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,41551.0,,,,41551.0,41551.0,41551.0,41551.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-06-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,42765.0,,,,42765.0,42765.0,42765.0,42765.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-07-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,42520.0,,,,42520.0,42520.0,42520.0,42520.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-08-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,41592.0,,,,41592.0,41592.0,41592.0,41592.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-09-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,39375.0,,,,39375.0,39375.0,39375.0,39375.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-10-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,39117.0,,,,39117.0,39117.0,39117.0,39117.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-11-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,38931.0,,,,38931.0,38931.0,38931.0,38931.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2017-12-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,35639.0,,,,35639.0,35639.0,35639.0,35639.0,0.0,184188.0,0.106,433.02,0.2739999999999999,0.376,0.284,0.066
2018-01-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,34375.0,,,,34375.0,34375.0,34375.0,34375.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-02-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,35004.0,,,,35004.0,35004.0,35004.0,35004.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-03-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,37752.0,,,,37752.0,37752.0,37752.0,37752.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-04-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,40208.0,,,,40208.0,40208.0,40208.0,40208.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-05-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,40863.0,,,,40863.0,40863.0,40863.0,40863.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-06-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,42329.0,,,,42329.0,42329.0,42329.0,42329.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-07-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,38492.0,,,,38492.0,38492.0,38492.0,38492.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-08-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,37711.0,,,,37711.0,37711.0,37711.0,37711.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
2018-09-01,1075,Reichsbrücke,1220.0,Donaustadt,16.413122550105502,48.23014531667128,41133.0,,,,41133.0,41133.0,41133.0,41133.0,0.0,187007.0,0.107,437.74,0.28928928928928926,0.3783783783783783,0.2632632632632632,0.069069069069069
