DATE,BEZIRK,AUSPENDLER
2020-03-01,1040,0.11599999999999999
2020-04-01,1040,0.11599999999999999
2020-05-01,1040,0.11599999999999999
2020-06-01,1040,0.11599999999999999
2020-07-01,1040,0.11599999999999999
2020-08-01,1040,0.11599999999999999
2020-09-01,1040,0.11599999999999999
2020-10-01,1040,0.11599999999999999
2020-11-01,1040,0.11599999999999999
2020-12-01,1040,0.11599999999999999
2021-01-01,1040,0.111
2021-02-01,1040,0.111
2021-03-01,1040,0.111
2021-04-01,1040,0.111
2021-05-01,1040,0.111
2021-06-01,1040,0.111
2021-07-01,1040,0.111
2021-08-01,1040,0.111
2021-09-01,1040,0.111
2021-10-01,1040,0.111
2021-11-01,1040,0.111
2021-12-01,1040,0.111
2022-01-01,1040,0.111
2022-02-01,1040,0.111
2022-03-01,1040,0.111
2022-04-01,1040,0.111
2022-05-01,1040,0.111
2022-06-01,1040,0.111
2022-07-01,1040,0.111
2022-08-01,1040,0.111
2022-09-01,1040,0.111
2022-10-01,1040,0.111
2022-11-01,1040,0.111
2022-12-01,1040,0.111
2023-01-01,1040,0.11059129772347212
2023-02-01,1040,0.11059129772347212
2023-03-01,1040,0.11059129772347212
2023-04-01,1040,0.11059129772347212
2023-05-01,1040,0.11059129772347212
2023-06-01,1040,0.11059129772347212
2023-07-01,1040,0.11059129772347212
2023-08-01,1040,0.11059129772347212
2023-09-01,1040,0.11059129772347212
2023-10-01,1040,0.11059129772347212
2023-11-01,1040,0.11059129772347212
2023-12-01,1040,0.11059129772347212
2024-01-01,1040,0.11027128208572322
2024-02-01,1040,0.11027128208572322
2024-03-01,1040,0.11027128208572322
2024-04-01,1040,0.11027128208572322
2024-05-01,1040,0.11027128208572322
2024-06-01,1040,0.11027128208572322
2024-07-01,1040,0.11027128208572322
2024-08-01,1040,0.11027128208572322
2024-09-01,1040,0.11027128208572322
2024-10-01,1040,0.11027128208572322
2024-11-01,1040,0.11027128208572322
2024-12-01,1040,0.11027128208572322
2025-01-01,1040,0.11002070846701509
2025-02-01,1040,0.11002070846701509
2025-03-01,1040,0.11002070846701509
2025-04-01,1040,0.11002070846701509
2025-05-01,1040,0.11002070846701509
2025-06-01,1040,0.11002070846701509
2025-07-01,1040,0.11002070846701509
2025-08-01,1040,0.11002070846701509
2025-09-01,1040,0.11002070846701509
2025-10-01,1040,0.11002070846701509
2025-11-01,1040,0.11002070846701509
2025-12-01,1040,0.11002070846701509
2026-01-01,1040,0.1098245082474441
2026-02-01,1040,0.1098245082474441
2026-03-01,1040,0.1098245082474441
2026-04-01,1040,0.1098245082474441
2026-05-01,1040,0.1098245082474441
2026-06-01,1040,0.1098245082474441
2026-07-01,1040,0.1098245082474441
2026-08-01,1040,0.1098245082474441
2026-09-01,1040,0.1098245082474441
2026-10-01,1040,0.1098245082474441
2026-11-01,1040,0.1098245082474441
2026-12-01,1040,0.1098245082474441
2027-01-01,1040,0.10967088263291146
2027-02-01,1040,0.10967088263291146
2027-03-01,1040,0.10967088263291146
2027-04-01,1040,0.10967088263291146
2027-05-01,1040,0.10967088263291146
2027-06-01,1040,0.10967088263291146
2027-07-01,1040,0.10967088263291146
2027-08-01,1040,0.10967088263291146
2027-09-01,1040,0.10967088263291146
2027-10-01,1040,0.10967088263291146
2027-11-01,1040,0.10967088263291146
2027-12-01,1040,0.10967088263291146
2028-01-01,1040,0.10955059311696629
2028-02-01,1040,0.10955059311696629
2028-03-01,1040,0.10955059311696629
2028-04-01,1040,0.10955059311696629
2028-05-01,1040,0.10955059311696629
2028-06-01,1040,0.10955059311696629
2028-07-01,1040,0.10955059311696629
2028-08-01,1040,0.10955059311696629
2028-09-01,1040,0.10955059311696629
2028-10-01,1040,0.10955059311696629
2028-11-01,1040,0.10955059311696629
2028-12-01,1040,0.10955059311696629
2029-01-01,1040,0.1094564059093815
2029-02-01,1040,0.1094564059093815
2029-03-01,1040,0.1094564059093815
2029-04-01,1040,0.1094564059093815
2029-05-01,1040,0.1094564059093815
2029-06-01,1040,0.1094564059093815
2029-07-01,1040,0.1094564059093815
2029-08-01,1040,0.1094564059093815
2029-09-01,1040,0.1094564059093815
2029-10-01,1040,0.1094564059093815
2029-11-01,1040,0.1094564059093815
2029-12-01,1040,0.1094564059093815
2030-01-01,1040,0.10938265692134282
2030-02-01,1040,0.10938265692134282
2030-03-01,1040,0.10938265692134282
2030-04-01,1040,0.10938265692134282
2030-05-01,1040,0.10938265692134282
2030-06-01,1040,0.10938265692134282
2030-07-01,1040,0.10938265692134282
2030-08-01,1040,0.10938265692134282
2030-09-01,1040,0.10938265692134282
2030-10-01,1040,0.10938265692134282
2030-11-01,1040,0.10938265692134282
2030-12-01,1040,0.10938265692134282
2011-01-01,1050,0.12
2011-02-01,1050,0.12
2011-03-01,1050,0.12
2011-04-01,1050,0.12
2011-05-01,1050,0.12
2011-06-01,1050,0.12
2011-07-01,1050,0.12
2011-08-01,1050,0.12
2011-09-01,1050,0.12
2011-10-01,1050,0.12
2011-11-01,1050,0.12
2011-12-01,1050,0.12
2012-01-01,1050,0.11900000000000001
2012-02-01,1050,0.11900000000000001
2012-03-01,1050,0.11900000000000001
2012-04-01,1050,0.11900000000000001
2012-05-01,1050,0.11900000000000001
2012-06-01,1050,0.11900000000000001
2012-07-01,1050,0.11900000000000001
2012-08-01,1050,0.11900000000000001
2012-09-01,1050,0.11900000000000001
2012-10-01,1050,0.11900000000000001
2012-11-01,1050,0.11900000000000001
2012-12-01,1050,0.11900000000000001
2013-01-01,1050,0.113
2013-02-01,1050,0.113
2013-03-01,1050,0.113
2013-04-01,1050,0.113
2013-05-01,1050,0.113
2013-06-01,1050,0.113
2013-07-01,1050,0.113
2013-08-01,1050,0.113
2013-09-01,1050,0.113
2013-10-01,1050,0.113
2013-11-01,1050,0.113
2013-12-01,1050,0.113
2014-01-01,1050,0.11599999999999999
2014-02-01,1050,0.11599999999999999
2014-03-01,1050,0.11599999999999999
2014-04-01,1050,0.11599999999999999
2014-05-01,1050,0.11599999999999999
2014-06-01,1050,0.11599999999999999
2014-07-01,1050,0.11599999999999999
2014-08-01,1050,0.11599999999999999
2014-09-01,1050,0.11599999999999999
2014-10-01,1050,0.11599999999999999
2014-11-01,1050,0.11599999999999999
2014-12-01,1050,0.11599999999999999
2015-01-01,1050,0.11599999999999999
2015-02-01,1050,0.11599999999999999
2015-03-01,1050,0.11599999999999999
2015-04-01,1050,0.11599999999999999
2015-05-01,1050,0.11599999999999999
2015-06-01,1050,0.11599999999999999
2015-07-01,1050,0.11599999999999999
2015-08-01,1050,0.11599999999999999
2015-09-01,1050,0.11599999999999999
2015-10-01,1050,0.11599999999999999
2015-11-01,1050,0.11599999999999999
2015-12-01,1050,0.11599999999999999
2016-01-01,1050,0.11800000000000001
2016-02-01,1050,0.11800000000000001
2016-03-01,1050,0.11800000000000001
2016-04-01,1050,0.11800000000000001
2016-05-01,1050,0.11800000000000001
2016-06-01,1050,0.11800000000000001
2016-07-01,1050,0.11800000000000001
2016-08-01,1050,0.11800000000000001
2016-09-01,1050,0.11800000000000001
2016-10-01,1050,0.11800000000000001
2016-11-01,1050,0.11800000000000001
2016-12-01,1050,0.11800000000000001
2017-01-01,1050,0.12
2017-02-01,1050,0.12
2017-03-01,1050,0.12
2017-04-01,1050,0.12
2017-05-01,1050,0.12
2017-06-01,1050,0.12
2017-07-01,1050,0.12
2017-08-01,1050,0.12
2017-09-01,1050,0.12
2017-10-01,1050,0.12
2017-11-01,1050,0.12
2017-12-01,1050,0.12
2018-01-01,1050,0.12300000000000001
2018-02-01,1050,0.12300000000000001
2018-03-01,1050,0.12300000000000001
2018-04-01,1050,0.12300000000000001
2018-05-01,1050,0.12300000000000001
2018-06-01,1050,0.12300000000000001
2018-07-01,1050,0.12300000000000001
2018-08-01,1050,0.12300000000000001
2018-09-01,1050,0.12300000000000001
2018-10-01,1050,0.12300000000000001
2018-11-01,1050,0.12300000000000001
2018-12-01,1050,0.12300000000000001
2019-01-01,1050,0.121
2019-02-01,1050,0.121
2019-03-01,1050,0.121
2019-04-01,1050,0.121
2019-05-01,1050,0.121
2019-06-01,1050,0.121
2019-07-01,1050,0.121
2019-08-01,1050,0.121
2019-09-01,1050,0.121
2019-10-01,1050,0.121
2019-11-01,1050,0.121
2019-12-01,1050,0.121
2020-01-01,1050,0.11900000000000001
2020-02-01,1050,0.11900000000000001
2020-03-01,1050,0.11900000000000001
2020-04-01,1050,0.11900000000000001
2020-05-01,1050,0.11900000000000001
2020-06-01,1050,0.11900000000000001
2020-07-01,1050,0.11900000000000001
2020-08-01,1050,0.11900000000000001
2020-09-01,1050,0.11900000000000001
2020-10-01,1050,0.11900000000000001
2020-11-01,1050,0.11900000000000001
2020-12-01,1050,0.11900000000000001
2021-01-01,1050,0.12
2021-02-01,1050,0.12
2021-03-01,1050,0.12
2021-04-01,1050,0.12
2021-05-01,1050,0.12
2021-06-01,1050,0.12
2021-07-01,1050,0.12
2021-08-01,1050,0.12
2021-09-01,1050,0.12
2021-10-01,1050,0.12
2021-11-01,1050,0.12
2021-12-01,1050,0.12
2022-01-01,1050,0.12
2022-02-01,1050,0.12
2022-03-01,1050,0.12
2022-04-01,1050,0.12
2022-05-01,1050,0.12
2022-06-01,1050,0.12
2022-07-01,1050,0.12
2022-08-01,1050,0.12
2022-09-01,1050,0.12
2022-10-01,1050,0.12
2022-11-01,1050,0.12
2022-12-01,1050,0.12
2023-01-01,1050,0.11963283588352662
2023-02-01,1050,0.11963283588352662
2023-03-01,1050,0.11963283588352662
2023-04-01,1050,0.11963283588352662
2023-05-01,1050,0.11963283588352662
2023-06-01,1050,0.11963283588352662
2023-07-01,1050,0.11963283588352662
2023-08-01,1050,0.11963283588352662
2023-09-01,1050,0.11963283588352662
2023-10-01,1050,0.11963283588352662
2023-11-01,1050,0.11963283588352662
2023-12-01,1050,0.11963283588352662
2024-01-01,1050,0.11940349302115377
2024-02-01,1050,0.11940349302115377
2024-03-01,1050,0.11940349302115377
2024-04-01,1050,0.11940349302115377
2024-05-01,1050,0.11940349302115377
2024-06-01,1050,0.11940349302115377
2024-07-01,1050,0.11940349302115377
2024-08-01,1050,0.11940349302115377
2024-09-01,1050,0.11940349302115377
2024-10-01,1050,0.11940349302115377
2024-11-01,1050,0.11940349302115377
2024-12-01,1050,0.11940349302115377
2025-01-01,1050,0.11926023787676066
2025-02-01,1050,0.11926023787676066
2025-03-01,1050,0.11926023787676066
2025-04-01,1050,0.11926023787676066
2025-05-01,1050,0.11926023787676066
2025-06-01,1050,0.11926023787676066
2025-07-01,1050,0.11926023787676066
2025-08-01,1050,0.11926023787676066
2025-09-01,1050,0.11926023787676066
2025-10-01,1050,0.11926023787676066
2025-11-01,1050,0.11926023787676066
2025-12-01,1050,0.11926023787676066
2026-01-01,1050,0.11917075597101148
2026-02-01,1050,0.11917075597101148
2026-03-01,1050,0.11917075597101148
2026-04-01,1050,0.11917075597101148
2026-05-01,1050,0.11917075597101148
2026-06-01,1050,0.11917075597101148
2026-07-01,1050,0.11917075597101148
2026-08-01,1050,0.11917075597101148
2026-09-01,1050,0.11917075597101148
2026-10-01,1050,0.11917075597101148
2026-11-01,1050,0.11917075597101148
2026-12-01,1050,0.11917075597101148
2027-01-01,1050,0.11911486261031978
2027-02-01,1050,0.11911486261031978
2027-03-01,1050,0.11911486261031978
2027-04-01,1050,0.11911486261031978
2027-05-01,1050,0.11911486261031978
2027-06-01,1050,0.11911486261031978
2027-07-01,1050,0.11911486261031978
2027-08-01,1050,0.11911486261031978
2027-09-01,1050,0.11911486261031978
2027-10-01,1050,0.11911486261031978
2027-11-01,1050,0.11911486261031978
2027-12-01,1050,0.11911486261031978
2028-01-01,1050,0.11907994976684316
2028-02-01,1050,0.11907994976684316
2028-03-01,1050,0.11907994976684316
2028-04-01,1050,0.11907994976684316
2028-05-01,1050,0.11907994976684316
2028-06-01,1050,0.11907994976684316
2028-07-01,1050,0.11907994976684316
2028-08-01,1050,0.11907994976684316
2028-09-01,1050,0.11907994976684316
2028-10-01,1050,0.11907994976684316
2028-11-01,1050,0.11907994976684316
2028-12-01,1050,0.11907994976684316
2029-01-01,1050,0.11905814204899368
2029-02-01,1050,0.11905814204899368
2029-03-01,1050,0.11905814204899368
2029-04-01,1050,0.11905814204899368
2029-05-01,1050,0.11905814204899368
2029-06-01,1050,0.11905814204899368
2029-07-01,1050,0.11905814204899368
2029-08-01,1050,0.11905814204899368
2029-09-01,1050,0.11905814204899368
2029-10-01,1050,0.11905814204899368
2029-11-01,1050,0.11905814204899368
2029-12-01,1050,0.11905814204899368
2030-01-01,1050,0.11904452022646522
2030-02-01,1050,0.11904452022646522
2030-03-01,1050,0.11904452022646522
2030-04-01,1050,0.11904452022646522
2030-05-01,1050,0.11904452022646522
2030-06-01,1050,0.11904452022646522
2030-07-01,1050,0.11904452022646522
2030-08-01,1050,0.11904452022646522
2030-09-01,1050,0.11904452022646522
2030-10-01,1050,0.11904452022646522
2030-11-01,1050,0.11904452022646522
2030-12-01,1050,0.11904452022646522
2011-01-01,1060,0.106
2011-02-01,1060,0.106
2011-03-01,1060,0.106
2011-04-01,1060,0.106
2011-05-01,1060,0.106
2011-06-01,1060,0.106
2011-07-01,1060,0.106
2011-08-01,1060,0.106
2011-09-01,1060,0.106
2011-10-01,1060,0.106
2011-11-01,1060,0.106
2011-12-01,1060,0.106
2012-01-01,1060,0.106
2012-02-01,1060,0.106
2012-03-01,1060,0.106
2012-04-01,1060,0.106
2012-05-01,1060,0.106
2012-06-01,1060,0.106
2012-07-01,1060,0.106
2012-08-01,1060,0.106
2012-09-01,1060,0.106
2012-10-01,1060,0.106
2012-11-01,1060,0.106
2012-12-01,1060,0.106
2013-01-01,1060,0.10300000000000001
2013-02-01,1060,0.10300000000000001
2013-03-01,1060,0.10300000000000001
2013-04-01,1060,0.10300000000000001
2013-05-01,1060,0.10300000000000001
2013-06-01,1060,0.10300000000000001
2013-07-01,1060,0.10300000000000001
2013-08-01,1060,0.10300000000000001
2013-09-01,1060,0.10300000000000001
2013-10-01,1060,0.10300000000000001
2013-11-01,1060,0.10300000000000001
2013-12-01,1060,0.10300000000000001
2014-01-01,1060,0.102
2014-02-01,1060,0.102
2014-03-01,1060,0.102
2014-04-01,1060,0.102
2014-05-01,1060,0.102
2014-06-01,1060,0.102
2014-07-01,1060,0.102
2014-08-01,1060,0.102
2014-09-01,1060,0.102
2014-10-01,1060,0.102
2014-11-01,1060,0.102
2014-12-01,1060,0.102
2015-01-01,1060,0.102
2015-02-01,1060,0.102
2015-03-01,1060,0.102
2015-04-01,1060,0.102
2015-05-01,1060,0.102
2015-06-01,1060,0.102
2015-07-01,1060,0.102
2015-08-01,1060,0.102
2015-09-01,1060,0.102
2015-10-01,1060,0.102
2015-11-01,1060,0.102
2015-12-01,1060,0.102
2016-01-01,1060,0.106
2016-02-01,1060,0.106
2016-03-01,1060,0.106
2016-04-01,1060,0.106
2016-05-01,1060,0.106
2016-06-01,1060,0.106
2016-07-01,1060,0.106
2016-08-01,1060,0.106
2016-09-01,1060,0.106
2016-10-01,1060,0.106
2016-11-01,1060,0.106
2016-12-01,1060,0.106
2017-01-01,1060,0.105
2017-02-01,1060,0.105
2017-03-01,1060,0.105
2017-04-01,1060,0.105
2017-05-01,1060,0.105
2017-06-01,1060,0.105
2017-07-01,1060,0.105
2017-08-01,1060,0.105
2017-09-01,1060,0.105
2017-10-01,1060,0.105
2017-11-01,1060,0.105
2017-12-01,1060,0.105
2018-01-01,1060,0.107
2018-02-01,1060,0.107
2018-03-01,1060,0.107
2018-04-01,1060,0.107
2018-05-01,1060,0.107
2018-06-01,1060,0.107
2018-07-01,1060,0.107
2018-08-01,1060,0.107
2018-09-01,1060,0.107
2018-10-01,1060,0.107
2018-11-01,1060,0.107
2018-12-01,1060,0.107
2019-01-01,1060,0.106
2019-02-01,1060,0.106
2019-03-01,1060,0.106
2019-04-01,1060,0.106
2019-05-01,1060,0.106
2019-06-01,1060,0.106
2019-07-01,1060,0.106
2019-08-01,1060,0.106
2019-09-01,1060,0.106
2019-10-01,1060,0.106
2019-11-01,1060,0.106
2019-12-01,1060,0.106
2020-01-01,1060,0.10300000000000001
2020-02-01,1060,0.10300000000000001
2020-03-01,1060,0.10300000000000001
2020-04-01,1060,0.10300000000000001
2020-05-01,1060,0.10300000000000001
2020-06-01,1060,0.10300000000000001
2020-07-01,1060,0.10300000000000001
2020-08-01,1060,0.10300000000000001
2020-09-01,1060,0.10300000000000001
2020-10-01,1060,0.10300000000000001
2020-11-01,1060,0.10300000000000001
2020-12-01,1060,0.10300000000000001
2021-01-01,1060,0.099
2021-02-01,1060,0.099
2021-03-01,1060,0.099
2021-04-01,1060,0.099
2021-05-01,1060,0.099
2021-06-01,1060,0.099
2021-07-01,1060,0.099
2021-08-01,1060,0.099
2021-09-01,1060,0.099
2021-10-01,1060,0.099
2021-11-01,1060,0.099
2021-12-01,1060,0.099
2022-01-01,1060,0.102
2022-02-01,1060,0.102
2022-03-01,1060,0.102
2022-04-01,1060,0.102
2022-05-01,1060,0.102
2022-06-01,1060,0.102
2022-07-01,1060,0.102
2022-08-01,1060,0.102
2022-09-01,1060,0.102
2022-10-01,1060,0.102
2022-11-01,1060,0.102
2022-12-01,1060,0.102
2023-01-01,1060,0.10280445422659529
2023-02-01,1060,0.10280445422659529
2023-03-01,1060,0.10280445422659529
2023-04-01,1060,0.10280445422659529
2023-05-01,1060,0.10280445422659529
2023-06-01,1060,0.10280445422659529
2023-07-01,1060,0.10280445422659529
2023-08-01,1060,0.10280445422659529
2023-09-01,1060,0.10280445422659529
2023-10-01,1060,0.10280445422659529
2023-11-01,1060,0.10280445422659529
2023-12-01,1060,0.10280445422659529
2024-01-01,1060,0.10327374744786713
2024-02-01,1060,0.10327374744786713
2024-03-01,1060,0.10327374744786713
2024-04-01,1060,0.10327374744786713
2024-05-01,1060,0.10327374744786713
2024-06-01,1060,0.10327374744786713
2024-07-01,1060,0.10327374744786713
2024-08-01,1060,0.10327374744786713
2024-09-01,1060,0.10327374744786713
2024-10-01,1060,0.10327374744786713
2024-11-01,1060,0.10327374744786713
2024-12-01,1060,0.10327374744786713
2025-01-01,1060,0.10354751831046029
2025-02-01,1060,0.10354751831046029
2025-03-01,1060,0.10354751831046029
2025-04-01,1060,0.10354751831046029
2025-05-01,1060,0.10354751831046029
2025-06-01,1060,0.10354751831046029
2025-07-01,1060,0.10354751831046029
2025-08-01,1060,0.10354751831046029
2025-09-01,1060,0.10354751831046029
2025-10-01,1060,0.10354751831046029
2025-11-01,1060,0.10354751831046029
2025-12-01,1060,0.10354751831046029
2026-01-01,1060,0.10370722759627071
2026-02-01,1060,0.10370722759627071
2026-03-01,1060,0.10370722759627071
2026-04-01,1060,0.10370722759627071
2026-05-01,1060,0.10370722759627071
2026-06-01,1060,0.10370722759627071
2026-07-01,1060,0.10370722759627071
2026-08-01,1060,0.10370722759627071
2026-09-01,1060,0.10370722759627071
2026-10-01,1060,0.10370722759627071
2026-11-01,1060,0.10370722759627071
2026-12-01,1060,0.10370722759627071
2027-01-01,1060,0.10380039695597713
2027-02-01,1060,0.10380039695597713
2027-03-01,1060,0.10380039695597713
2027-04-01,1060,0.10380039695597713
2027-05-01,1060,0.10380039695597713
2027-06-01,1060,0.10380039695597713
2027-07-01,1060,0.10380039695597713
2027-08-01,1060,0.10380039695597713
2027-09-01,1060,0.10380039695597713
2027-10-01,1060,0.10380039695597713
2027-11-01,1060,0.10380039695597713
2027-12-01,1060,0.10380039695597713
2028-01-01,1060,0.10385474902163226
2028-02-01,1060,0.10385474902163226
2028-03-01,1060,0.10385474902163226
2028-04-01,1060,0.10385474902163226
2028-05-01,1060,0.10385474902163226
2028-06-01,1060,0.10385474902163226
2028-07-01,1060,0.10385474902163226
2028-08-01,1060,0.10385474902163226
2028-09-01,1060,0.10385474902163226
2028-10-01,1060,0.10385474902163226
2028-11-01,1060,0.10385474902163226
2028-12-01,1060,0.10385474902163226
2029-01-01,1060,0.10388645630233365
2029-02-01,1060,0.10388645630233365
2029-03-01,1060,0.10388645630233365
2029-04-01,1060,0.10388645630233365
2029-05-01,1060,0.10388645630233365
2029-06-01,1060,0.10388645630233365
2029-07-01,1060,0.10388645630233365
2029-08-01,1060,0.10388645630233365
2029-09-01,1060,0.10388645630233365
2029-10-01,1060,0.10388645630233365
2029-11-01,1060,0.10388645630233365
2029-12-01,1060,0.10388645630233365
2030-01-01,1060,0.10390495332976689
2030-02-01,1060,0.10390495332976689
2030-03-01,1060,0.10390495332976689
2030-04-01,1060,0.10390495332976689
2030-05-01,1060,0.10390495332976689
2030-06-01,1060,0.10390495332976689
2030-07-01,1060,0.10390495332976689
2030-08-01,1060,0.10390495332976689
2030-09-01,1060,0.10390495332976689
2030-10-01,1060,0.10390495332976689
2030-11-01,1060,0.10390495332976689
2030-12-01,1060,0.10390495332976689
2011-01-01,1070,0.099
2011-02-01,1070,0.099
2011-03-01,1070,0.099
2011-04-01,1070,0.099
2011-05-01,1070,0.099
2011-06-01,1070,0.099
2011-07-01,1070,0.099
2011-08-01,1070,0.099
2011-09-01,1070,0.099
2011-10-01,1070,0.099
2011-11-01,1070,0.099
2011-12-01,1070,0.099
2012-01-01,1070,0.1
2012-02-01,1070,0.1
2012-03-01,1070,0.1
2012-04-01,1070,0.1
2012-05-01,1070,0.1
2012-06-01,1070,0.1
2012-07-01,1070,0.1
2012-08-01,1070,0.1
2012-09-01,1070,0.1
2012-10-01,1070,0.1
2012-11-01,1070,0.1
2012-12-01,1070,0.1
2013-01-01,1070,0.095
2013-02-01,1070,0.095
2013-03-01,1070,0.095
2013-04-01,1070,0.095
2013-05-01,1070,0.095
2013-06-01,1070,0.095
2013-07-01,1070,0.095
2013-08-01,1070,0.095
2013-09-01,1070,0.095
2013-10-01,1070,0.095
2013-11-01,1070,0.095
2013-12-01,1070,0.095
2014-01-01,1070,0.096
2014-02-01,1070,0.096
2014-03-01,1070,0.096
2014-04-01,1070,0.096
2014-05-01,1070,0.096
2014-06-01,1070,0.096
2014-07-01,1070,0.096
2014-08-01,1070,0.096
2014-09-01,1070,0.096
2014-10-01,1070,0.096
2014-11-01,1070,0.096
2014-12-01,1070,0.096
2015-01-01,1070,0.09699999999999999
2015-02-01,1070,0.09699999999999999
2015-03-01,1070,0.09699999999999999
2015-04-01,1070,0.09699999999999999
2015-05-01,1070,0.09699999999999999
2015-06-01,1070,0.09699999999999999
2015-07-01,1070,0.09699999999999999
2015-08-01,1070,0.09699999999999999
2015-09-01,1070,0.09699999999999999
2015-10-01,1070,0.09699999999999999
2015-11-01,1070,0.09699999999999999
2015-12-01,1070,0.09699999999999999
2016-01-01,1070,0.096
2016-02-01,1070,0.096
2016-03-01,1070,0.096
2016-04-01,1070,0.096
2016-05-01,1070,0.096
2016-06-01,1070,0.096
2016-07-01,1070,0.096
2016-08-01,1070,0.096
2016-09-01,1070,0.096
2016-10-01,1070,0.096
2016-11-01,1070,0.096
2016-12-01,1070,0.096
2017-01-01,1070,0.096
2017-02-01,1070,0.096
2017-03-01,1070,0.096
2017-04-01,1070,0.096
2017-05-01,1070,0.096
2017-06-01,1070,0.096
2017-07-01,1070,0.096
2017-08-01,1070,0.096
2017-09-01,1070,0.096
2017-10-01,1070,0.096
2017-11-01,1070,0.096
2017-12-01,1070,0.096
2018-01-01,1070,0.09699999999999999
2018-02-01,1070,0.09699999999999999
2018-03-01,1070,0.09699999999999999
2018-04-01,1070,0.09699999999999999
2018-05-01,1070,0.09699999999999999
2018-06-01,1070,0.09699999999999999
2018-07-01,1070,0.09699999999999999
2018-08-01,1070,0.09699999999999999
2018-09-01,1070,0.09699999999999999
2018-10-01,1070,0.09699999999999999
2018-11-01,1070,0.09699999999999999
2018-12-01,1070,0.09699999999999999
2019-01-01,1070,0.094
2019-02-01,1070,0.094
2019-03-01,1070,0.094
2019-04-01,1070,0.094
2019-05-01,1070,0.094
2019-06-01,1070,0.094
2019-07-01,1070,0.094
2019-08-01,1070,0.094
2019-09-01,1070,0.094
2019-10-01,1070,0.094
2019-11-01,1070,0.094
2019-12-01,1070,0.094
2020-01-01,1070,0.096
2020-02-01,1070,0.096
2020-03-01,1070,0.096
2020-04-01,1070,0.096
2020-05-01,1070,0.096
2020-06-01,1070,0.096
2020-07-01,1070,0.096
2020-08-01,1070,0.096
2020-09-01,1070,0.096
2020-10-01,1070,0.096
2020-11-01,1070,0.096
2020-12-01,1070,0.096
2021-01-01,1070,0.09300000000000001
2021-02-01,1070,0.09300000000000001
2021-03-01,1070,0.09300000000000001
2021-04-01,1070,0.09300000000000001
2021-05-01,1070,0.09300000000000001
2021-06-01,1070,0.09300000000000001
2021-07-01,1070,0.09300000000000001
2021-08-01,1070,0.09300000000000001
2021-09-01,1070,0.09300000000000001
2021-10-01,1070,0.09300000000000001
2021-11-01,1070,0.09300000000000001
2021-12-01,1070,0.09300000000000001
2022-01-01,1070,0.092
2022-02-01,1070,0.092
2022-03-01,1070,0.092
2022-04-01,1070,0.092
2022-05-01,1070,0.092
2022-06-01,1070,0.092
2022-07-01,1070,0.092
2022-08-01,1070,0.092
2022-09-01,1070,0.092
2022-10-01,1070,0.092
2022-11-01,1070,0.092
2022-12-01,1070,0.092
2023-01-01,1070,0.09270674604176321
2023-02-01,1070,0.09270674604176321
2023-03-01,1070,0.09270674604176321
2023-04-01,1070,0.09270674604176321
2023-05-01,1070,0.09270674604176321
2023-06-01,1070,0.09270674604176321
2023-07-01,1070,0.09270674604176321
2023-08-01,1070,0.09270674604176321
2023-09-01,1070,0.09270674604176321
2023-10-01,1070,0.09270674604176321
2023-11-01,1070,0.09270674604176321
2023-12-01,1070,0.09270674604176321
2024-01-01,1070,0.09255028439335936
2024-02-01,1070,0.09255028439335936
2024-03-01,1070,0.09255028439335936
2024-04-01,1070,0.09255028439335936
2024-05-01,1070,0.09255028439335936
2024-06-01,1070,0.09255028439335936
2024-07-01,1070,0.09255028439335936
2024-08-01,1070,0.09255028439335936
2024-09-01,1070,0.09255028439335936
2024-10-01,1070,0.09255028439335936
2024-11-01,1070,0.09255028439335936
2024-12-01,1070,0.09255028439335936
2025-01-01,1070,0.0925849223622685
2025-02-01,1070,0.0925849223622685
2025-03-01,1070,0.0925849223622685
2025-04-01,1070,0.0925849223622685
2025-05-01,1070,0.0925849223622685
2025-06-01,1070,0.0925849223622685
2025-07-01,1070,0.0925849223622685
2025-08-01,1070,0.0925849223622685
2025-09-01,1070,0.0925849223622685
2025-10-01,1070,0.0925849223622685
2025-11-01,1070,0.0925849223622685
2025-12-01,1070,0.0925849223622685
2026-01-01,1070,0.092577254100414
2026-02-01,1070,0.092577254100414
2026-03-01,1070,0.092577254100414
2026-04-01,1070,0.092577254100414
2026-05-01,1070,0.092577254100414
2026-06-01,1070,0.092577254100414
2026-07-01,1070,0.092577254100414
2026-08-01,1070,0.092577254100414
2026-09-01,1070,0.092577254100414
2026-10-01,1070,0.092577254100414
2026-11-01,1070,0.092577254100414
2026-12-01,1070,0.092577254100414
2027-01-01,1070,0.09257895172419855
2027-02-01,1070,0.09257895172419855
2027-03-01,1070,0.09257895172419855
2027-04-01,1070,0.09257895172419855
2027-05-01,1070,0.09257895172419855
2027-06-01,1070,0.09257895172419855
2027-07-01,1070,0.09257895172419855
2027-08-01,1070,0.09257895172419855
2027-09-01,1070,0.09257895172419855
2027-10-01,1070,0.09257895172419855
2027-11-01,1070,0.09257895172419855
2027-12-01,1070,0.09257895172419855
2028-01-01,1070,0.09257857589893742
2028-02-01,1070,0.09257857589893742
2028-03-01,1070,0.09257857589893742
2028-04-01,1070,0.09257857589893742
2028-05-01,1070,0.09257857589893742
2028-06-01,1070,0.09257857589893742
2028-07-01,1070,0.09257857589893742
