ZNR,DATE,DTVMS_fc_exog,DTVMS_fc_noex,DTVMS_fc_prophet
1181,2028-08-01,11301.266073653187,11644.775309246885,12406.266510721738
1181,2028-09-01,12296.636130629795,12602.936653906094,13369.490001485936
1181,2028-10-01,12534.969562422997,12505.82113934726,13291.52724244698
1181,2028-11-01,12186.636255102461,12006.589086851323,12837.477771248814
1181,2028-12-01,11124.7779653707,10913.561418910473,11846.266043400887
1181,2029-01-01,10167.276038467793,10571.362541314724,11269.207292085817
1181,2029-02-01,10919.624064579995,11266.012618579454,12088.580766728506
1181,2029-03-01,11741.958757400778,11767.398716083653,12632.611868639135
1181,2029-04-01,12191.212398039057,11937.951930948313,12840.434693961402
1181,2029-05-01,12249.700096513832,12485.291804639923,13426.16559287718
1181,2029-06-01,12323.596927399612,12800.954690835304,13787.498584109257
1181,2029-07-01,11447.852154621829,11919.687779420812,12874.689017911898
1181,2029-08-01,10923.508834523669,11541.18614754657,12493.619472056378
1181,2029-09-01,11918.899787149192,12499.347505840076,13473.527807736247
1181,2029-10-01,12157.181520776987,12402.23195876394,13381.012513877346
1181,2029-11-01,11808.86247858348,11902.99990533983,12914.222685626222
1181,2029-12-01,10746.995484110692,10809.972233993514,11890.392979935059
1181,2030-01-01,9766.621926893968,10467.773369048362,11342.677283418321
1181,2030-02-01,10518.968742465207,11162.423453522753,12142.560246590832
1181,2030-03-01,11341.299910314243,11663.809554995454,12695.5134555312
1181,2030-04-01,11790.559316474122,11834.362771633034,12907.431563709204
1181,2030-05-01,11849.038903606743,12381.702647457341,13483.913708879205
1181,2030-06-01,11922.934181965014,12697.365534675497,13819.727474079407
1181,2030-07-01,11047.190421994179,11816.09862361882,12921.930350234921
1181,2030-08-01,10522.844388092228,11437.596992239176,12562.530492234588
1181,2030-09-01,11518.23304821711,12395.758350743801,13557.932820760485
1181,2030-10-01,11756.5204528748,12298.642803164163,13450.181125158348
1181,2030-11-01,11408.19984566974,11799.410749725681,12970.539557456097
1181,2030-12-01,10346.333805992253,10706.383078326638,11915.396352456073
1182,2025-01-01,16561.02712719053,16377.796509111564,16100.314353591422
1182,2025-02-01,17886.160754070028,17663.712018778147,17618.74152895681
1182,2025-03-01,18233.86711728324,17958.64933423143,17978.690957426326
1182,2025-04-01,18680.165341984575,18269.38811434099,18313.845943795164
1182,2025-05-01,19220.23160780144,18847.850985085704,19055.241988843096
1182,2025-06-01,19698.644519482492,19430.2305916551,19557.351045996078
1182,2025-07-01,18734.685486618167,18395.727907616412,18518.283639035595
1182,2025-08-01,18158.89775757063,17775.776915909617,17890.740103997
1182,2025-09-01,19469.162985017116,19224.396026842456,19277.509007460445
1182,2025-10-01,19721.849318429995,19504.35919333396,19461.524248594615
1182,2025-11-01,19030.92632645437,18823.210902125793,18760.60578086203
1182,2025-12-01,17724.08543478624,17402.19695101045,17586.549965914608
1182,2026-01-01,17123.785012500295,16432.570357245204,16364.616300551499
1182,2026-02-01,18428.71995987735,17738.62578876521,17861.77874947106
1182,2026-03-01,18779.01172793092,18052.876876677747,18223.15940794634
1182,2026-04-01,19139.991858605696,18296.441284377463,18577.90205903616
1182,2026-05-01,19796.43377541691,18976.854760619575,19330.32732678637
1182,2026-06-01,20251.098209608514,19553.82842847323,19792.91481350869
1182,2026-07-01,19279.30716017262,18508.8762131714,18748.265536121766
1182,2026-08-01,18707.578551784463,17889.29106014708,18140.66687613397
1182,2026-09-01,19999.475089707506,19336.704106365556,19549.524153750437
1182,2026-10-01,20182.227635525313,19564.47681231809,19733.647990076803
1182,2026-11-01,19482.255462004854,18877.301751149018,19026.161790951053
1182,2026-12-01,18240.724847074933,17497.417641625285,17814.63806362369
1182,2027-01-01,17570.83340722495,16531.082136832254,16609.224924749065
1182,2027-02-01,18873.426371429185,17839.000215207456,18084.144960174326
1182,2027-03-01,19224.01314455886,18155.025433712024,18447.520318446015
1182,2027-04-01,19575.128256313237,18392.487412726066,18821.897130793048
1182,2027-05-01,20245.022153620637,19082.18210273756,19584.232482932
1182,2027-06-01,20696.940577831192,19658.666847659028,20006.929599153158
1182,2027-07-01,19724.24377394831,18612.76552250781,18958.229184700802
1182,2027-08-01,19152.984203439497,17993.214570073553,18371.412773314012
1182,2027-09-01,20442.757186935552,19440.51839344882,19801.337187170688
1182,2027-10-01,20617.42523988974,19663.542845721207,19984.775708991052
1182,2027-11-01,19916.406935761057,18975.81959924212,19270.368341226244
1182,2027-12-01,18682.426249526296,17599.677769132766,18022.280335757107
1182,2028-01-01,18120.57473957802,16633.641753030337,16852.332711839303
1182,2028-02-01,19422.896961868973,17941.72933165762,18304.03754461019
1182,2028-03-01,19773.51783473219,18257.915984546074,18706.984401222224
1182,2028-04-01,20123.492536491936,18494.822743916448,19022.62526558735
1182,2028-05-01,20794.94149816184,19185.361888157382,19751.87862891614
1182,2028-06-01,21246.54247972501,19761.802151211927,20293.08385405961
1182,2028-07-01,20273.74096922171,18715.814472989292,19261.11001825136
1182,2028-08-01,19702.535619896466,18096.26663312736,18614.502868791304
1182,2028-09-01,20992.063117818925,19543.56051935173,19978.20027075981
1182,2028-10-01,21165.79659348934,19766.152952957378,20161.304110944147
1182,2028-11-01,20464.657355358413,19078.37983009145,19466.572666988595
1182,2028-12-01,19231.54945007079,17702.57849062066,18330.84749046543
1182,2029-01-01,18514.398780760333,16736.56972348335,17052.40315590021
1182,2029-02-01,19816.689704951168,18044.672724083142,18570.830331265675
1182,2029-03-01,20167.314519782496,18360.87406506146,18930.77975973518
1182,2029-04-01,20517.157388754873,18597.730307889567,19265.934746103812
1182,2029-05-01,21188.78611776037,19288.346284637046,20007.330791151944
1182,2029-06-01,21640.350402565986,19864.78250052013,20509.439848304715
1182,2029-07-01,20667.536787849443,18818.78696548164,19470.37244134458
1182,2029-08-01,20096.33770655899,18199.239408817255,18842.828906305796
1182,2029-09-01,21385.836826049745,19646.53239091233,20229.59780976891
1182,2029-10-01,21559.462263446574,19869.08551738472,20413.613050903336
1182,2029-11-01,20858.309045197508,19181.307856525666,19712.694583170683
1182,2029-12-01,19625.30203445155,17805.537496528796,18538.638768223707
1182,2030-01-01,18942.76455338776,16839.531208633263,17277.36264364285
1182,2030-02-01,20245.05185948006,18147.63561239822,18774.525092562504
1182,2030-03-01,20595.6771300077,18463.83828976952,19135.90575103794
1182,2030-04-01,20945.50475894911,18700.689936359962,19490.648402127827
1182,2030-05-01,21617.1542692778,19391.312903697955,20243.07366987794
1182,2030-06-01,22068.714311893487,19967.74875134994,20705.661156600345
1182,2030-07-01,21095.899297915144,18921.7525014606,19661.01187921321
1182,2030-08-01,20524.700941217154,18302.204970562892,19053.41321922537
1182,2030-09-01,21814.196780126604,19749.497870395946,20462.270496841724
1182,2030-10-01,21987.809728167274,19972.04742051654,20646.394333168508
1182,2030-11-01,21286.654893799507,19284.269346769073,19938.908134042733
1182,2030-12-01,20053.659546585586,17908.501805433552,18727.384406715282
1184,2025-01-01,9597.219565288313,9166.3815936789,9295.473194821896
1184,2025-02-01,10353.469114999712,9841.078868868746,10096.000652389048
1184,2025-03-01,10579.326363225173,9994.874991308572,10248.78812578068
1184,2025-04-01,10734.94120953463,10301.923527923906,10472.92125682497
1184,2025-05-01,11529.248036912639,11054.516326660148,11309.892262325176
1184,2025-06-01,11829.120352518745,11318.692629531606,11638.089255099398
1184,2025-07-01,11197.650887122589,10683.501317938995,11012.160668966115
1184,2025-08-01,10556.681221537121,10024.094254340722,10371.778307178956
1184,2025-09-01,11397.958555051922,10783.880019285321,11157.242508286201
1184,2025-10-01,11618.324865788683,11015.016061491551,11379.1910797991
1184,2025-11-01,10939.338725705693,10382.933474171525,10771.479415190848
1184,2025-12-01,10090.264383676364,9535.657326585428,10004.03679072337
1184,2026-01-01,10124.031281447478,9250.595954090184,9523.399575439893
1184,2026-02-01,10830.01495056391,9914.968519314227,10294.274056807515
1184,2026-03-01,11027.59219399075,10063.547360643217,10470.984027558228
1184,2026-04-01,11239.242047927008,10286.099789491207,10699.923503074479
1184,2026-05-01,11997.181795535551,11073.576982651917,11535.911146686512
1184,2026-06-01,12266.036449134255,11370.942467431492,11839.250238932915
1184,2026-07-01,11620.141071806313,10751.679836928117,11207.724159809162
1184,2026-08-01,10950.74856187067,10127.235221497309,10585.829821154322
1184,2026-09-01,11793.761392243192,10878.409780484459,11361.15989458164
1184,2026-10-01,12019.877586074988,11102.173193381883,11648.694286071848
1184,2026-11-01,11344.848473831891,10467.732357035293,10998.698512148323
1184,2026-12-01,10493.268328587368,9623.781509760533,10174.181254965812
1184,2027-01-01,10721.148602221409,9337.213913684347,9777.614284073266
1184,2027-02-01,11429.638794593691,10000.893130422535,10518.28735848634
1184,2027-03-01,11628.627088455985,10149.12143880369,10719.268440543416
1184,2027-04-01,11837.447002031568,10366.013861140993,10952.71264389226
1184,2027-05-01,12597.214949327288,11155.82713880972,11786.84471797912
1184,2027-06-01,12867.630112358223,11455.415323709407,12065.244454281585
1184,2027-07-01,12222.460379258886,10837.21941906645,11429.189899223973
1184,2027-08-01,11554.499110321318,10215.116423274003,10826.363953016704
1184,2027-09-01,12397.424217586085,10965.714173441982,11591.56188876956
1184,2027-10-01,12623.25060331282,11188.983754673303,11943.653973077144
1184,2027-11-01,11948.022072264808,10554.384950277274,11250.138940836468
1184,2027-12-01,11096.56811301926,9710.656813113526,10369.931026438946
1184,2028-01-01,11611.525834534154,9423.988327226953,10029.160862831517
1184,2028-02-01,12319.889748280053,10087.621101230628,10739.093853291653
1184,2028-03-01,12518.806953847601,10235.825929416305,10937.421864339258
1184,2028-04-01,12727.76942243661,10452.339256279633,11156.46099395052
1184,2028-05-01,13487.445272207344,11242.308998633725,11993.534461082645
1184,2028-06-01,13757.781823490022,11542.04605432851,12346.466802839032
1184,2028-07-01,13112.575535495987,10923.921596208907,11727.18876559426
1184,2028-08-01,12444.54216741282,10301.975436483044,11068.927172317615
1184,2028-09-01,13287.471693592877,11052.534553229629,11864.544975397348
1184,2028-10-01,13513.31267834952,11275.771058699263,12019.934754387696
1184,2028-11-01,12838.09419299912,10641.161673932043,11453.217959595224
1184,2028-12-01,11986.633877102995,9797.448453351397,10744.169298461098
1184,2029-01-01,12570.390881735468,9510.77321008599,10258.829351153872
1184,2029-02-01,13278.761156770946,10174.402873454997,11059.356808721339
1184,2029-03-01,13477.681943413678,10322.60612898682,11212.144282112622
1184,2029-04-01,13686.637230781256,10539.094064912904,11436.277413156815
1184,2029-05-01,14446.317719971026,11329.074286906443,12273.24841865728
1184,2029-06-01,14716.65823132611,11628.821313620241,12601.445411431281
1184,2029-07-01,14071.453784787467,11010.701640822192,11975.516825298393
1184,2029-08-01,13403.424048704153,10388.765985611404,11335.134463511116
1184,2029-09-01,14246.353352280952,11139.322514780933,12120.59866461833
1184,2029-10-01,14472.193601610314,11362.55680491274,12342.547236131135
1184,2029-11-01,13796.974610207093,10727.946711496754,11734.835571522945
1184,2029-12-01,12945.51461452771,9884.234489994147,10967.39294705596
1184,2030-01-01,13579.338965080813,9597.558794135173,10519.72524944832
1184,2030-02-01,14287.708919665845,10261.188249161076,11290.599730816104
1184,2030-03-01,14486.629525911641,10409.391399360185,11467.309701566843
1184,2030-04-01,14695.5851750338,10625.877634660264,11696.249177083213
1184,2030-05-01,15455.26543051247,11415.858558555707,12532.23682069513
1184,2030-06-01,15725.605742378593,11715.606253105198,12835.575912941526
1184,2030-07-01,15080.401203076497,11097.486900816872,12204.04983381763
1184,2030-08-01,14412.371284030913,10475.5519491741,11582.155495162717
1184,2030-09-01,15255.300598821366,11226.10830503373,12357.48556859001
1184,2030-10-01,15481.140885197925,11449.342446787354,12645.019960080452
1184,2030-11-01,14805.921919287164,10814.732305907719,11995.02418615698
1184,2030-12-01,13954.461907476845,9971.02015132104,11170.506928974562
1187,2025-01-01,17521.290946586814,15959.781462857989,16023.021110305348
1187,2025-02-01,19200.923669279844,17892.475041418114,18151.717736594266
1187,2025-03-01,19421.656062644906,17888.914607765273,18103.694784613035
1187,2025-04-01,20027.960793465667,17858.18141880936,17826.095712226615
1187,2025-05-01,19355.454384908313,18191.876981661208,18593.2545895786
1187,2025-06-01,20146.795599041157,18889.03557315988,19258.07172393468
1187,2025-07-01,22926.459392948716,20132.43591419862,19004.945735236466
1187,2025-08-01,21287.49167117721,18702.044091827884,17716.73678716578
1187,2025-09-01,19892.552257751697,18726.177775887754,19028.41842915188
1187,2025-10-01,19883.651077017596,18564.483940667094,18818.392127716226
1187,2025-11-01,19907.124492888106,18259.95684154695,18331.13122827465
1187,2025-12-01,18484.94190323149,16956.125310381267,17310.1845604652
1187,2026-01-01,18592.86425768939,15971.53866863488,16046.352075391416
1187,2026-02-01,20268.05310734053,17921.662865947033,18126.932935334633
1187,2026-03-01,20456.87509877421,17909.044294617437,18104.819242893253
1187,2026-04-01,21183.06945797929,17793.705139187092,17860.368858154045
1187,2026-05-01,20399.800731848634,18236.845950927072,18600.55083043246
1187,2026-06-01,21131.062394388195,18944.419502099092,19275.74320767097
1187,2026-07-01,24269.973781215318,19964.335528046107,18973.10021459513
1187,2026-08-01,22621.64850565727,18552.65155512658,17692.018547643172
1187,2026-09-01,20942.58510801161,18769.122413782698,19058.654936577448
1187,2026-10-01,20998.84213571658,18576.52978831152,18847.12215407736
1187,2026-11-01,21014.921096193313,18249.07756106758,18372.32550876318
1187,2026-12-01,19592.785923762654,16954.289703803865,17271.33262477366
1187,2027-01-01,19577.17192772671,15968.297124888639,16055.159348829377
1187,2027-02-01,21253.514836615417,17919.75531866812,18086.456626534742
1187,2027-03-01,21450.62385509006,17906.443461788098,18091.490710740534
1187,2027-04-01,22145.683269741363,17784.628987438344,17879.845612397196
1187,2027-05-01,21391.179155378486,18236.146178181618,18592.083766864995
1187,2027-06-01,22138.043281054124,18944.51683597842,19277.066807174386
1187,2027-07-01,25183.659242452646,19947.32850897394,18925.442310319057
1187,2027-08-01,23537.764093021164,18537.076339442163,17653.629973964264
1187,2027-09-01,21932.4867652189,18768.267706743358,19074.44387030067
1187,2027-10-01,21971.8224192076,18573.31024504313,18860.524173199694
1187,2027-11-01,21989.821695576073,18244.10344512095,18397.094690602735
1187,2027-12-01,20567.674209046818,16950.00774463785,17216.865630752214
1187,2028-01-01,20441.980537490395,15963.907562442806,16068.117831839212
1187,2028-02-01,22118.02374096791,17915.467853523623,18048.990214160913
1187,2028-03-01,22312.980645612,17902.102936094627,18097.170068914384
1187,2028-04-01,23016.125703577534,17779.792873780967,17786.120916019005
1187,2028-05-01,22254.151513575867,18231.95114995419,18579.274104047905
1187,2028-06-01,22996.963730582735,18940.38281423636,19233.115344238482
1187,2028-07-01,26066.808208963368,19941.88540708367,19029.973323613507
1187,2028-08-01,24420.28196372144,18531.742820498195,17736.80097091077
1187,2028-09-01,22795.84263480245,18764.06082063334,18992.823793932457
1187,2028-10-01,22839.572714225797,18568.92236640039,18783.430962125996
1187,2028-11-01,22857.073290835135,18239.58128041267,18282.59642230868
1187,2028-12-01,21434.9290022371,16945.53855408787,17342.42335385071
1187,2029-01-01,21202.630598806136,15959.430136485274,16012.503484258228
1187,2029-02-01,22878.751634799177,17910.998241574067,18141.20011054735
1187,2029-03-01,23074.26743636938,17897.629263160623,18093.177158565948
1187,2029-04-01,23775.312679199793,17775.281271065745,17815.578086179266
1187,2029-05-01,23015.278443420364,18227.488612655954,18582.73696353165
1187,2029-06-01,23759.14292786189,18935.92494606411,19247.55409788757
1187,2029-07-01,26822.69533959031,19937.327348577463,18994.428109189634
1187,2029-08-01,25176.332987867063,18527.19314891314,17706.219161118785
1187,2029-09-01,23556.869967993756,18759.597375793102,19017.90080310443
1187,2029-10-01,23599.45882949792,18564.445069312584,18807.87450166899
1187,2029-11-01,23617.08891680435,18235.093705752646,18320.61360222762
1187,2029-12-01,22194.943797714077,16941.055033800396,17299.66693441864
1187,2030-01-01,21919.923306985118,15954.945985901608,16026.901346712646
1187,2030-02-01,23596.024130128266,17906.51468903481,18107.482206655928
1187,2030-03-01,23791.39478799398,17893.14539981428,18085.368514214875
1187,2030-04-01,24492.985345950176,17770.794504766942,17840.91812947604
1187,2030-05-01,23732.4473104013,18223.005601574518,18581.100101753942
1187,2030-06-01,24476.038524430187,18931.442292333824,19256.292478992524
1187,2030-07-01,27541.224965298083,19932.837026788777,18953.649485916394
1187,2030-08-01,25894.820050963957,18522.703469016727,17672.567818964293
1187,2030-09-01,24274.06469989993,18755.114295253024,19039.204207898838
1187,2030-10-01,24316.949931966956,18559.960928591958,18827.67142539911
1187,2030-11-01,24334.546385768743,18230.608778438935,18352.8747800849
1187,2030-12-01,22912.40148235456,16936.57041678773,17251.881896095096
1188,2025-01-01,18327.922169852653,16175.049144981875,16007.714898679593
1188,2025-02-01,20023.667972089082,17855.06396333245,18237.773408782396
1188,2025-03-01,20436.24757297596,18064.05316370326,18003.60006145169
1188,2025-04-01,21288.703738059703,17959.77534472557,17737.11469722192
1188,2025-05-01,20537.438543311087,18293.334196486107,18525.283574282766
1188,2025-06-01,20970.5916572398,18753.642489117774,19070.79658027082
1188,2025-07-01,19382.597932334058,17171.230755714503,17509.46831033937
1188,2025-08-01,18479.60623371869,16263.14098629261,16631.060710313286
1188,2025-09-01,20582.449815268657,18361.965723913432,18618.343099043548
1188,2025-10-01,20842.853670476266,18303.149426423228,18447.557199845585
1188,2025-11-01,20879.58104465055,18138.731049477097,18064.98617236826
1188,2025-12-01,19305.893608118204,16722.670752386282,17034.998958794036
1188,2026-01-01,20266.60996218535,15910.705604924358,15937.327630057403
1188,2026-02-01,21929.165255815897,17646.63965403076,17912.72074027228
1188,2026-03-01,22314.96349429249,17880.745546116956,17957.264815783616
1188,2026-04-01,23168.082057215826,17733.84860668066,17812.959116135695
1188,2026-05-01,22395.305496391957,18136.72304796763,18472.899009107343
1188,2026-06-01,22819.450765947084,18605.86927096955,18934.426287746894
1188,2026-07-01,21232.309010014083,17021.496965136655,17259.389880321283
1188,2026-08-01,20326.69355184221,16114.801644369676,16475.750002409062
1188,2026-09-01,22429.037473591132,18213.206700561386,18533.1726044388
1188,2026-10-01,22694.580965380504,18134.358097667402,18411.822747911356
1188,2026-11-01,22727.871595119213,17964.06502098,18167.17091953069
1188,2026-12-01,21154.402170203975,16554.61710583998,16784.789527340152
1188,2027-01-01,21954.02570118106,15746.07020644215,15864.484088169767
1188,2027-02-01,23617.944905101816,17484.51633416005,17587.01933963241
1188,2027-03-01,24004.861297023366,17719.750721265016,17915.49065656712
1188,2027-04-01,24857.909260798246,17570.94546578188,17888.561573339834
1188,2027-05-01,24086.056858185737,17976.92660797206,18415.147248981804
1188,2027-06-01,24510.5834404552,18446.46918226091,18792.326155346116
1188,2027-07-01,22923.393458571256,16862.009178480468,17008.325386059663
1188,2027-08-01,22017.887200711702,15955.376416360126,16323.376021099755
1188,2027-09-01,24120.248929882422,18053.76270178446,18450.02308576658
1188,2027-10-01,24385.56263394328,17974.0164722343,18377.135196449402
1188,2027-11-01,24419.003383214935,17803.460159441413,18264.803038082
1188,2027-12-01,22845.52323317161,16394.30854750763,16529.888806438565
1188,2028-01-01,23666.562048020278,15585.914820875898,15827.267661575526
1188,2028-02-01,25330.420551465853,17324.473515157246,17298.934924823192
1188,2028-03-01,25717.287261707155,17559.7584702909,17677.846132830105
1188,2028-04-01,26570.33816691782,17410.867703765434,17284.551167568126
1188,2028-05-01,25798.444820669334,17816.98805665419,18195.6793036845
1188,2028-06-01,26222.95448426614,18286.548391403718,18824.63417749956
1188,2028-07-01,24635.766587563558,16702.084457917772,17381.602379924196
1188,2028-08-01,23730.255476158054,15795.454499047004,16412.476804264308
1188,2028-09-01,25832.616400213796,17893.839943361967,18328.838685550185
1188,2028-10-01,26097.94024500181,17814.05349135459,18107.757219280506
1188,2028-11-01,26131.374354354688,17643.485383008894,17581.741935694816
1188,2028-12-01,24557.894673463947,16234.347048359246,16903.65323937436
1188,2029-01-01,25247.344489771436,15425.960185366814,15649.528281170667
1188,2029-02-01,26911.205673164048,17164.52392373203,17879.58679127406
1188,2029-03-01,27298.07457721641,17399.811144808347,17645.413443942176
1188,2029-04-01,28151.125351705443,17250.916546551296,17378.928079711546
1188,2029-05-01,27379.23381392579,17657.043137441844,18167.096956775076
1188,2029-06-01,27803.744224707887,18126.604268033843,18712.609962762264
1188,2029-07-01,26216.556235682976,16542.140158458635,17151.281692832148
1188,2029-08-01,25311.045338590455,15635.510325200888,16272.874092804908
1188,2029-09-01,27413.40629813852,17733.895731825924,18260.15648153443
1188,2029-10-01,27678.729694843118,17654.107477458794,18089.370582336192
1188,2029-11-01,27712.164097526198,17483.53884055689,17706.799554860965
1188,2029-12-01,26138.684395887365,16074.401100859517,16676.812341286917
1188,2030-01-01,26862.874434283352,15266.0145454253,15623.199897878312
1188,2030-02-01,28526.73549926345,17004.57850981484,17598.59300809225
1188,2030-03-01,28913.60430638466,17239.865832427568,17643.137083605678
1188,2030-04-01,29766.655086645886,17090.97106247144,17498.831383959274
1188,2030-05-01,28994.763468963123,17497.09793288552,18158.771276928645
1188,2030-06-01,29419.273846732103,17966.65909913905,18620.298555570127
1188,2030-07-01,27832.08586178531,16382.19498167332,16945.2621481418
1188,2030-08-01,26926.574955223565,15475.565154044261,16161.62227023088
1188,2030-09-01,29028.935913203197,17573.950558980418,18219.044872260314
1188,2030-10-01,29294.259329704626,17494.162223849937,18097.695015734676
1188,2030-11-01,29327.69371942777,17323.593563263537,17853.04318735279
1188,2030-12-01,27754.214018705534,15914.455850225851,16470.66179516273
1189,2025-01-01,18560.339776867026,18220.15164287554,17936.173172198432
1189,2025-02-01,19705.873079536766,19343.0882809902,19791.99698177468
1189,2025-03-01,19747.373018682112,19377.56640998473,19550.499733021257
1189,2025-04-01,19466.84521470021,19103.436853773354,19239.988366631605
1189,2025-05-01,19842.846208401963,19349.094063088603,19756.422987788264
1189,2025-06-01,20355.50510122239,19868.865799488638,20412.178933260842
1189,2025-07-01,19389.59454658482,18768.190895028183,19419.451843597926
1189,2025-08-01,18751.752490560903,18114.28331023813,18653.751877160463
1189,2025-09-01,20356.817257279297,19876.149661813455,20350.213387915403
1189,2025-10-01,20106.654384442543,19711.26899040984,20031.287503830972
1189,2025-11-01,19813.46190469158,19463.6836471722,19751.268095903215
1189,2025-12-01,18506.383190801607,18087.229143178774,18569.814940206714
1189,2026-01-01,18535.597370892225,17974.263583991436,18169.90247768606
1189,2026-02-01,19787.642978416818,19241.640324496773,19771.04846263623
1189,2026-03-01,19884.483765974048,19344.539490879117,19832.366958763694
1189,2026-04-01,19615.986670766757,19097.88926994343,19603.72618280186
1189,2026-05-01,20040.295879999754,19367.709287324276,20009.725460944766
1189,2026-06-01,20560.346878955876,19894.541063324028,20444.917694486136
1189,2026-07-01,19595.13554857815,18795.390560206924,19400.953655128782
1189,2026-08-01,18966.923377113904,18145.123140776195,18859.885447664114
1189,2026-09-01,20570.778076690272,19907.979602590356,20620.98494187007
1189,2026-10-01,20303.90405648448,19738.892135980725,20306.251139186785
1189,2026-11-01,20010.021049587696,19491.44095854005,20084.96959080547
1189,2026-12-01,18706.678182972544,18115.673510451976,18503.370573561795
1189,2027-01-01,18875.593751851247,18004.55621699391,18443.052895558365
1189,2027-02-01,20129.93764807888,19272.83482581046,19790.326814714947
1189,2027-03-01,20227.97460979561,19376.161324014654,20157.96523637116
1189,2027-04-01,19959.75112861322,19129.683517790923,20005.742013594085
1189,2027-05-01,20385.080844371532,19399.65319235287,20295.335442040407
1189,2027-06-01,20905.29285138857,19926.52913288381,20511.078140872818
1189,2027-07-01,19940.099796320024,18827.388460421404,19424.309926240596
1189,2027-08-01,19312.090612675616,18177.14349239821,19110.99175445741
1189,2027-09-01,20915.921159052585,19940.00611417825,20932.907447539434
1189,2027-10-01,20648.69898113356,19770.89305742179,20619.414436154988
1189,2027-11-01,20354.801892043324,19523.442726296616,20451.592804386335
1189,2027-12-01,19051.53717196789,18147.67948080752,18473.33378937863
1189,2028-01-01,19238.19709527569,18036.573462880766,18699.863359555267
1189,2028-02-01,20492.589010263935,19304.857573579426,19794.2160111327
1189,2028-03-01,20590.650965379275,19408.186678754704,20050.057376076475
1189,2028-04-01,20322.433210558345,19161.709924473547,19652.35248782935
1189,2028-05-01,20747.784232944585,19431.680511850867,20273.07025387311
1189,2028-06-01,21267.999604983248,19958.556721821045,21150.19138642982
1189,2028-07-01,20302.806933944477,18859.41610937575,20217.059772765384
1189,2028-08-01,19674.801988065934,18209.171278278427,19230.135536546906
1189,2028-09-01,21278.632031153757,19972.033937634398,20858.292242216874
1189,2028-10-01,21011.402587656794,19802.92072486133,20532.25515473613
1189,2028-11-01,20717.505204907637,19555.47039890037,20188.175867351227
1189,2028-12-01,19414.242115868827,18179.707179036872,19409.952160661247
1189,2029-01-01,19735.078207287683,18068.601229858934,18739.27379591364
1189,2029-02-01,20989.47112445969,19336.88537410349,20595.0976054903
1189,2029-03-01,21087.533601205043,19440.21449517391,20353.600356735322
1189,2029-04-01,20819.31596590401,19193.737747306644,20043.088990345
1189,2029-05-01,21244.667432963128,19463.708340249526,20559.52361150426
1189,2029-06-01,21764.88287523279,19990.584551862525,21215.279556975547
1189,2029-07-01,20799.690212210546,18891.443939783163,20222.552467315083
1189,2029-08-01,20171.68535477466,18241.1991095207,19456.852500875935
1189,2029-09-01,21775.51538735946,20004.061769105778,21153.31401162927
1189,2029-10-01,21508.28579223112,19834.948555381467,20834.388127545542
1189,2029-11-01,21214.388403353503,19587.498229451994,20554.368719619215
1189,2029-12-01,19911.12534835431,18211.735009744734,19372.91556392464
1189,2030-01-01,20187.58127406348,18100.629060985968,18999.51908360527
1189,2030-02-01,21441.974212150963,19368.913205435056,20600.66506855497
1189,2030-03-01,21540.036699782682,19472.242326602394,20661.983564684964
1189,2030-04-01,21271.819066976022,19225.765578774226,20433.342788724036
1189,2030-05-01,21697.170543315413,19495.736171751047,20839.342066865443
1189,2030-06-01,22217.385987050788,20022.612383374053,21274.534300408683
1189,2030-07-01,21252.193324195847,18923.471771296925,20230.570261047877
1189,2030-08-01,20624.18846860575,18273.22694103955,19689.502053584783
1189,2030-09-01,22228.018500971353,20036.089600626023,21450.601547789553
1189,2030-10-01,21960.788902678483,19866.976386895913,21135.867745109124
1189,2030-11-01,21666.891513672967,19619.52606096663,20914.586196726603
1189,2030-12-01,20363.62845938418,18243.762841260326,19332.987179484004
1190,2025-01-01,11575.457739035803,11264.48813529369,10917.018906047184
1190,2025-02-01,12007.792869162979,11794.269537182454,12123.354341350274
1190,2025-03-01,12170.031998311257,11757.454054402753,11791.7460917046
1190,2025-04-01,12425.176490522077,11621.48426445328,11601.070229341009
1190,2025-05-01,12051.675019459915,11886.543930255959,12068.873145333473
1190,2025-06-01,12248.675648942153,12138.531041614138,12403.223813134664
1190,2025-07-01,11749.282118968113,11586.972402253125,11815.916519773658
1190,2025-08-01,11430.140582685824,11360.71436972035,11630.858681261148
1190,2025-09-01,12146.564932759502,12154.392223651423,12411.311772949115
1190,2025-10-01,12287.784600303625,12037.04467437306,12203.94257477085
1190,2025-11-01,12437.569669910212,11747.742335088993,11858.87050971249
1190,2025-12-01,11906.242835701065,11238.929007469162,11601.26514510013
1190,2026-01-01,11504.281900119036,10876.33359383064,10784.952274405832
1190,2026-02-01,11954.7796044618,11498.958940538916,11754.677558622247
1190,2026-03-01,12124.099084002373,11491.433325328184,11729.75423182474
1190,2026-04-01,12393.325930813444,11318.1566902644,11635.878793064212
1190,2026-05-01,12016.923623120529,11679.116755604531,11991.494030747643
1190,2026-06-01,12217.22221204883,11941.008641137838,12170.352998217128
1190,2026-07-01,11722.631740237412,11379.469757623847,11603.057468470677
1190,2026-08-01,11405.203336642822,11163.11469410426,11309.077411343596
1190,2026-09-01,12114.789808295638,11982.553866948761,12307.522061097827
