ZNR,Public_Transport_Id
1190,2934
1190,3779
1190,3846
1190,4433
1190,4554
1190,4555
1190,4560
1190,4595
1191,2
1191,6
1191,178
1191,849
1191,1228
1191,2203
1191,3417
1191,3426
1191,3431
1191,3432
1191,3433
1191,3435
1191,3436
1191,3439
1191,3442
1191,3443
1191,3449
1191,3450
1191,3651
1191,3652
1191,4036
1192,2
1192,6
1192,18
1192,100
1192,177
1192,178
1192,849
1192,925
1192,926
1192,1107
1192,1228
1192,2458
1192,3416
1192,3418
1192,3419
1192,3420
1192,3421
1192,3422
1192,3423
1192,3424
1192,3427
1192,3428
1192,3429
1192,3430
1192,3434
1192,3437
1192,3438
1192,3440
1192,3444
1192,3445
1192,3446
1192,3447
1192,3448
1192,3449
1192,3450
1192,3496
1192,3501
1192,3502
1192,3664
1192,4337
1192,4512
1192,4514
1192,4515
1193,15
1193,16
1193,1078
1194,23
1194,121
1194,382
1194,390
1194,481
1194,586
1194,638
1194,640
1194,641
1194,643
1194,689
1194,835
1194,1020
1194,1132
1194,1200
1194,1629
1194,1630
1194,2076
1194,2866
1194,2869
1194,3614
1194,3615
1194,3657
1194,3667
1194,4185
1194,4186
1194,4375
1194,4450
1195,64
1195,302
1195,479
1195,620
1195,1632
1195,1633
1195,1634
1195,2272
1195,2940
1195,2941
1195,2942
1195,2943
1195,2948
1195,2949
1195,3911
1195,4168
1196,42
1196,253
1196,373
1196,420
1196,426
1196,602
1196,618
1196,619
1196,903
1196,943
1196,944
1196,945
1196,946
1196,947
1196,1003
1196,1013
1196,1014
1196,1015
1196,1106
1196,1762
1196,1763
1196,1770
1196,1773
1196,1840
1196,1850
1196,1856
1196,1858
1196,1860
1196,1861
1196,1916
1196,2105
1196,2540
1196,2541
1196,2556
1196,2571
1196,2584
1196,2585
1196,2588
1196,2590
1196,2591
1196,2592
1196,2593
1196,2594
1196,2840
1196,3718
1196,3798
1196,3927
1196,4172
1196,4430
1196,4609
1197,200
1197,227
1197,277
1197,421
1197,551
1197,621
1197,622
1197,1448
1197,1449
1197,1750
1197,1894
1197,1895
1197,1900
1197,1923
1197,1924
1197,1938
1197,1939
1197,1947
1197,1948
1197,1949
1197,1951
1197,2077
1197,2268
1197,2269
1197,2270
1197,2925
1197,2926
1197,2933
1197,2950
1197,3525
1197,3662
1197,3668
1197,4330
1197,4452
1198,29
1198,276
1198,299
1198,326
1198,415
1198,477
1198,493
1198,513
1198,832
1198,834
1198,1051
1198,1052
1198,1053
1198,2331
1198,2426
1198,3106
1198,3109
1198,3110
1198,3113
1198,3114
1198,3933
1198,4320
1198,4388
1199,1779
1199,1780
1199,1787
1199,1810
1199,2575
1199,2816
1199,2819
1199,2825
1199,2826
1199,2829
1199,2831
1200,36
1200,278
1200,2676
1200,2692
1200,2693
1200,2694
1200,2700
1200,2701
1200,2704
1200,2705
1200,2707
1200,2708
1200,3004
1200,3366
1200,3372
1200,3373
1200,3374
1200,3905
1200,3948
1200,3949
1200,3960
1200,3962
1200,4023
1200,4024
1200,4298
1200,4529
1200,4533
1201,36
1201,2676
1201,2692
1201,2693
1201,2694
1201,2700
1201,2701
1201,2704
1201,2705
1201,2707
1201,2708
1201,3004
1201,3372
1201,3373
1201,3374
1201,3905
1201,3948
1201,3949
1201,3960
1201,3962
1201,4533
1202,36
1202,2676
1202,2692
1202,2693
1202,2694
1202,2700
1202,2701
1202,2704
1202,2705
1202,3004
1202,3372
1202,3373
1202,3374
1202,3905
1202,3948
1202,3949
1202,3960
1202,3962
1202,4023
1202,4533
1203,47
1203,57
1203,80
1203,84
1203,155
1203,161
1203,229
1203,263
1203,264
1203,303
1203,334
1203,344
1203,356
1203,365
1203,387
1203,388
1203,404
1203,455
1203,532
1203,533
1203,534
1203,535
1203,536
1203,537
1203,538
1203,539
1203,540
1203,541
1203,542
1203,543
1203,544
1203,545
1203,548
1203,549
1203,550
1203,576
1203,577
1203,610
1203,665
1203,973
1203,1029
1203,1030
1203,1197
1203,1198
1203,1305
1203,1321
1203,1322
1203,1324
1203,1457
1203,1459
1203,1461
1203,1506
1203,1507
1203,1508
1203,1509
1203,1546
1203,1637
1203,1745
1203,1748
1203,1749
1203,1758
1203,1759
1203,1980
1203,1981
1203,1984
1203,1985
1203,2096
1203,2108
1203,2198
1203,2448
1203,2635
1203,2636
1203,2639
1203,2641
1203,2642
1203,3097
1203,3163
1203,3164
1203,3170
1203,3173
1203,3543
1203,3544
1203,3546
1203,3640
1203,3649
1203,3715
1203,3719
1203,3720
1203,3725
1203,3726
1203,3736
1203,3737
1203,3744
1203,3745
1203,3877
1203,4070
1203,4123
1203,4203
1203,4294
1203,4299
1203,4352
1203,4549
1203,4585
1203,4586
1203,4604
1204,57
1204,84
1204,155
1204,161
1204,166
1204,229
1204,264
1204,303
1204,334
1204,356
1204,365
1204,386
1204,387
1204,388
1204,404
1204,455
1204,533
1204,535
1204,536
1204,538
1204,539
1204,540
1204,541
1204,542
1204,545
1204,548
1204,549
1204,576
1204,577
1204,610
1204,847
1204,973
1204,985
1204,1197
1204,1198
1204,1257
1204,1258
1204,1305
1204,1306
1204,1320
1204,1321
1204,1322
1204,1324
1204,1457
1204,1459
1204,1461
1204,1506
1204,1507
1204,1508
1204,1509
1204,1542
1204,1545
1204,1546
1204,1745
1204,1748
1204,1749
1204,1758
1204,1759
1204,1980
1204,1981
1204,1984
1204,1985
1204,2003
1204,2008
1204,2108
1204,2198
1204,2440
1204,2448
1204,2450
1204,2451
1204,2625
1204,2630
1204,2635
1204,2636
1204,2639
1204,2641
1204,2642
1204,3163
1204,3164
1204,3170
1204,3173
1204,3543
1204,3544
1204,3546
1204,3609
1204,3640
1204,3649
1204,3715
1204,3720
1204,3725
1204,3726
1204,3736
1204,3737
1204,3744
1204,3745
1204,3877
1204,4070
1204,4123
1204,4203
1204,4204
1204,4290
1204,4294
1204,4299
1204,4332
1204,4340
1204,4352
1204,4385
1204,4457
1204,4459
1204,4460
1204,4462
1204,4585
1204,4604
1205,13
1205,162
1205,163
1205,260
1205,261
1205,308
1205,397
1205,509
1205,511
1205,932
1205,1035
1205,1304
1205,1326
1205,1328
1205,1329
1205,1330
1205,1331
1205,1333
1205,1340
1205,1406
1205,1413
1205,1419
1205,1422
1205,1423
1205,1424
1205,1425
1205,1426
1205,1427
1205,1431
1205,1433
1205,1621
1205,1622
1205,1624
1205,1626
1205,1627
1205,1644
1205,1645
1205,1646
1205,1647
1205,1648
1205,1649
1205,1650
1205,1651
1205,1652
1205,1653
1205,1680
1205,1681
1205,1682
1205,1691
1205,2012
1205,2155
1205,2744
1205,2745
1205,2751
1205,2752
1205,2758
1205,2759
1205,2765
1205,2766
1205,2768
1205,2776
1205,2777
1205,2935
1205,3180
1205,3183
1205,3184
1205,3626
1205,3990
1205,3991
1205,4033
1205,4194
1205,4202
1205,4209
1205,4214
1205,4360
1205,4361
1205,4362
1205,4363
1205,4364
1205,4365
1205,4366
1205,4451
1205,4454
1205,4455
1206,24
1206,25
1206,27
1206,116
1206,172
1206,173
1206,498
1206,500
1206,601
1206,627
1206,628
1206,662
1206,664
1206,733
1206,772
1206,786
1206,931
1206,942
1206,1124
1206,1436
1206,1437
1206,1472
1206,1478
1206,1597
1206,1598
1206,1599
1206,1600
1206,1601
1206,1602
1206,1603
1206,1604
1206,1605
1206,1606
1206,1705
1206,1706
1206,1710
1206,1711
1206,1712
1206,1713
1206,1714
1206,1715
1206,1724
1206,1730
1206,1732
1206,1961
1206,1964
1206,1965
1206,1966
1206,2158
1206,2161
1206,2195
1206,2746
1206,2747
1206,2760
1206,2761
1206,2762
1206,2763
1206,3325
1206,3326
1206,3327
1206,3328
1206,3329
1206,3331
1206,3335
1206,3336
1206,3338
1206,3768
1206,3769
1206,3770
1206,3771
1206,4059
1206,4060
1206,4424
1206,4463
1207,123
1207,124
1207,147
1207,329
1207,624
1207,812
1207,813
1207,815
1207,843
1207,844
1207,1095
1207,1096
1207,1097
1207,1098
1207,1099
1207,1161
1207,1162
1207,1201
1207,2017
1207,2018
1207,2019
1207,2023
1207,2024
1207,2094
1207,2186
1207,2190
1207,2297
1207,2337
1207,2338
1207,2339
1207,2340
1207,2341
1207,2664
1207,2677
1207,2678
1207,2680
1207,2683
1207,2691
1207,2702
1207,2703
1207,3362
1207,3363
1207,3562
1207,3563
1207,3711
1207,3776
1207,4166
1207,4477
1208,122
1208,123
1208,129
1208,150
1208,181
1208,245
1208,279
1208,464
1208,468
1208,469
1208,470
1208,471
1208,631
1208,632
1208,633
1208,814
1208,815
1208,816
1208,1036
1208,1039
1208,1040
1208,1100
1208,1101
1208,1102
1208,1103
1208,1115
1208,1123
1208,1134
1208,1204
1208,1245
1208,1246
1208,1256
1208,1272
1208,1307
1208,1308
1208,1309
1208,1467
1208,1631
1208,1707
1208,1726
1208,1727
1208,1954
1208,1989
1208,1991
1208,2027
1208,2028
1208,2031
1208,2036
1208,2045
1208,2046
1208,2050
1208,2051
1208,2201
1208,2202
1208,2216
1208,2310
1208,2645
1208,2646
1208,2647
1208,2650
1208,2654
1208,2657
1208,2662
1208,2673
1208,3355
1208,3356
1208,3361
1208,3365
1208,3400
1208,3401
1208,3403
1208,3724
1208,3727
1208,3756
1208,3845
1208,4051
1209,3
1209,272
1209,318
1209,319
1209,669
1209,844
1209,850
1209,879
1209,880
1209,886
1209,887
1209,888
1209,889
1209,892
1209,893
1209,2020
1209,2021
1209,2022
1209,2024
1209,2199
1209,2663
1209,2666
1209,2667
1209,2668
1209,2669
1209,2670
1209,2688
1209,2696
1209,3277
1209,3278
1209,3280
1209,3281
1209,3282
1209,3283
1209,3285
1209,3286
1209,3295
1209,3304
1209,3305
1209,3311
1209,3312
1209,3313
1209,3316
1209,3317
1209,3351
1209,3352
1209,3353
1209,3617
1209,3618
1209,3722
1209,3731
1209,3874
1209,4043
1209,4095
1209,4096
1209,4423
1209,4425
1209,4524
1209,4527
1210,25
1210,118
1210,173
1210,397
1210,498
1210,516
1210,771
1210,772
1210,789
1210,836
1210,918
1210,932
1210,1083
1210,1340
1210,1406
1210,1407
1210,1408
1210,1409
1210,1410
1210,1411
1210,1412
1210,1413
1210,1416
1210,1417
1210,1418
1210,1419
1210,1420
1210,1421
1210,1422
1210,1423
1210,1424
1210,1425
1210,1426
1210,1430
1210,1431
1210,1432
1210,1433
1210,1600
1210,1605
1210,1621
1210,1624
1210,1626
1210,1627
1210,1654
1210,1655
1210,1680
1210,1681
1210,1682
1210,1729
1210,2159
1210,2746
1210,2747
1210,2757
1210,2765
1210,2766
1210,2767
1210,2771
1210,2772
1210,2776
1210,2777
1210,3227
1210,3228
1210,3230
1210,3247
1210,3248
1210,3249
1210,3253
1210,3257
1210,3258
1210,3262
1210,3263
1210,3270
1210,3642
1210,3797
1210,3908
1210,3987
1210,3988
1210,3989
1210,3990
1210,3991
1210,3992
1210,3993
1211,246
1211,408
1211,2323
1211,3004
1211,3008
1211,3009
1211,3010
1211,3011
1211,3012
1211,3551
1211,3858
1211,3949
1211,3962
1211,4025
1211,4531
1211,4532
1212,168
1212,248
1212,602
1212,762
1212,763
1212,1014
1212,1015
1212,1351
1212,1858
1212,1916
1212,1933
1212,1934
1212,1935
1212,1937
1212,2386
1212,2490
1212,2491
1212,2506
1212,2514
1212,2540
1212,2547
1212,2548
1212,2556
1212,2570
1212,2582
1212,2583
1212,2584
1212,2590
1212,2591
1212,2594
1212,2840
1212,3798
1212,4397
1213,1
1213,30
1213,79
1213,102
1213,103
1213,104
1213,114
1213,115
1213,152
1213,174
1213,259
1213,297
1213,298
1213,322
1213,323
1213,324
1213,325
1213,328
1213,377
1213,399
1213,409
1213,435
1213,441
1213,442
1213,460
1213,517
1213,665
1213,694
1213,802
1213,827
1213,1024
1213,1029
1213,1117
1213,1129
1213,1259
1213,1260
1213,1274
1213,1275
1213,1276
1213,1277
1213,1278
1213,1279
1213,1325
1213,1347
1213,1428
1213,1429
1213,1434
1213,1435
1213,1468
1213,1477
1213,1500
1213,1501
1213,1502
1213,1503
1213,1504
1213,1505
1213,1613
1213,1614
1213,1615
1213,1616
1213,1694
1213,1695
1213,1736
1213,1737
1213,1739
1213,1757
1213,1972
1213,3254
1213,3255
1213,3256
1213,3260
1213,3261
1213,3266
1213,3271
1213,3274
1213,3275
1213,3381
1213,3383
1213,3384
1213,3387
1213,3388
1213,3391
1213,3392
1213,3395
1213,3396
1213,3553
1213,3714
1213,3716
1213,3719
1213,3766
1213,3767
1213,3772
1213,3773
1213,3777
1213,3778
1213,3820
1213,3821
1213,3998
1213,3999
1213,4000
1213,4001
1213,4002
1213,4003
1213,4004
1213,4182
1213,4212
1213,4415
1213,4417
1213,4473
1213,4561
1213,4575
1214,1
1214,30
1214,72
1214,73
1214,77
1214,79
1214,104
1214,105
1214,114
1214,115
1214,183
1214,259
1214,297
1214,309
1214,312
1214,313
1214,322
1214,323
1214,324
1214,325
1214,377
1214,398
1214,403
1214,405
1214,427
1214,434
1214,435
1214,441
1214,442
1214,507
1214,517
1214,528
1214,694
1214,765
1214,766
1214,802
1214,818
1214,822
1214,824
1214,827
1214,841
1214,965
1214,968
1214,1117
1214,1129
1214,1130
1214,1259
1214,1260
1214,1262
1214,1274
1214,1275
1214,1276
1214,1277
1214,1278
1214,1279
1214,1280
1214,1282
1214,1283
1214,1284
1214,1311
1214,1325
1214,1402
1214,1403
1214,1404
1214,1405
1214,1415
1214,1428
1214,1429
1214,1434
1214,1435
1214,1468
1214,1469
1214,1477
1214,1479
1214,1500
1214,1501
1214,1502
1214,1503
1214,1504
1214,1505
1214,1613
1214,1614
1214,1615
1214,1616
1214,1679
1214,1694
1214,1695
1214,1972
1214,2001
1214,3254
1214,3255
1214,3256
1214,3257
1214,3259
1214,3260
1214,3261
1214,3266
1214,3270
1214,3271
1214,3274
1214,3275
1214,3550
1214,3571
1214,3572
1214,3575
1214,3576
1214,3766
1214,3767
1214,3772
1214,3773
1214,3777
1214,3778
1214,3820
1214,3821
1214,3923
1214,3994
1214,3995
1214,3996
1214,3997
1214,3998
1214,3999
1214,4000
1214,4001
1214,4003
1214,4004
1214,4182
1214,4212
1214,4417
1214,4473
1214,4561
1215,42
1215,46
1215,164
1215,165
1215,169
1215,253
1215,373
1215,426
1215,602
1215,603
1215,604
1215,615
1215,616
1215,618
1215,619
1215,807
1215,903
1215,941
1215,943
1215,1003
1215,1013
1215,1014
1215,1015
1215,1016
1215,1106
1215,1350
1215,1353
1215,1535
1215,1760
1215,1766
1215,1767
1215,1770
1215,1776
1215,1777
1215,1782
1215,1785
1215,1786
1215,1794
1215,1795
1215,1797
1215,1798
1215,1802
1215,1847
1215,1848
1215,1850
1215,1856
1215,1858
1215,1859
1215,1860
1215,1861
1215,1879
1215,1941
1215,1944
1215,1945
1215,1953
1215,2386
1215,2494
1215,2495
1215,2503
1215,2504
1215,2509
1215,2528
1215,2837
1215,2840
1215,2936
1215,3718
1215,3790
1215,3792
1215,3798
1215,3880
1215,3927
1215,4032
1215,4040
1215,4063
1215,4398
1215,4430
1215,4556
1215,4557
1215,4559
1216,145
1216,241
1216,285
1216,503
1216,566
1216,671
1216,675
1216,677
1216,683
1216,686
1216,687
1216,851
1216,869
1216,922
1216,924
1216,933
1216,1116
1216,1174
1216,1175
1216,1176
1216,1234
1216,1235
1216,2120
1216,2121
1216,2122
1216,2123
1216,2182
1216,2248
1216,2380
1216,2432
1216,2433
1216,2964
1216,2976
1216,2977
1216,2978
1216,2979
1216,3346
1216,3347
1216,4049
1217,1
1217,30
1217,79
1217,80
1217,102
1217,103
1217,104
1217,115
1217,152
1217,155
1217,161
1217,263
1217,264
1217,297
1217,322
1217,323
1217,324
1217,325
1217,328
1217,344
1217,356
1217,377
1217,399
1217,434
1217,435
1217,441
1217,442
1217,455
1217,460
1217,532
1217,533
1217,548
1217,610
1217,665
1217,694
1217,827
1217,1024
1217,1029
1217,1030
1217,1259
1217,1260
