Id,Name,Latitude,Longitude,Kategorie,Bezirk_Code
1,Siebensterngasse,48.2021844,16.3519717,Bus,907
2,Wolf in der Au,48.2047409,16.2371463,Bus,914
3,Preyergasse,48.1738838,16.285108,Bus,913
4,Rossakgasse,48.1484992,16.3216007,Bus,923
5,Saarplatz,48.2451655,16.3503239,Bus,919
6,Auhof Umspannwerk,48.201987,16.2345645,Bus,913
7,Hetmanekgasse,48.1371754,16.3165155,Bus,923
8,Rettichgasse,48.201554,16.2623007,Straßenbahn,914
9,Hütteldorf,48.197903,16.2607201,Bus,914
10,Donauzentrum,48.2424105,16.435657,Bus,922
11,Schwedenplatz,48.2117233,16.3783789,Bus,901
12,An den Steinfeldern,48.137026,16.2980261,Bus,923
13,Wien Hernals,48.2232721,16.3148301,Zug,917
14,Wien Gersthof,48.2308266,16.329064,Zug,918
15,Kahlenbergerdorf,48.2745401,16.3566597,Bus,919
16,Burgstall,48.2697639,16.3615064,Bus,919
17,Nußdorf,48.2598165,16.3672403,Bus,919
18,"Hadersdorf, Hauptstraße",48.209629,16.2205202,Bus,914
19,Wien Jedlersdorf,48.2740664,16.3959541,Zug,921
20,Wien Brünner Straße,48.2676564,16.4036086,Zug,921
21,Wien Floridsdorf,48.2563544,16.400016,Zug,921
22,Wien Traisengasse,48.234892,16.3832343,Zug,920
23,Wien Strebersdorf,48.2859164,16.3812798,Zug,921
24,Hütteldorfer Straße,48.1996816,16.312048,Bus,914
25,Minciostraße,48.2029581,16.3131674,Bus,915
26,Jagdschloßgasse,48.1768602,16.283647,Bus,913
27,"Johnstraße, Schuselkagasse",48.1996359,16.3191147,Bus,915
28,"Donaumarina, Chrastekgasse",48.207772,16.4285591,Bus,902
29,Erbpostgasse,48.3086531,16.4270569,Bus,921
30,"Neubaugasse, Burggasse",48.2039009,16.3489529,Bus,907
31,Jubiläumswarte,48.221099,16.2653263,Bus,916
32,Wien Simmering,48.1700907,16.4194671,Zug,911
33,Carabelligasse,48.2805449,16.4111641,Bus,921
34,Praterstern,48.2169191,16.3923217,Bus,902
35,"Aspernstraße, Oberdorfstraße",48.2196762,16.4814724,Bus,922
36,Adamovichgasse,48.1425274,16.3384266,Bus,923
37,Florian-Geyer-Gasse,48.1569587,16.3914393,Bus,910
38,Siedlung Südost,48.1563616,16.3945394,Bus,910
39,Hoferstiege,48.1391867,16.2713309,Bus,923
40,Rennweg,48.1951347,16.3865571,Bus,903
41,Brückengasse,48.1915211,16.347945,Bus,906
42,Wien Erzherzog-Karl-Straße,48.23011,16.4532608,Zug,922
43,Wien Siemensstraße,48.2707893,16.4201394,Zug,921
44,Wien Matzleinsdorfer Platz,48.1801923,16.3577272,Zug,910
45,Wien Speising,48.1735859,16.283752,Zug,913
46,Hardeggasse,48.2213793,16.458953,Bus,922
47,Stephansplatz,48.2092503,16.3726684,Bus,901
48,Johannes-Krawarik-Gasse,48.2138482,16.308632,Straßenbahn,916
49,Liechtenwerder Platz,48.2325641,16.3565508,Straßenbahn,909
50,Weitlofgasse,48.2302144,16.3479681,Bus,918
51,Rappachgasse,48.1799052,16.4249775,Bus,911
52,"Schafberg, Werfelstraße",48.2349864,16.301596,Bus,917
53,Senderstraße,48.3111629,16.4010291,Bus,921
54,Huglgasse,48.1979166,16.3251876,Bus,915
55,Ziegelofengasse,48.1918632,16.3602643,Bus,905
56,Wien Quartier Belvedere,48.1880095,16.3818962,Zug,903
57,Schottenring,48.2167633,16.3713545,Straßenbahn,901
58,Nestroyplatz,48.2153413,16.3855206,U-Bahn,902
59,Vorgartenstraße,48.2236468,16.4010412,U-Bahn,902
60,Donauinsel,48.2292444,16.4113511,U-Bahn,922
61,Kaisermühlen - VIC,48.2328146,16.4164291,U-Bahn,922
62,Alte Donau,48.2382599,16.4247868,U-Bahn,922
63,Kagran,48.2429415,16.4329857,U-Bahn,922
64,Wien Süßenbrunn,48.2855567,16.4855608,Zug,922
65,Draugasse,48.2854692,16.4385589,Bus,921
66,Taubstummengasse,48.1936955,16.3704805,U-Bahn,904
67,Rennbahnweg,48.2576264,16.4495649,U-Bahn,922
68,Aderklaaer Straße,48.263432,16.4515472,U-Bahn,921
69,Dresdner Straße,48.2373503,16.3801747,U-Bahn,920
70,Jägerstraße,48.2353013,16.3685821,U-Bahn,920
71,Nußdorfer Straße,48.2313184,16.3524795,U-Bahn,909
72,Thaliastraße,48.2077916,16.3380301,U-Bahn,907
73,Josefstädter Straße,48.2114604,16.3391961,U-Bahn,908
74,Alser Straße,48.2167561,16.3418396,U-Bahn,909
75,Michelbeuern-AKH,48.2211405,16.3442207,U-Bahn,909
76,Währinger Straße-Volksoper,48.2256193,16.3495448,U-Bahn,909
77,Burggasse-Stadthalle,48.2029737,16.3372663,U-Bahn,907
78,Gumpendorfer Straße,48.1907334,16.3375677,U-Bahn,906
79,Volkstheater,48.20535,16.3576492,U-Bahn,907
80,Herrengasse,48.2094269,16.3650722,U-Bahn,901
81,Stubentor,48.2069811,16.3792172,U-Bahn,901
82,Forchheimergasse,48.1409522,16.3078104,Bus,923
83,Voltelinistraße,48.2770308,16.373543,Bus,921
84,Schottentor,48.2150914,16.3628686,U-Bahn,909
85,Friedensbrücke,48.2278202,16.3641194,U-Bahn,909
86,Spittelau,48.2345751,16.3587595,U-Bahn,909
87,Wexstraße,48.2359895,16.3657805,Straßenbahn,920
88,Höchstädtplatz,48.239015,16.3764417,Straßenbahn,920
89,Floridsdorf,48.2572693,16.3995396,Straßenbahn,921
90,Bahnsteggasse,48.2648618,16.4019173,Straßenbahn,921
91,Brünner Straße,48.2683825,16.4039475,Straßenbahn,921
92,Großjedlersdorf,48.2768329,16.4088361,Straßenbahn,921
93,Carabelligasse,48.2805607,16.411059,Straßenbahn,921
94,Stadtpark,48.2029419,16.3797786,U-Bahn,903
95,Pilgramgasse,48.1921335,16.3542607,U-Bahn,905
96,Unter St. Veit,48.1910827,16.2863571,U-Bahn,913
97,Braunschweiggasse,48.1894202,16.2958262,U-Bahn,913
98,Hietzing,48.1875971,16.3045816,U-Bahn,913
99,Meidling Hauptstraße,48.1837009,16.328024,U-Bahn,912
100,Glossystraße,48.2123965,16.2360151,Bus,914
101,Trollwiese,48.240875,16.2067028,Bus,914
102,"Ring, Volkstheater",48.2067554,16.3596565,Bus,901
103,"Schmerlingplatz, Volkstheater",48.2063909,16.3583116,Straßenbahn,901
104,Auerspergstraße,48.2068069,16.3553581,Bus,907
105,Thaliastraße,48.2085965,16.3384311,Straßenbahn,916
106,Joachimsthalerplatz,48.2089504,16.3045483,Bus,916
107,Hohe Warte,48.2510155,16.3554815,Straßenbahn,919
108,Neue Donau,48.2463043,16.3946811,U-Bahn,921
109,Floridsdorf,48.2562236,16.4002991,U-Bahn,921
110,Wien Hauptbahnhof,48.1859663,16.3750995,Zug,910
111,Keplerplatz,48.179369,16.3761813,U-Bahn,910
112,Fultonstraße,48.253251,16.4145504,Bus,921
113,Westbahnhof,48.195977,16.3379012,U-Bahn,915
114,Zieglergasse,48.1971293,16.3462989,U-Bahn,906
115,Neubaugasse,48.1992104,16.3525321,U-Bahn,906
116,Johnstraße,48.1976841,16.3202624,U-Bahn,915
117,Schweglerstraße,48.1979021,16.3285265,U-Bahn,915
118,Ottakring,48.2109877,16.3113651,U-Bahn,916
119,Kagraner Platz,48.2501998,16.4433436,U-Bahn,922
120,Schönbrunn,48.1860602,16.3189477,U-Bahn,913
121,"Strebersdorf, Edmund-Hawranek-Platz",48.2913681,16.386597,Straßenbahn,921
122,Bahnhof Meidling,48.1735402,16.3313111,U-Bahn,912
123,Tscherttegasse,48.1649916,16.3277761,U-Bahn,912
124,Am Schöpfwerk,48.1606849,16.3241837,U-Bahn,912
125,Alterlaa,48.1505002,16.3169181,U-Bahn,923
126,Erlaaer Straße,48.1419894,16.3165606,U-Bahn,923
127,Perfektastraße,48.136611,16.3132697,U-Bahn,923
128,Siebenhirten,48.1304978,16.3098612,U-Bahn,923
129,"Bahnhof Meidling, Schedifkaplatz",48.1727221,16.3318085,Bus,912
130,Oberzellergasse,48.1917618,16.395234,Straßenbahn,903
131,Kleistgasse,48.1936788,16.3902636,Straßenbahn,903
132,"Enkplatz, Grillgasse",48.1744909,16.4159909,Straßenbahn,911
133,St. Marx,48.1884903,16.4002273,Straßenbahn,903
134,Zentralfriedhof 1. Tor,48.1588921,16.4335301,Straßenbahn,911
135,Zentralfriedhof 3. Tor,48.152293,16.450066,Straßenbahn,911
136,"Kaiserebersdorf, Zinnergasse",48.159517,16.4702904,Straßenbahn,911
137,Svetelskystraße,48.1543127,16.4654158,Straßenbahn,911
138,Leberberg,48.1550735,16.4592857,Straßenbahn,911
139,Pantucekgasse/Widholzgasse,48.154839,16.4555024,Straßenbahn,911
140,Prater Hauptallee,48.2089469,16.4058698,Straßenbahn,902
141,Taborstraße,48.2191182,16.3816051,U-Bahn,902
142,Krieau,48.2146488,16.4136826,U-Bahn,902
143,Stadion,48.2105542,16.4206648,U-Bahn,902
144,Donaumarina,48.2063642,16.4314801,U-Bahn,902
145,Wien Liesing,48.1348573,16.2841121,Zug,923
146,Wien Atzgersdorf,48.1469923,16.2884941,Zug,923
147,Wien Hetzendorf,48.1668339,16.3154916,Zug,912
148,Wien Rennweg,48.1953006,16.3861557,Zug,903
149,Wien Praterstern,48.2190715,16.3921002,Zug,902
150,"Bahnhof Meidling, Eichenstraße",48.1747945,16.3322988,Bus,912
151,Längenfeldgasse,48.1849294,16.3350532,U-Bahn,912
152,"Ring, Volkstheater",48.2068104,16.3600086,Straßenbahn,901
153,Schwarzenbergplatz,48.2018171,16.3747144,Straßenbahn,901
154,Stubentor,48.206867,16.3800739,Bus,901
155,Schottentor,48.2137285,16.3621334,Bus,901
156,Schwarzenbergplatz,48.2011026,16.3746621,Straßenbahn,901
157,Schwarzenbergplatz,48.2016202,16.3748489,Straßenbahn,901
158,Schwarzenbergplatz,48.2006357,16.3747194,Straßenbahn,901
159,Gußhausstraße,48.198162,16.3750838,Straßenbahn,903
160,Quartier Belvedere,48.1876977,16.3814361,Straßenbahn,903
161,Schottentor,48.2139343,16.3619028,Straßenbahn,901
162,Palffygasse,48.2175849,16.3366135,Straßenbahn,917
163,"Hernals, Wattgasse",48.22143,16.3217192,Straßenbahn,917
164,Donauspital,48.2193666,16.4666304,U-Bahn,922
165,Aspernstraße,48.222548,16.475,U-Bahn,922
166,Franz-Josefs-Bahnhof,48.2257779,16.3610958,Straßenbahn,909
167,Donaustadtbrücke,48.2117911,16.4401871,U-Bahn,922
168,Stadlau,48.2197134,16.4496137,U-Bahn,922
169,Hardeggasse,48.2208353,16.457736,U-Bahn,922
170,Landstraße,48.2068104,16.3846873,U-Bahn,903
171,Erdberg,48.1914748,16.4141822,U-Bahn,903
172,Hütteldorfer Straße,48.200136,16.3111166,U-Bahn,914
173,Kendlerstraße,48.2045555,16.3092279,U-Bahn,916
174,Kettenbrückengasse,48.1966502,16.3580877,U-Bahn,905
175,Ober St. Veit,48.1922537,16.276166,U-Bahn,913
176,Wien Weidlingau,48.2104467,16.2122062,Zug,914
177,Wien Hadersdorf,48.2103079,16.2231208,Zug,914
178,Wien Wolf in der Au,48.2047906,16.2361405,Zug,914
179,Kaltenleutgeber Straße 137,48.1291447,16.2329504,Bus,923
180,Kaltenleutgeber Straße 12/75,48.1310309,16.2413751,Bus,923
181,Wien Meidling,48.1743974,16.3340527,Zug,912
182,Kurzbauergasse,48.2121776,16.3965427,Bus,902
183,Urban-Loritz-Platz,48.2013151,16.3376565,Straßenbahn,907
184,Brunner Straße/Erlaaer Straße,48.1460928,16.2958716,Bus,923
185,Eichbachgasse,48.2219088,16.2473271,Bus,914
186,Nikolaus-Pytty-Gasse,48.2223942,16.2417123,Bus,914
187,Stockholmer Platz,48.1497548,16.3833036,Bus,910
188,Franz-Asenbauer-Gasse,48.1549759,16.2721356,Bus,923
189,Wien Mitte-Landstraße,48.2060607,16.3857215,Straßenbahn,903
190,Fasangasse,48.1882682,16.3847106,Straßenbahn,903
191,Eßling Friedhof,48.2162292,16.5320079,Bus,922
192,Eßling Friedhof,48.2162387,16.5312975,Bus,922
193,Simonsgasse,48.2157138,16.5279615,Bus,922
194,Haberlandtgasse,48.2187815,16.4902311,Bus,922
195,Handelskai,48.2418629,16.3856478,U-Bahn,920
196,"Jedlesee, Überfuhrstraße",48.2694596,16.3803851,Bus,921
197,Heustadelgasse,48.2107228,16.4971801,Bus,922
198,Bunsengasse,48.2633102,16.3909767,Bus,921
199,Matzleinsdorfer Platz,48.1801515,16.357165,Bus,905
200,Hilde-Hannak-Gasse,48.2438623,16.461285,Bus,922
201,Freihofsiedlung,48.2426327,16.4499428,Bus,922
202,Wien Kaiserebersdorf,48.1461591,16.465509,Zug,911
203,"Schemmerlstraße, Unterfeld",48.1600309,16.4217587,Bus,911
204,Ravelinstraße,48.1732203,16.4272651,Bus,911
205,Paul-Wagner-Gasse,48.1689166,16.460533,Bus,911
206,Gladiolenweg,48.2377169,16.4789757,Bus,922
207,Schukowitzgasse,48.2392462,16.4992315,Bus,922
208,Heiligenstadt,48.2483686,16.3657784,U-Bahn,919
209,Am Heumarkt,48.198479,16.3771208,Straßenbahn,903
210,Asparagusweg,48.2424183,16.5307066,Bus,922
211,Huflattichweg,48.2469575,16.5319371,Bus,922
212,Praterstern,48.2181725,16.3916971,Straßenbahn,902
213,Unteres Belvedere,48.196569,16.3814724,Bus,903
214,Schlachthausgasse,48.1940479,16.4080578,Bus,903
215,Schlachthausgasse,48.1941586,16.4076512,Straßenbahn,903
216,Grasbergergasse,48.1861816,16.4004287,Bus,903
217,Haidersberggasse,48.2245699,16.2436457,Bus,914
218,Litfaßstraße,48.1843542,16.4049337,Straßenbahn,911
219,Molitorgasse,48.1816042,16.4082034,Straßenbahn,911
220,Zippererstraße,48.1794406,16.4106697,Straßenbahn,911
221,Hauffgasse,48.1774898,16.412904,Straßenbahn,911
222,Simmering,48.170141,16.4203675,Bus,911
223,Wilhelm-Kreß-Platz,48.1604587,16.4269263,Bus,911
224,Bahnhof Kaiserebersdorf,48.1469651,16.4648661,Bus,911
225,Karlsplatz,48.2006158,16.3694933,Bus,904
226,Karlsplatz,48.2003446,16.3696581,Bus,904
227,Theodor-Kramer-Straße,48.2557051,16.4541378,Bus,922
228,Nußdorfer Straße/Alserbachstraße,48.2248424,16.3553807,Bus,909
229,Börse,48.2155262,16.365782,Straßenbahn,901
230,Julius-Raab-Platz,48.2112477,16.3830683,Straßenbahn,901
231,Marxergasse,48.2072148,16.386529,Straßenbahn,903
232,Laxenburger Straße/Troststraße,48.1691641,16.369605,Bus,910
233,Arthaberplatz,48.1727267,16.3721554,Bus,910
234,Raxstraße/Rudolfshügelgasse,48.1652498,16.363587,Bus,910
235,Wienerfeldgasse,48.158416,16.3603429,Straßenbahn,910
236,Frödenplatz,48.1556038,16.3587045,Straßenbahn,910
237,Otto-Probst-Straße,48.1562402,16.3552854,Straßenbahn,910
238,Tesarekplatz,48.1556557,16.3507614,Straßenbahn,910
239,Otto-Probst-Platz,48.1538774,16.3493785,Straßenbahn,910
240,Westbahnhof,48.1967636,16.3394438,Straßenbahn,907
241,Pumgasse,48.1360069,16.2719902,Bus,923
242,Kornblumenweg,48.2290541,16.4930235,Bus,922
243,Pichlgasse,48.250881,16.4884415,Bus,922
244,Ginsterweg,48.2545168,16.4991493,Bus,922
245,Eibesbrunnergasse,48.1713922,16.3375399,Bus,912
246,Biróstraße Mitte,48.1385551,16.35406,Bus,923
247,Stefan-Fadinger-Platz,48.1685056,16.3545491,Straßenbahn,910
248,Siedlung Sonnheim,48.2205623,16.4408975,Bus,922
249,Spittelau,48.2355797,16.358132,U-Bahn,909
250,Wien Mitte,48.2055704,16.384576,Zug,903
251,An den langen Lüssen,48.2524945,16.3419029,Bus,919
252,Wien Blumental,48.1395855,16.3696314,Zug,923
253,Wien Erzherzog-Karl-Straße,48.2300245,16.4535268,Zug,922
254,Wien Nußdorf,48.2602622,16.3676943,Zug,919
255,Wien Oberdöbling,48.2440961,16.3440157,Zug,919
256,Wien Krottenbachstraße,48.2400788,16.3405938,Zug,919
257,Wien Praterkai,48.1996897,16.4412719,Zug,902
258,Wien Leopoldau,48.2771187,16.4477673,Zug,921
259,Neubaugasse,48.1980999,16.3511059,Bus,906
260,Hernals,48.2236091,16.3149772,Straßenbahn,917
261,Elterleinplatz,48.2180808,16.3328036,Straßenbahn,917
262,Alser Straße,48.217171,16.3420335,Straßenbahn,909
263,Landesgerichtsstraße,48.2146857,16.3554911,Straßenbahn,908
264,Schottentor,48.2138135,16.3619913,Straßenbahn,901
265,Meyerbeergasse,48.2727315,16.3778417,Bus,921
266,Eßling Schule,48.2150854,16.5265862,Bus,922
267,1. Haidequerstraße Mitte,48.1825992,16.4292633,Bus,911
268,Siemensstraße,48.2713597,16.4211901,Bus,921
269,Brünner Straße,48.2687003,16.4040432,Bus,921
270,Leopoldau,48.2782228,16.4514787,Bus,921
271,Sillerplatz,48.1596162,16.2763632,Bus,913
272,Am Fasangarten,48.1706795,16.3032262,Bus,912
273,Hoferstiege,48.1390111,16.2720642,Bus,923
274,Kirche,48.2102455,16.2799909,Bus,914
275,Siebeckstraße,48.242086,16.4350419,Bus,922
276,"Stammersdorf, Freiheitsplatz",48.3010812,16.4161411,Bus,921
277,Ludwig-Reindl-Gasse,48.2517913,16.461108,Bus,922
278,Wien Neu Erlaa,48.1405668,16.3280121,Zug,923
279,Wien Schöpfwerk,48.163896,16.3308958,Zug,912
280,Spitalgasse,48.2224278,16.3530108,Bus,909
281,Währinger Straße-Volksoper,48.2248511,16.3493381,Bus,909
282,Weinhauser Gasse,48.2300772,16.3317677,Bus,918
283,Gersthof,48.2316383,16.3290259,Straßenbahn,918
284,Scheibenbergstraße,48.2389259,16.3179968,Straßenbahn,918
285,Aquäduktsteg,48.13803,16.2751631,Bus,923
286,Hietzing,48.188088,16.3038571,Straßenbahn,914
287,Rodaunbrücke,48.1388254,16.2679413,Straßenbahn,923
288,Anton-Krieger-Gasse,48.142637,16.2704029,Straßenbahn,923
289,Pavillon 3/5,48.2073298,16.2766651,Bus,914
290,Schöffelgasse,48.2318074,16.3261409,Straßenbahn,918
291,Eckpergasse,48.2333556,16.3164681,Straßenbahn,918
292,Türkenschanzplatz,48.2351908,16.3270611,Bus,918
293,Gersthof,48.2315742,16.3290231,Straßenbahn,918
294,Murraygasse,48.236404,16.4747986,Bus,922
295,Lorenz-Böhler-Unfallkrankenhaus,48.236413,16.3838002,Bus,920
296,Spittelau,48.2360788,16.3563013,Bus,919
297,Strozzigasse,48.2066499,16.349331,Bus,908
298,Haus des Meeres,48.1973098,16.3540647,Bus,906
299,Stammersdorf,48.2972603,16.4205822,Bus,921
300,Pav. 23,48.2091295,16.3033534,Bus,916
301,Hietzing,48.1876989,16.3042474,Straßenbahn,913
302,Bahnhof Süßenbrunn,48.2850352,16.4847012,Bus,922
303,Schwarzspanierstraße,48.2175111,16.3589942,Bus,909
304,Nußdorfer Straße,48.232385,16.3541702,Straßenbahn,919
305,Marsanogasse,48.2308516,16.350959,Straßenbahn,918
306,Empergergasse,48.286101,16.4140524,Straßenbahn,921
307,Anton-Schall-Gasse,48.2890303,16.4157553,Straßenbahn,921
308,Vinzenzgasse,48.2251689,16.3340675,Straßenbahn,918
309,Urban-Loritz-Platz,48.2012387,16.3375069,Straßenbahn,907
310,Westbahnhof,48.1967181,16.3389151,Straßenbahn,915
311,Gumpendorfer Straße,48.1909953,16.3378255,Straßenbahn,906
312,Urban-Loritz-Platz,48.2011991,16.3373412,Straßenbahn,915
313,Burggasse-Stadthalle,48.2020905,16.3375712,Straßenbahn,907
314,Mariahilfer Gürtel,48.1932146,16.3388494,Straßenbahn,906
315,Weißenthurngasse,48.1747785,16.3146853,Bus,912
316,Gatterhölzl,48.1757384,16.3194527,Bus,912
317,Karlsplatz,48.2004257,16.3695828,Straßenbahn,904
318,Hofwiesengasse,48.1700708,16.2867066,Bus,913
319,Wattmanngasse,48.1709093,16.2908683,Bus,913
320,Niederhofstraße,48.1807697,16.3310638,U-Bahn,912
321,Kliebergasse,48.1832187,16.3640313,Straßenbahn,905
322,Siebensterngasse,48.2022381,16.3514868,Bus,907
323,Stiftgasse,48.2023585,16.3542824,Bus,907
324,Volkstheater,48.2049402,16.357513,Straßenbahn,907
325,Zieglergasse/Westbahnstraße,48.2018264,16.3452394,Bus,907
326,Stammersdorfer Straße/Brünner Straße,48.2988217,16.4205355,Bus,921
327,Linzer Straße,48.1917076,16.3159732,Bus,914
328,"Ring, Volkstheater",48.2066732,16.359986,Straßenbahn,901
329,Am Schöpfwerk,48.1614185,16.3239919,Bus,912
330,Grinzing,48.2551001,16.3418832,Bus,919
331,Artariastraße,48.2425958,16.2813373,Bus,917
332,Pötzleinsdorf,48.2407759,16.3110328,Straßenbahn,918
333,Pötzleinsdorf,48.2410171,16.31103,Bus,918
334,Concordiaplatz,48.2135863,16.3702415,Bus,901
335,Rodaun,48.1325194,16.2631352,Straßenbahn,923
336,Hirschstettner Straße,48.2352812,16.463294,Bus,922
337,Westbahnhof,48.1973117,16.3389244,Straßenbahn,907
338,Martinstraße,48.2266707,16.3417073,Straßenbahn,918
339,Hütteldorf,48.1960089,16.2603923,Bus,913
340,Sankt Veiter Tor,48.1766668,16.2542538,Bus,913
341,Dr.-Schober-Straße,48.1667365,16.2729425,Bus,913
342,Pav. 30 Unfallambulanz,48.2108676,16.3000571,Bus,916
343,Corvinusgasse,48.1446456,16.2807482,Bus,923
344,Habsburgergasse,48.2077334,16.3679069,Bus,901
345,Schafbergbad,48.23602,16.3011156,Bus,917
346,Leopoldsberg,48.278928,16.3444107,Bus,919
347,Kahlenberg,48.276258,16.3368607,Bus,919
348,Elisabethwiese,48.2810378,16.3343184,Bus,919
349,Sulzwiese,48.2775231,16.3201803,Bus,919
350,Leibenfrostgasse,48.18993,16.3636253,Bus,904
351,Ziegelofengasse,48.1924636,16.3607357,Bus,905
352,Johann-Strauß-Gasse,48.1898072,16.3656038,Bus,904
353,Johann-Strauß-Gasse,48.1904524,16.3660852,Bus,904
354,Dornbach,48.2262498,16.308072,Straßenbahn,917
355,Dornbach,48.2261746,16.3079569,Bus,917
356,Schottentor,48.2139645,16.3619651,Straßenbahn,901
357,Obere Waldandacht,48.2530724,16.2736226,Bus,917
358,Heuberg,48.2259862,16.2833786,Bus,917
359,Jenschikweg,48.2240828,16.2934486,Bus,917
360,Otto-Hötzl-Weg,48.2219955,16.29124,Bus,916
361,Längenfeldgasse,48.1852369,16.3353,Bus,912
362,Schloss Schönbrunn,48.1880732,16.3126688,Straßenbahn,914
363,Matzleinsdorfer Platz,48.1788854,16.3584923,Bus,910
364,Exelbergsiedlung,48.2441477,16.2594853,Bus,917
365,Obere Augartenstraße,48.2225758,16.3759064,Bus,902
366,Friedrich-Engels-Platz,48.244043,16.3794403,Straßenbahn,920
367,Guneschgasse,48.2363529,16.3535094,Straßenbahn,919
368,Guneschgasse,48.236732,16.3536329,Straßenbahn,919
369,"Döblinger Hauptstraße, Gatterburggasse",48.2391175,16.3547023,Straßenbahn,919
370,"Döblinger Hauptstraße, Gatterburggasse",48.2387119,16.3545699,Straßenbahn,919
371,Pokornygasse,48.2409735,16.3555052,Straßenbahn,919
372,Sievering,48.2541947,16.3171631,Bus,919
373,Erzherzog-Karl-Straße,48.2296624,16.4530066,Bus,922
374,Gerstnerstraße/Westbahnhof,48.1954545,16.3382957,Straßenbahn,915
375,Westbahnhof,48.1964254,16.3391845,Straßenbahn,907
376,Brünner Straße/Hanreitergasse,48.2835682,16.4125985,Straßenbahn,921
377,Laudongasse,48.2130892,16.3495299,Bus,908
378,"Lainz, Wolkersbergenstraße",48.1751388,16.2742996,Straßenbahn,913
379,Versorgungsheimplatz,48.1727437,16.2760908,Straßenbahn,913
380,Nußdorfer Straße/Alserbachstraße,48.2247962,16.3549891,Straßenbahn,909
381,Grellgasse,48.2859492,16.4349867,Bus,921
382,Bahnhof Strebersdorf,48.2862073,16.3805404,Bus,921
383,Frödenplatz,48.1556664,16.3592525,Straßenbahn,910
384,Shuttleworthstraße,48.2712061,16.4056597,Straßenbahn,921
385,Daumegasse,48.1640172,16.3740706,Bus,910
386,Gaußplatz,48.2258616,16.3703792,Straßenbahn,902
387,Obere Donaustraße,48.2196485,16.3713367,Straßenbahn,902
388,Obere Augartenstraße,48.2225401,16.3749932,Straßenbahn,902
389,Margeritenweg,48.2319388,16.4942909,Bus,922
390,Rußbergstraße,48.2876052,16.3834479,Bus,921
391,Friedrich-Engels-Platz,48.2440557,16.3801012,Straßenbahn,920
392,Höchstädtplatz,48.2396769,16.377133,Straßenbahn,920
393,Dresdner Straße,48.2373143,16.3791569,Straßenbahn,920
394,Am Tabor,48.2256115,16.3839666,Straßenbahn,902
395,Schwedenplatz,48.2115855,16.3779537,Straßenbahn,901
396,Julius-Raab-Platz,48.2103402,16.3825439,Straßenbahn,901
397,Neulerchenfelder Straße/Haberlgasse,48.2118411,16.3304478,Straßenbahn,916
398,Neulerchenfelder Straße/Brunnengasse,48.2111149,16.3357349,Straßenbahn,916
399,Burgring,48.2041243,16.3633729,Straßenbahn,901
400,Schwarzenbergplatz,48.2018394,16.3750027,Bus,901
401,Währinger Straße-Volksoper,48.2254381,16.3492124,Bus,918
402,Hütteldorf,48.1970316,16.2608769,U-Bahn,914
403,Blindengasse,48.2109796,16.3407741,Straßenbahn,908
404,Börse,48.2156973,16.3664206,Bus,901
405,Josefstädter Straße,48.211397,16.3388476,Straßenbahn,916
406,Sternwartestraße,48.2289435,16.3500359,Straßenbahn,918
407,Hardtgasse,48.2361613,16.3489053,Bus,919
408,Halban-Kurz-Straße,48.1336868,16.3629798,Bus,923
409,Esterházygasse,48.1952627,16.3510405,Bus,906
410,Esterházygasse,48.1947911,16.3528387,Bus,906
411,"Alser Straße, Skodagasse",48.214852,16.3486238,Bus,908
412,Bellevuestraße,48.2483204,16.3283653,Bus,919
413,Obersteinergasse,48.2405905,16.3449969,Bus,919
414,Neuwaldegg,48.233601,16.291397,Straßenbahn,917
415,Stammersdorf,48.2978918,16.4204456,Straßenbahn,921
416,Van-Swieten-Kaserne,48.2928585,16.4179095,Straßenbahn,921
417,Haspingerplatz,48.2776518,16.4052024,Bus,921
418,Anton-Sattler-Gasse,48.2542548,16.4427808,Bus,922
419,Neu Breitenlee,48.2397881,16.490432,Bus,922
420,Polgarstraße,48.2316753,16.4488816,Bus,922
421,Tillmanngasse,48.2591023,16.457258,Bus,922
422,Strehlgasse,48.2464629,16.314727,Bus,919
423,"Raffineriestraße, Ostbahnbrücke",48.2057284,16.4487304,Bus,922
424,Anschützgasse,48.1902533,16.3226816,Straßenbahn,915
425,Glanzing,48.2431479,16.3218468,Bus,919
426,Konstanziagasse,48.2276845,16.4575185,Straßenbahn,922
427,Burggasse-Stadthalle,48.2020205,16.3371802,Straßenbahn,915
428,Nußdorf Beethovengang,48.2597874,16.3626407,Straßenbahn,919
429,Nußdorf Beethovengang,48.2595363,16.3627383,Straßenbahn,919
430,Franz-Jonas-Platz/Schleife,48.2554433,16.3989375,Straßenbahn,921
431,Oberdöbling,48.2447925,16.3442627,Bus,919
432,Geiereckstraße,48.1750497,16.3995962,Straßenbahn,911
433,Valiergasse,48.157094,16.4687042,Straßenbahn,911
434,Laudongasse,48.2134155,16.3484267,Bus,908
435,Lederergasse/Josefstädter Straße,48.2097819,16.3488471,Bus,908
436,Rainergasse,48.1886172,16.3679148,Bus,904
437,Belvederegasse,48.1900072,16.3716058,Bus,904
438,Kolschitzkygasse,48.1879618,16.3731436,Bus,904
439,Argentinierstraße,48.1885468,16.3768655,Bus,904
440,Rainergasse,48.1879696,16.3688192,Bus,904
441,Piaristengasse,48.2066643,16.3512786,Bus,908
