Id,Name,Latitude,Longitude,Kategorie,Bezirk_Code
2428,Längenfeldgasse,48.1849861,16.3355637,Bus,912
2429,Siedlung Heuberg,48.227321,16.279909,Bus,917
2430,Hansl-Schmid-Weg,48.2143713,16.2844807,Bus,916
2431,Plankengasse,48.2063962,16.3700645,Bus,901
2432,Liesing,48.1348541,16.2832842,Bus,923
2433,Liesing,48.1350988,16.2835919,Bus,923
2434,Amtshaus Muthgasse,48.2517816,16.3696824,Bus,919
2435,Boschstraße/Halteraugasse,48.2518625,16.3656782,Bus,919
2436,Brigittaplatz,48.2322659,16.3705022,Bus,920
2437,Brigittaplatz,48.2329567,16.3701846,Bus,920
2438,Döblinger Steg,48.2407008,16.3653878,Bus,920
2439,Döblinger Steg,48.2409667,16.3655817,Bus,920
2440,Gaußplatz,48.2265912,16.3701201,Bus,920
2441,Heiligenstädter Brücke,48.2439138,16.3679495,Bus,920
2442,Kleine Stadtgutgasse,48.2196194,16.389168,Bus,902
2443,Gürtelbrücke,48.2375635,16.3650898,Bus,920
2444,Kreilplatz,48.2543659,16.3666563,Bus,919
2445,Michael-Neumann-Gasse,48.2470831,16.3673738,Bus,919
2446,Mooslackengasse,48.2486937,16.3682995,Bus,919
2447,Muthgasse,48.2449053,16.3668256,Bus,919
2448,Obere Augartenstraße,48.2225241,16.3758243,Bus,902
2449,Rueppgasse,48.2205276,16.3864962,Bus,902
2450,Taborstraße,48.2192912,16.3803675,Bus,902
2451,Taborstraße,48.2195819,16.3799276,Bus,902
2452,Heinestraße,48.221637,16.3820673,Bus,902
2453,Heinestraße,48.2220702,16.3827846,Bus,902
2454,Volkertplatz,48.222738,16.3856749,Bus,902
2455,Wallensteinplatz,48.229734,16.3711032,Bus,920
2456,Wexstraße,48.2362779,16.3653611,Bus,920
2457,Gürtelbrücke,48.2364181,16.3653249,Bus,920
2458,Hüttergasse,48.2132926,16.2267413,Bus,914
2459,Alte Donau,48.2379985,16.4237543,Bus,922
2460,ArbeiterInnenstrand,48.2432069,16.4141705,Bus,922
2461,Bundessportbad,48.2400133,16.420975,Bus,922
2462,Donau-City Nord,48.2354231,16.408083,Bus,922
2463,Donauturm,48.2418957,16.4086013,Bus,922
2464,Friedstraße,48.2449126,16.4050083,Bus,921
2465,Friedstraße,48.2458506,16.40489,Bus,921
2466,Josef-Melichar-Gasse,48.2455377,16.4012214,Bus,921
2467,Josef-Melichar-Gasse,48.246419,16.4013842,Bus,921
2468,Julius-Payer-Gasse,48.2344029,16.4211815,Bus,922
2469,Kaisermühlen - VIC,48.2327347,16.4157393,Bus,922
2470,Kaisermühlen - VIC,48.2327523,16.4155409,Bus,922
2471,Kugelfanggasse,48.2461808,16.3985437,Bus,921
2472,Neue Donau,48.246393,16.3951784,Bus,921
2473,Neue Donau,48.2464449,16.3954272,Bus,921
2474,Sandrockgasse,48.2467892,16.3989389,Bus,921
2475,Strandbad Alte Donau,48.2421405,16.4165088,Bus,922
2476,Verbindungsweg,48.2412521,16.4029968,Bus,921
2477,Verbindungsweg,48.2412851,16.40378,Bus,921
2478,Warhanekgasse,48.2441531,16.4080883,Bus,921
2479,Warhanekgasse,48.2449147,16.4085042,Bus,921
2480,Wildbadgasse,48.2444391,16.4100634,Bus,921
2481,Aspern Sportplatz,48.2135521,16.4805878,Bus,922
2482,Aspern Sportplatz,48.2136916,16.4808292,Bus,922
2483,"Aspern, Zachgasse",48.2171398,16.4872396,Bus,922
2484,Asperner Heldenplatz,48.2170004,16.4832393,Bus,922
2485,Asperner Heldenplatz,48.2166195,16.4830928,Bus,922
2486,Kleehäufel,48.2080155,16.4459728,Bus,922
2487,Kleehäufel,48.2080909,16.4457923,Bus,922
2488,Dampfkraftwerk,48.1974334,16.4609942,Bus,922
2489,Dampfkraftwerk,48.1975031,16.4608949,Bus,922
2490,Dampfschiffhaufen,48.2168261,16.4326409,Bus,922
2491,Dampfschiffhaufen,48.2173031,16.4319626,Bus,922
2492,Donaustadtbrücke,48.2121889,16.4400061,Bus,922
2493,Donaustadtbrücke,48.2124735,16.4398504,Bus,922
2494,Ehrenpreisgasse,48.2179622,16.4613405,Bus,922
2495,Ehrenpreisgasse,48.218046,16.4612308,Bus,922
2496,Finsterbuschstraße Mitte,48.1708624,16.5019836,Bus,922
2497,Finsterbuschstraße Nord,48.1734436,16.4978604,Bus,922
2498,"Finsterbuschstraße, Öllager",48.1683319,16.5060868,Bus,922
2499,Frachtenbahnhof Lobau,48.1878359,16.4754473,Bus,922
2500,Franz-Pletersky-Weg,48.2132473,16.4511121,Bus,922
2501,Franz-Pletersky-Weg,48.2133236,16.4503699,Bus,922
2502,Goethehof,48.2294777,16.4190512,Bus,922
2503,Hardeggasse,48.2206896,16.4578441,Bus,922
2504,Hardeggasse,48.2207325,16.4575024,Bus,922
2505,Harrachgasse,48.2221684,16.4253466,Bus,922
2506,Kaisermühlenstraße,48.2134656,16.4415801,Bus,922
2507,Kanalstraße,48.2127368,16.4555964,Bus,922
2508,Kanalstraße,48.2129082,16.4560938,Bus,922
2509,Sanddorngasse,48.2186337,16.457833,Bus,922
2510,Kierischitzweg,48.1999062,16.4573344,Bus,922
2511,Kierischitzweg,48.2000873,16.4570532,Bus,922
2512,Lobgrundstraße,48.1770789,16.4921112,Bus,922
2513,Mendelssohngasse,48.2256762,16.4241023,Bus,922
2514,Mühlwasserstraße,48.214352,16.4449953,Bus,922
2515,Neue Donau Mitte,48.2197538,16.4285779,Bus,922
2516,Neue Donau Mitte,48.220169,16.4280487,Bus,922
2517,"Raffineriestraße, Ostbahnbrücke",48.2056627,16.4487476,Bus,922
2518,Raffineriestraße/Biberhaufenweg,48.1934013,16.4669781,Bus,922
2519,Raffineriestraße/Biberhaufenweg,48.1933371,16.4670718,Bus,922
2520,Schödlbergergasse,48.2285012,16.4203607,Bus,922
2521,Schüttauplatz,48.226119,16.4235006,Bus,922
2522,Schüttauplatz,48.2266229,16.4228242,Bus,922
2523,Schüttaustraße,48.2308104,16.4172022,Bus,922
2524,Schüttaustraße,48.2308461,16.4172415,Bus,922
2525,Seidelbastgasse,48.2141942,16.4714435,Bus,922
2526,Siegesplatz,48.2175197,16.4859893,Bus,922
2527,Siegesplatz,48.2176137,16.4853626,Bus,922
2528,Stadlauer Friedhof,48.2198351,16.4584013,Bus,922
2529,Strandbad Stadlau,48.2143011,16.4563155,Bus,922
2530,Strandbad Stadlau,48.2145332,16.4563652,Bus,922
2531,Wohnpark Lobau,48.217232,16.4573778,Bus,922
2532,Wohnpark Lobau,48.2176798,16.4575374,Bus,922
2533,Haßlwanderweg,48.2126701,16.4789477,Bus,922
2534,Haßlwanderweg,48.2128199,16.4782333,Bus,922
2535,Wulzendorfstraße,48.215386,16.4681429,Bus,922
2536,Zentraltanklager,48.1781462,16.4944706,Bus,922
2537,An der Bien,48.2069337,16.4802809,Bus,922
2538,"Aspernstraße, Oberdorfstraße",48.219556,16.48101,Bus,922
2539,"Aspernstraße, Oberdorfstraße",48.2203305,16.4806959,Bus,922
2540,Benatzkygasse,48.22989,16.4396244,Bus,922
2541,Benatzkygasse,48.2299761,16.439608,Bus,922
2542,Brockhausengasse,48.207499,16.4769694,Bus,922
2543,Danzergasse,48.2087707,16.4884741,Bus,922
2544,Donaustadtbrücke,48.2123564,16.4397916,Bus,922
2545,Donaustadtbrücke,48.2125333,16.4397249,Bus,922
2546,Siebeckstraße,48.2422393,16.4343225,Bus,922
2547,Eisstoßgasse,48.2178968,16.4409085,Bus,922
2548,Fischergrund,48.2160913,16.4409206,Bus,922
2549,Husarenweg,48.2024046,16.4653231,Bus,922
2550,Husarenweg,48.2028677,16.4644348,Bus,922
2551,In der Au,48.2093149,16.4860892,Bus,922
2552,In der Au,48.2092859,16.4862183,Bus,922
2553,Kagraner Brücke,48.2390933,16.4305196,Bus,922
2554,Kagraner Brücke,48.2395485,16.4307598,Bus,922
2555,Kanalstraße,48.2124321,16.4560084,Bus,922
2556,Veitschiweg,48.2261927,16.4405225,Bus,922
2557,Lobaugasse,48.2054525,16.4866396,Bus,922
2558,Mühlwasser,48.2039628,16.4755867,Bus,922
2559,Mühlwasser,48.2041103,16.4757796,Bus,922
2560,Naufahrtbrücke,48.1995527,16.4699816,Bus,922
2561,Oberdorfstraße,48.2177852,16.4800137,Bus,922
2562,Oberdorfstraße,48.2178525,16.4800499,Bus,922
2563,Otto-Weber-Gasse,48.2049092,16.4560185,Bus,922
2564,Otto-Weber-Gasse,48.2049898,16.4557385,Bus,922
2565,Plattensteinergasse,48.2113507,16.4788035,Bus,922
2566,Rallenweg,48.2044547,16.458669,Bus,922
2567,Zillbauerplatz,48.2079559,16.4546676,Bus,922
2568,Schillwasserweg,48.2055912,16.4540208,Bus,922
2569,Schillwasserweg,48.2058833,16.4528404,Bus,922
2570,Siedlung Einigkeit,48.2218741,16.4408951,Bus,922
2571,Steinbrechergasse,48.2337339,16.4386836,Bus,922
2572,Himmelteich,48.2255391,16.5206178,Bus,922
2573,Memlinggasse,48.2283518,16.5217178,Bus,922
2574,Memlinggasse,48.2283953,16.5217364,Bus,922
2575,Seefeldergasse,48.2129658,16.5290954,Bus,922
2576,Agrarweg,48.2497866,16.5256626,Bus,922
2577,Agrarweg,48.2498278,16.5253146,Bus,922
2578,Daphneweg,48.2443477,16.5312133,Bus,922
2579,Heringgasse,48.2342386,16.5215571,Bus,922
2580,Heringgasse,48.2342967,16.5215824,Bus,922
2581,Neueßling,48.2495142,16.5326926,Bus,922
2582,Deinleingasse,48.2217614,16.4440263,Bus,922
2583,Deinleingasse,48.2216832,16.4438176,Bus,922
2584,Lange Allee,48.2270254,16.444521,Bus,922
2585,Erzherzog-Karl-Straße,48.2296376,16.4520849,Bus,922
2586,Freihofsiedlung,48.2421867,16.4501123,Bus,922
2587,Mergenthalerplatz,48.2433975,16.4467581,Bus,922
2588,Neukagran,48.2364454,16.4475449,Bus,922
2589,Portnergasse,48.2443423,16.4440467,Bus,922
2590,Schreinerweg,48.2274801,16.4469612,Bus,922
2591,Schreinerweg,48.2275003,16.4474662,Bus,922
2592,Siebenbürgerstraße,48.2331068,16.4466533,Bus,922
2593,Siebenbürgerstraße,48.2332199,16.4466756,Bus,922
2594,Smolagasse,48.2276268,16.4513785,Bus,922
2595,Steigenteschgasse,48.2454641,16.4396449,Bus,922
2596,Riemergasse,48.2080871,16.3772637,Bus,901
2597,Akademietheater,48.2000094,16.3771325,Bus,903
2598,Wittelsbachstraße,48.2062797,16.3979914,Bus,902
2599,Franzensbrücke,48.2135098,16.391961,Bus,902
2600,Friedensgasse,48.2029053,16.4026618,Bus,902
2601,Friedensgasse,48.2036191,16.4024611,Bus,902
2602,Josef-Gall-Gasse,48.20931,16.3970608,Bus,902
2603,Josef-Gall-Gasse,48.2098124,16.3978994,Bus,902
2604,Kurzbauergasse,48.2115234,16.3955062,Bus,902
2605,Lukschgasse,48.2024,16.4052111,Bus,902
2606,Lukschgasse,48.2028473,16.4056247,Bus,902
2607,Stadionbrücke,48.1973456,16.4111125,Bus,902
2608,Klaschkaweg,48.1988861,16.4138995,Bus,902
2609,Klaschkaweg,48.1991848,16.4141705,Bus,902
2610,Stadionbrücke,48.1973075,16.4119117,Bus,902
2611,Vivariumstraße,48.2142761,16.3933881,Bus,902
2612,Aignerstraße,48.2461922,16.374962,Bus,920
2613,Aignerstraße,48.2464593,16.3749604,Bus,920
2614,Allerheiligengasse,48.2387053,16.3864844,Bus,920
2615,Allerheiligengasse,48.2388609,16.3863083,Bus,920
2616,Brigittagasse,48.2331412,16.3747512,Bus,920
2617,Brigittagasse,48.2335193,16.3747345,Bus,920
2618,Dammstraße,48.2346815,16.3752529,Bus,920
2619,Dresdner Straße,48.2364489,16.3784569,Bus,920
2620,Pasettistraße,48.2377845,16.3815798,Bus,920
2621,Dresdner Straße,48.2374601,16.3805568,Bus,920
2622,Engerthstraße/Traisengasse,48.2366006,16.388908,Bus,920
2623,Friedrich-Engels-Platz,48.2435081,16.3795353,Bus,920
2624,Friedrich-Engels-Platz,48.2439447,16.3800106,Bus,920
2625,Gaußplatz,48.2263792,16.3704958,Bus,920
2626,Glockengasse,48.2177831,16.3819496,Bus,902
2627,Griegstraße,48.2494042,16.3753451,Bus,920
2628,Johannes-von-Gott-Platz,48.2158808,16.3826039,Bus,902
2629,Karl-Meißl-Straße,48.2284169,16.3736622,Bus,920
2630,Karmeliterplatz,48.2156425,16.3798357,Bus,902
2631,Karmeliterplatz,48.2163345,16.380426,Bus,902
2632,Leystraße,48.2439886,16.3769893,Bus,920
2633,Leystraße,48.2441876,16.3768041,Bus,920
2634,Lorenz-Böhler-Unfallkrankenhaus,48.2363698,16.383104,Bus,920
2635,Leopoldsgasse,48.220146,16.3763459,Bus,902
2636,Leopoldsgasse,48.2204337,16.3759396,Bus,902
2637,Nestroyplatz,48.2148523,16.3841023,Bus,902
2638,Nestroyplatz/Praterstraße,48.21641,16.386284,Bus,902
2639,Obere Augartenstraße,48.2223553,16.3748802,Bus,902
2640,Rauscherstraße,48.2307203,16.3753752,Bus,920
2641,Tandelmarktgasse,48.217045,16.3775955,Bus,902
2642,Tandelmarktgasse,48.2172897,16.3775883,Bus,902
2643,Traisengasse,48.2346242,16.3850648,Bus,920
2644,Wasnergasse,48.2294654,16.3768701,Bus,920
2645,Clemens-Holzmeister-Straße,48.16781,16.3471579,Bus,910
2646,Carl-Appel-Straße,48.1688584,16.3446019,Bus,910
2647,Wienerberg City,48.1679695,16.3447302,Bus,910
2648,Kärntner Straße,48.2037488,16.3697545,Bus,901
2649,Antonsplatz,48.1702883,16.378861,Bus,910
2650,Bahnhof Meidling,48.1744421,16.3316007,Bus,912
2651,Belgradplatz,48.1742777,16.3604143,Bus,910
2652,Davidgasse/Knöllgasse,48.175171,16.3569807,Bus,910
2653,Davidgasse/Knöllgasse,48.1753299,16.3566187,Bus,910
2654,Eibesbrunnergasse,48.1710041,16.3376761,Bus,912
2655,Fernkorngasse,48.1740687,16.3635523,Bus,910
2656,Klinik Favoriten,48.1748571,16.348466,Bus,910
2657,Gesundheitszentrum Süd,48.1700018,16.344642,Bus,910
2658,Herzgasse,48.1723588,16.3661361,Bus,910
2659,Leibnizgasse,48.1707716,16.3754125,Bus,910
2660,Martin-Luther-King-Park,48.1755963,16.3517934,Bus,910
2661,Martin-Luther-King-Park,48.1756903,16.3524733,Bus,910
2662,Unfallkrankenhaus Meidling,48.1734533,16.3450193,Bus,912
2663,Am Fasangarten,48.1710829,16.3053209,Bus,912
2664,Edelsinnstraße,48.1719609,16.3119339,Bus,912
2665,Gaßmannstraße,48.174298,16.3127195,Bus,913
2666,Graf-Seilern-Gasse,48.1710355,16.3087169,Bus,913
2667,Klimtgasse,48.1728545,16.3009929,Bus,913
2668,"Küniglberg, ORF-Zentrum",48.1755115,16.2913094,Bus,913
2669,Montecuccoliplatz,48.1751171,16.2975007,Bus,913
2670,Montecuccoliplatz,48.1753537,16.2974053,Bus,913
2671,Weißenthurngasse,48.1748518,16.314483,Bus,912
2672,Pohlgasse,48.1786772,16.3238683,Bus,912
2673,Ruckergasse,48.1773364,16.3261474,Bus,912
2674,Gatterholzgasse,48.1789228,16.3209662,Bus,912
2675,Tivoligasse,48.1805682,16.3211869,Bus,912
2676,Adamovichgasse,48.1428153,16.3388651,Bus,923
2677,Altmannsdorfer Straße,48.1643672,16.3155134,Bus,912
2678,Am Schöpfwerk,48.1615091,16.3247599,Bus,912
2679,Am Schöpfwerk/Eibesbrunnergasse,48.1605848,16.3297092,Bus,912
2680,Am Schöpfwerk/Eibesbrunnergasse,48.1606596,16.3293847,Bus,912
2681,Computerstraße,48.1578908,16.3410434,Bus,910
2682,"Computerstraße, Gutheil-Schoder-Gasse",48.1597701,16.3372745,Bus,910
2683,Edmund-Reim-Gasse,48.1625497,16.3140972,Bus,912
2684,Gutheil-Schoder-Gasse,48.1593361,16.3358548,Bus,910
2685,Gutheil-Schoder-Gasse,48.1594455,16.3357635,Bus,910
2686,Neusteinhof,48.1572842,16.3332876,Bus,923
2687,Neusteinhof,48.1572702,16.3329687,Bus,923
2688,Hervicusgasse,48.1677308,16.3047418,Bus,912
2689,Jungbauerweg,48.1552355,16.3454056,Bus,910
2690,Jungbauerweg,48.1553305,16.3451197,Bus,910
2691,Khleslplatz,48.1625565,16.3221103,Bus,912
2692,"Inzersdorf, Kolpingstraße",48.1411822,16.3423545,Bus,923
2693,Lamezanstraße,48.1405405,16.336979,Bus,923
2694,Lamezanstraße,48.1407519,16.3370701,Bus,923
2695,Lichtensterngasse,48.158947,16.3298659,Bus,912
2696,Marschallplatz,48.1657149,16.3036048,Bus,912
2697,Nauheimergasse,48.1573851,16.331451,Bus,912
2698,Otto-Probst-Platz,48.1539156,16.3487741,Bus,910
2699,"Inzersdorf, Kirchenplatz",48.1501504,16.3472716,Bus,923
2700,Pfarrgasse/Traviatagasse,48.1424936,16.3431337,Bus,923
2701,Richard-Strauss-Straße,48.1377288,16.338097,Bus,923
2702,Rothenburgstraße,48.1631902,16.3188543,Bus,912
2703,Sagedergasse,48.1611236,16.3195236,Bus,912
2704,Traviatagasse,48.1435179,16.3416941,Bus,923
2705,"Inzersdorf, Slamastraße",48.1389243,16.3415582,Bus,923
2706,Sterngasse,48.1481227,16.3427311,Bus,923
2707,Traviatagasse,48.1439557,16.340662,Bus,923
2708,Traviatagasse,48.144497,16.341126,Bus,923
2709,Zanaschkagasse,48.157022,16.3286267,Bus,912
2710,Franz-Schreker-Gasse,48.1532879,16.3630097,Bus,910
2711,Josef-Enslein-Platz,48.1518393,16.3716925,Bus,910
2712,Oberlaaer Straße,48.1482362,16.3614292,Bus,923
2713,Alaudagasse,48.152627,16.3817484,Bus,910
2714,Selma-Lagerlöf-Gasse,48.150935,16.3764284,Bus,910
2715,Stockholmer Platz,48.1492745,16.3823688,Bus,910
2716,Stockholmer Platz,48.1497865,16.3819493,Bus,910
2717,Wienerfeld,48.1540162,16.3645721,Bus,910
2718,Wienerfeld,48.1546129,16.3641724,Bus,910
2719,Bischofgasse,48.1380772,16.3977019,Bus,910
2720,Grundäckergasse,48.1395931,16.3922172,Bus,910
2721,Hämmerlegasse,48.1387272,16.3945841,Bus,910
2722,Johann-Friedl-Gasse,48.1370657,16.4072692,Bus,910
2723,Kirsteweg,48.1324415,16.4178848,Bus,910
2724,Klederinger Straße,48.1314195,16.4233808,Bus,910
2725,Kurt-Tichy-Gasse,48.1403961,16.3901859,Bus,910
2726,Leopoldsdorfer Straße,48.1379757,16.3993907,Bus,910
2727,Leopoldsdorfer Straße,48.1379794,16.3998874,Bus,910
2728,Sebastianbrücke,48.1345276,16.4145126,Bus,910
2729,Oberlaaer Platz,48.1374883,16.4040386,Bus,910
2730,Oberlaaer Platz,48.1375406,16.4042526,Bus,910
2731,Unterlaa,48.1329177,16.4141922,Bus,910
2732,"Unterlaa, Stadtgrenze",48.1311139,16.4274575,Bus,910
2733,Unterlaaer Straße,48.1359295,16.4120177,Bus,910
2734,Ada-Christen-Gasse,48.1527953,16.3860896,Bus,910
2735,Adolf-Unger-Gasse,48.1488919,16.3855913,Bus,910
2736,Himberger Straße,48.143424,16.3822175,Bus,910
2737,Hubert-Gsur-Gasse,48.146308,16.3890087,Bus,910
2738,Max-Fleischer-Gasse,48.1507645,16.3898425,Bus,910
2739,Oberlaaer Straße,48.1476998,16.3623565,Bus,923
2740,Siedlung Blumental,48.1458684,16.3614818,Bus,923
2741,Sulzengasse,48.1448522,16.3744223,Bus,923
2742,Südrandstraße,48.1423169,16.3669921,Bus,923
2743,Wagner-Schönkirch-Gasse,48.1435466,16.363356,Bus,923
2744,Albrechtskreithgasse,48.2190546,16.3204267,Bus,917
2745,Albrechtskreithgasse,48.2194776,16.3205554,Bus,916
2746,Auf der Schmelz,48.2037195,16.316735,Bus,915
2747,Auf der Schmelz,48.2035919,16.3165934,Bus,915
2748,"Barawitzkagasse, Hohe Warte",48.2445986,16.3564207,Bus,919
2749,Blaasstraße,48.2371173,16.3419617,Bus,919
2750,Chimanistraße,48.2395114,16.3439345,Bus,919
2751,Czartoryskigasse,48.2276875,16.3272699,Bus,918
2752,Czartoryskigasse,48.2279613,16.3276555,Bus,918
2753,Dänenstraße,48.2370881,16.3340973,Bus,919
2754,Dänenstraße,48.2370882,16.3349605,Bus,919
2755,Gunoldstraße,48.2446581,16.3611817,Bus,919
2756,Hardtgasse,48.2370767,16.348018,Bus,919
2757,Possingergasse,48.2106611,16.3186363,Bus,916
2758,"Hernals, Wattgasse",48.220922,16.321083,Bus,917
2759,"Hernals, Wattgasse",48.2219045,16.3216386,Bus,917
2760,Johnstraße,48.1987458,16.3189473,Bus,915
2761,Märzstraße,48.1959704,16.3182963,Bus,915
2762,Märzstraße,48.1965308,16.3185242,Bus,915
2763,Linzer Straße,48.1929651,16.3166355,Bus,914
2764,Meidling Hauptstraße,48.1838905,16.3285189,Bus,915
2765,Familienplatz,48.2138906,16.3189599,Bus,916
2766,Familienplatz,48.2144119,16.3190419,Bus,916
2767,Possingergasse,48.2091984,16.318118,Bus,916
2768,Richthausenstraße,48.2238176,16.3227308,Bus,917
2769,Rotenmühlgasse,48.1837504,16.3239379,Bus,912
2770,Saarplatz,48.2451958,16.3500466,Bus,919
2771,Schuhmeierplatz,48.2110271,16.3187623,Bus,916
2772,Schuhmeierplatz,48.211818,16.3189789,Bus,916
2773,Silbergasse,48.2430203,16.3488579,Bus,919
2774,Türkenschanzplatz,48.2345985,16.3283024,Bus,918
2775,Türkenschanzplatz,48.2347538,16.3278918,Bus,918
2776,Wilhelminenstraße,48.2159547,16.3194213,Bus,916
2777,Wilhelminenstraße,48.2165027,16.3195949,Bus,916
2778,Dr-Adolf-Schärf-Heim,48.2456924,16.370638,Bus,920
2779,Elderschplatz,48.2176241,16.412769,Bus,902
2780,Elderschplatz,48.2181737,16.4119603,Bus,902
2781,Engerthstraße/Traisengasse,48.2361788,16.3894041,Bus,920
2782,Forsthausgasse,48.2452406,16.3750402,Bus,920
2783,Geistingergasse,48.245472,16.3627722,Bus,919
2784,Bahnhof Heiligenstadt,48.248993,16.3645316,Bus,919
2785,Hillerstraße,48.220935,16.4080863,Bus,902
2786,Hillerstraße,48.2214073,16.4074114,Bus,902
2787,Holubstraße,48.2315884,16.3948207,Bus,902
2788,Holubstraße,48.2320394,16.3942922,Bus,902
2789,Jungstraße,48.2210695,16.4057638,Bus,902
2790,Lassallestraße,48.2232316,16.4029525,Bus,902
2791,Lassallestraße,48.223828,16.4021835,Bus,902
2792,Pensionistenwohnhaus Prater,48.2136545,16.4183219,Bus,902
2793,Pensionistenwohnhaus Prater,48.2138019,16.418113,Bus,902
2794,Pensionsversicherungsanstalt,48.2292958,16.3975502,Bus,902
2795,Stadion,48.2108865,16.4216176,Bus,902
2796,Sturgasse,48.2164784,16.414334,Bus,902
2797,Vorgartenstraße,48.2244751,16.4013822,Bus,902
2798,Walcherstraße,48.2261883,16.4011969,Bus,902
2799,Laxenburger Straße/Raxstraße,48.1651348,16.3677911,Bus,910
2800,Männertreugasse,48.1598319,16.4047154,Bus,910
2801,Arndtstraße,48.1837268,16.3370894,Bus,912
2802,Margaretenplatz,48.1909887,16.3578125,Bus,905
2803,Leopold-Moses-Gasse,48.2229682,16.3960909,Bus,902
2804,Max-Winter-Platz,48.2210225,16.4003729,Bus,902
2805,Messe-Prater,48.2176729,16.4035297,Bus,902
2806,Praterstern,48.2203611,16.3931325,Bus,902
2807,Südportalstraße,48.2129302,16.4076865,Bus,902
2808,Hannah-Arendt-Platz,48.2245925,16.5013187,Bus,922
2809,Jakob-Bindel-Platz,48.2467061,16.4724266,Bus,922
2810,Marietta-Blau-Gasse,48.241131,16.4593368,Bus,922
2811,Süßenbrunner Straße/Breitenleer Straße,48.2510629,16.4769443,Bus,922
2812,Auernheimergasse,48.2031637,16.5183427,Bus,922
2813,Bambergergasse,48.2060226,16.5154531,Bus,922
2814,Christine-Touaillon-Straße,48.2229962,16.5104627,Bus,922
2815,Christine-Touaillon-Straße,48.2233349,16.5100292,Bus,922
2816,Englisch-Feld-Gasse,48.2098325,16.5363029,Bus,922
2817,Eßling Schule,48.2140412,16.5264842,Bus,922
2818,Eßling Schule,48.2144464,16.5245229,Bus,922
2819,"Eßling, Stadtgrenze",48.2085757,16.5396067,Bus,922
2820,Kaposigasse,48.2022132,16.5168796,Bus,922
2821,Kirschenallee,48.2145032,16.5190922,Bus,922
2822,Lannesstraße,48.2151933,16.5105088,Bus,922
2823,Mühlhäufel,48.2031966,16.5221622,Bus,922
2824,Mühlhäufelgasse,48.2082464,16.5265006,Bus,922
2825,Podlahagasse,48.2109416,16.5333167,Bus,922
2826,Podlahagasse,48.211035,16.5330873,Bus,922
2827,Raphael-Donner-Allee,48.2058858,16.5234644,Bus,922
2828,Raphael-Donner-Allee,48.2060622,16.5229323,Bus,922
2829,Rosalia-Chladek-Gasse,48.2117869,16.5290639,Bus,922
2830,Schlachthammerstraße,48.2123332,16.5241172,Bus,922
2831,Seefeldergasse,48.2128228,16.5293961,Bus,922
2832,Seestadt,48.2250416,16.5082183,Bus,922
2833,Seestadt,48.225144,16.5082561,Bus,922
2834,Ultzmanngasse,48.2060936,16.5180956,Bus,922
2835,Wiethestraße,48.2078949,16.5237043,Bus,922
2836,Wiethestraße,48.2081509,16.5237517,Bus,922
2837,Kapellenweg,48.2187581,16.4698973,Bus,922
2838,Schütthäufel,48.2085464,16.4701194,Bus,922
2839,Hausfeldstraße,48.2337603,16.4872401,Bus,922
2840,Vernholzgasse,48.2269793,16.4521051,Bus,922
2841,Zanggasse,48.238983,16.4851016,Bus,922
2842,Bambergergasse,48.2061899,16.5152538,Bus,922
2843,Dumreichergasse,48.2073,16.5105485,Bus,922
2844,Im Gestockert,48.2062987,16.5114198,Bus,922
2845,Ultzmanngasse,48.2060899,16.5182055,Bus,922
2846,Karl-Bednarik-Gasse,48.245388,16.4831142,Bus,922
2847,Bernreiterplatz,48.2811648,16.406176,Bus,921
2848,Bernreiterplatz,48.2815809,16.4065122,Bus,921
2849,Brünner Straße/Hanreitergasse,48.2842909,16.4124908,Bus,921
2850,Dahliengasse,48.2868586,16.4446929,Bus,921
2851,Dahliengasse,48.2869993,16.4451152,Bus,921
2852,Draugasse,48.2855147,16.4392451,Bus,921
2853,Allissen,48.2863762,16.4302374,Bus,921
2854,Großjedlersdorf,48.2771238,16.4078406,Bus,921
2855,Toni-Fritsch-Weg,48.2849433,16.4094294,Bus,921
2856,Haspingerplatz,48.2772539,16.405672,Bus,921
2857,Illgasse,48.2878951,16.4478284,Bus,921
2858,Lafnitzgasse,48.2816105,16.4564004,Bus,921
2859,Kollarzgasse,48.2854583,16.4256828,Bus,921
2860,Pulkaugasse,48.282887,16.4531384,Bus,921
2861,Mitterhofergasse,48.2777352,16.4030862,Bus,921
2862,Mitterhofergasse,48.2779002,16.4022234,Bus,921
2863,Mühlweg,48.2935509,16.3929942,Bus,921
2864,Ratzenhofergasse,48.2840803,16.4195532,Bus,921
2865,Ratzenhofergasse,48.2843032,16.4201061,Bus,921
2866,Rußbergstraße,48.2877322,16.383443,Bus,921
2867,Schippergasse,48.2835135,16.4175582,Bus,921
2868,Steinamangergasse,48.2835969,16.4026426,Bus,921
2869,Strebersdorfer Platz,48.2954323,16.3888022,Bus,921
2870,Ödenburger Straße/Schulzentrum,48.281828,16.4016053,Bus,921
2871,Ödenburger Straße/Schulzentrum,48.2821389,16.4017576,Bus,921
2872,Anton-Sattler-Gasse,48.2543517,16.4427364,Bus,922
2873,Berzeliusgasse,48.275515,16.410847,Bus,921
2874,Berzeliusgasse,48.2757959,16.4102458,Bus,921
2875,Zehdengasse,48.2592371,16.4382605,Bus,922
2876,Zehdengasse,48.259787,16.4380993,Bus,921
