DATE,BICYCLE,BIKESHARING,BY_FOOT,CAR,CARSHARING,MOTORBIKE,PUBLIC_TRANSPORT
2013-12-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2014-01-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-02-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-03-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-04-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-05-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-06-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-07-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-08-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-09-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-10-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-11-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2014-12-01,0.07107107107107107,0.0,0.26126126126126126,0.27127127127127126,0.0,0.005005005005005006,0.3913913913913914
2015-01-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-02-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-03-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-04-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-05-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-06-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-07-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-08-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-09-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-10-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-11-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2015-12-01,0.06806806806806806,0.0,0.2732732732732733,0.26726726726726724,0.0,0.002002002002002002,0.38938938938938933
2016-01-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-02-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-03-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-04-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-05-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-06-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-07-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-08-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-09-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-10-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-11-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2016-12-01,0.06979062811565304,0.0009970089730807576,0.27018943170488535,0.26919242273180455,0.0019940179461615153,0.002991026919242273,0.38484546360917243
2017-01-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-02-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-03-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-04-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-05-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-06-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-07-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-08-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-09-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-10-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-11-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2017-12-01,0.065,0.001,0.284,0.26899999999999996,0.0,0.005,0.376
2018-01-01,0.06906906906906907,0.0,0.26326326326326327,0.2832832832832833,0.001001001001001001,0.005005005005005006,0.3783783783783783
