DATE,BICYCLE,BIKESHARING,BY_FOOT,CAR,CARSHARING,MOTORBIKE,PUBLIC_TRANSPORT
2005-01-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-02-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-03-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-04-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-05-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-06-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-07-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-08-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-09-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-10-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-11-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2005-12-01,0.03,0.0,0.28,0.34,0.0,0.01,0.34
2006-01-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-02-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-03-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-04-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-05-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-06-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-07-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-08-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-09-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-10-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-11-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2006-12-01,0.04,0.0,0.27,0.34,0.0,0.0,0.35
2007-01-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-02-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-03-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-04-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-05-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-06-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-07-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-08-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-09-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-10-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-11-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2007-12-01,0.05,0.0,0.28,0.32,0.0,0.0,0.35
2008-01-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-02-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-03-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-04-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-05-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-06-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-07-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-08-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-09-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-10-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-11-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2008-12-01,0.05,0.0,0.27,0.33,0.0,0.0,0.35
2009-01-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-02-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-03-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-04-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-05-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-06-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-07-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-08-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-09-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-10-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-11-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2009-12-01,0.055,0.0,0.266,0.321,0.0,0.004,0.354
2010-01-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-02-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-03-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-04-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-05-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-06-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-07-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-08-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-09-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-10-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-11-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2010-12-01,0.046,0.0,0.284,0.305,0.0,0.004,0.361
2011-01-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-02-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-03-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-04-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-05-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-06-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-07-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-08-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-09-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-10-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-11-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2011-12-01,0.055999999999999994,0.0,0.28300000000000003,0.285,0.0,0.004,0.37200000000000005
2012-01-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-02-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-03-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-04-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-05-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-06-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-07-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-08-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-09-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-10-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-11-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2012-12-01,0.06293706293706294,0.0,0.27472527472527475,0.26773226773226777,0.0,0.0009990009990009992,0.3936063936063936
2013-01-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-02-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-03-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-04-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-05-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-06-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-07-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-08-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-09-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-10-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
2013-11-01,0.064,0.0,0.27,0.272,0.0,0.002,0.392
