NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;POP;GEB_BIL;MIG_BIL
AT13;92100;92100;2027;2027;192639,70;260,9000000000000909;1666,670000000001892
AT13;92100;92100;2028;2028;194567,28;252,6400000000001000;1765,680000000003929
AT13;92100;92100;2029;2029;196585,59;242,9899999999997817;1653,570000000003347
AT13;92100;92100;2030;2030;198482,15;231,1299999999998818;1466,430000000003929
AT13;92100;92100;2031;2031;200179,70;217,6800000000000637;1265,509999999998399
AT13;92100;92100;2032;2032;201662,88;203,7799999999999727;1118,500000000003638
AT13;92100;92100;2033;2033;202985,16;182,5000000000000000;1158,500000000000000
AT13;92100;92100;2034;2034;204326,16;165,1700000000000728;1200,009999999998399
AT13;92100;92100;2035;2035;205691,34;151,7799999999999727;1217,880000000001019
AT13;92100;92100;2036;2036;207061,01;141,3800000000001091;1158,180000000000291
AT13;92100;92100;2037;2037;208360,57;132,3500000000001364;991,569999999999709
AT13;92100;92100;2038;2038;209484,49;123,7100000000000364;864,699999999997090
AT13;92100;92100;2039;2039;210472,89;117,7400000000000091;1096,970000000001164
AT13;92100;92100;2040;2040;211687,58;113,0399999999999636;1017,720000000001164
AT13;92100;92100;2041;2041;212818,34;107,7500000000000000;970,310000000001310
AT13;92100;92100;2042;2042;213896,40;101,3800000000001091;935,590000000000146
AT13;92100;92100;2043;2043;214933,37;93,3299999999999272;905,560000000001310
AT13;92200;92200;2023;2023;212658,00;335,5699999999999363;5123,160000000003492
AT13;92200;92200;2024;2024;218116,74;351,3299999999999272;5413,849999999998545
AT13;92200;92200;2025;2025;223881,92;368,6699999999998454;5691,709999999999127
AT13;92200;92200;2026;2026;229942,30;392,8599999999999000;6076,880000000001019
AT13;92200;92200;2027;2027;236412,05;421,0099999999999909;6008,189999999998690
AT13;92200;92200;2028;2028;242841,25;452,9000000000000909;6215,989999999997963
AT13;92200;92200;2029;2029;249510,13;488,9299999999998363;6575,709999999999127
AT13;92200;92200;2030;2030;256574,77;528,5199999999999818;6833,780000000002474
AT13;92200;92200;2031;2031;263937,06;570,8800000000001091;6946,870000000002619
AT13;92200;92200;2032;2032;271454,80;612,8699999999998909;6741,970000000001164
AT13;92200;92200;2033;2033;278809,64;630,7600000000002183;6146,320000000003347
AT13;92200;92200;2034;2034;285586,72;636,5299999999997453;5387,700000000000728
AT13;92200;92200;2035;2035;291610,95;628,7100000000000364;4569,700000000000728
AT13;92200;92200;2036;2036;296809,36;606,5799999999999272;3640,230000000003201
AT13;92200;92200;2037;2037;301056,19;569,7100000000000364;2545,430000000000291
AT13;92200;92200;2038;2038;304171,34;518,6300000000001091;1590,360000000000582
AT13;92200;92200;2039;2039;306280,33;461,3499999999999091;1480,489999999997963
AT13;92200;92200;2040;2040;308222,17;398,9600000000000364;904,639999999999418
AT13;92200;92200;2041;2041;309525,76;330,9400000000000546;631,189999999998690
AT13;92200;92200;2042;2042;310487,88;260,3400000000001455;509,520000000000437
AT13;92200;92200;2043;2043;311257,75;188,7999999999997272;460,829999999998108
AT13;92300;92300;2023;2023;117882,00;-82,2799999999999727;1726,479999999999563
AT13;92300;92300;2024;2024;119526,20;-89,5299999999999727;1875,600000000000364
AT13;92300;92300;2025;2025;121312,28;-99,1099999999999000;1669,069999999999709
AT13;92300;92300;2026;2026;122882,24;-110,9100000000000819;1405,750000000000000
AT13;92300;92300;2027;2027;124177,08;-123,9300000000000637;1296,619999999998981
AT13;92300;92300;2028;2028;125349,78;-138,0399999999999636;1123,279999999998836
AT13;92300;92300;2029;2029;126335,03;-152,3799999999998818;1068,289999999999054
AT13;92300;92300;2030;2030;127250,94;-165,6600000000000819;1025,399999999999636
AT13;92300;92300;2031;2031;128110,68;-176,2599999999999909;1098,860000000000582
AT13;92300;92300;2032;2032;129033,27;-185,1700000000000728;966,539999999999054
AT13;92300;92300;2033;2033;129814,64;-201,1200000000001182;758,389999999999418
AT13;92300;92300;2034;2034;130371,91;-216,4300000000000637;530,069999999999709
AT13;92300;92300;2035;2035;130685,54;-231,2400000000000091;301,589999999998327
AT13;92300;92300;2036;2036;130755,89;-244,2100000000000364;234,009999999998399
AT13;92300;92300;2037;2037;130745,68;-254,6800000000000637;244,860000000000582
AT13;92300;92300;2038;2038;130735,86;-262,9099999999998545;266,170000000000073
AT13;92300;92300;2039;2039;130739,13;-265,0399999999999636;740,479999999999563
AT13;92300;92300;2040;2040;131214,57;-264,3199999999999363;738,720000000001164
AT13;92300;92300;2041;2041;131688,98;-262,7900000000001910;734,920000000001892
AT13;92300;92300;2042;2042;132161,11;-261,5600000000001728;720,149999999999636
AT13;92300;92300;2043;2043;132619,70;-260,9400000000000546;711,979999999999563
