ZNR,DATE,DTVMS,ISTCOVID19,BEZIRK,AUSPENDLER,POP,PKW_DENSITY,BICYCLE,BIKESHARING,BY_FOOT,CAR,CARSHARING,MOTORBIKE,PUBLIC_TRANSPORT,DTVMS_fc_exog,DTVMS_fc_noex,DTVMS_fc_prophet,DTVMS_full_exog,DTVMS_full_noex,DTVMS_full_prophet
1189,2027-08-01,,0.0,1210.0,0.1282052080594857,192639.7,368.17127636234727,0.0934376397747237,0.0,0.3568033986776868,0.2364040392591551,0.00059289610402,0.0049096765594948,0.3078523496249193,19312.090612675616,18177.14349239821,19110.99175445741,19312.090612675616,18177.14349239821,19110.99175445741
1189,2027-09-01,,0.0,1210.0,0.1282052080594857,192639.7,368.17127636234727,0.0934376397747237,0.0,0.3568033986776868,0.2364040392591551,0.00059289610402,0.0049096765594948,0.3078523496249193,20915.921159052585,19940.00611417825,20932.907447539437,20915.921159052585,19940.00611417825,20932.907447539437
1189,2027-10-01,,0.0,1210.0,0.1282052080594857,192639.7,368.17127636234727,0.0934376397747237,0.0,0.3568033986776868,0.2364040392591551,0.00059289610402,0.0049096765594948,0.3078523496249193,20648.69898113356,19770.89305742179,20619.414436154988,20648.69898113356,19770.89305742179,20619.414436154988
1189,2027-11-01,,0.0,1210.0,0.1282052080594857,192639.7,368.17127636234727,0.0934376397747237,0.0,0.3568033986776868,0.2364040392591551,0.00059289610402,0.0049096765594948,0.3078523496249193,20354.801892043324,19523.442726296616,20451.59280438633,20354.801892043324,19523.442726296616,20451.59280438633
1189,2027-12-01,,0.0,1210.0,0.1282052080594857,192639.7,368.17127636234727,0.0934376397747237,0.0,0.3568033986776868,0.2364040392591551,0.00059289610402,0.0049096765594948,0.3078523496249193,19051.53717196789,18147.67948080752,18473.33378937863,19051.53717196789,18147.67948080752,18473.33378937863
1189,2028-01-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,19238.19709527569,18036.57346288077,18699.863359555267,19238.19709527569,18036.57346288077,18699.863359555267
1189,2028-02-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20492.58901026393,19304.857573579426,19794.2160111327,20492.58901026393,19304.857573579426,19794.2160111327
1189,2028-03-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20590.650965379275,19408.186678754704,20050.057376076475,20590.650965379275,19408.186678754704,20050.057376076475
1189,2028-04-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20322.433210558345,19161.709924473547,19652.35248782935,20322.433210558345,19161.709924473547,19652.35248782935
1189,2028-05-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20747.784232944585,19431.680511850867,20273.07025387311,20747.784232944585,19431.680511850867,20273.07025387311
1189,2028-06-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,21267.999604983248,19958.556721821045,21150.19138642982,21267.999604983248,19958.556721821045,21150.19138642982
1189,2028-07-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20302.80693394448,18859.41610937575,20217.059772765384,20302.80693394448,18859.41610937575,20217.059772765384
1189,2028-08-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,19674.80198806593,18209.171278278427,19230.135536546903,19674.80198806593,18209.171278278427,19230.135536546903
1189,2028-09-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,21278.63203115376,19972.0339376344,20858.292242216878,21278.63203115376,19972.0339376344,20858.292242216878
1189,2028-10-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,21011.402587656798,19802.92072486133,20532.25515473613,21011.402587656798,19802.92072486133,20532.25515473613
1189,2028-11-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,20717.50520490764,19555.47039890037,20188.175867351227,20717.50520490764,19555.47039890037,20188.175867351227
1189,2028-12-01,,0.0,1210.0,0.1282154391072035,194567.28,367.585185498383,0.0934853719552639,0.0,0.3584531070718691,0.2332672065962192,0.0005851314436035,0.0049323206216024,0.3092768623114417,19414.242115868827,18179.707179036872,19409.952160661247,19414.242115868827,18179.707179036872,19409.952160661247
1189,2029-01-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,19735.078207287683,18068.60122985893,18739.27379591364,19735.078207287683,18068.60122985893,18739.27379591364
1189,2029-02-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,20989.47112445969,19336.88537410349,20595.0976054903,20989.47112445969,19336.88537410349,20595.0976054903
1189,2029-03-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21087.533601205043,19440.21449517391,20353.60035673532,21087.533601205043,19440.21449517391,20353.60035673532
1189,2029-04-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,20819.31596590401,19193.737747306644,20043.088990345,20819.31596590401,19193.737747306644,20043.088990345
1189,2029-05-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21244.667432963128,19463.708340249526,20559.52361150426,21244.667432963128,19463.708340249526,20559.52361150426
1189,2029-06-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21764.88287523279,19990.584551862525,21215.279556975547,21764.88287523279,19990.584551862525,21215.279556975547
1189,2029-07-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,20799.690212210546,18891.443939783163,20222.552467315083,20799.690212210546,18891.443939783163,20222.552467315083
1189,2029-08-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,20171.68535477466,18241.1991095207,19456.85250087593,20171.68535477466,18241.1991095207,19456.85250087593
1189,2029-09-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21775.51538735946,20004.061769105778,21153.31401162927,21775.51538735946,20004.061769105778,21153.31401162927
1189,2029-10-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21508.28579223112,19834.948555381467,20834.388127545542,21508.28579223112,19834.948555381467,20834.388127545542
1189,2029-11-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,21214.388403353503,19587.498229451998,20554.36871961921,21214.388403353503,19587.498229451998,20554.36871961921
1189,2029-12-01,,0.0,1210.0,0.1282114221845301,196585.59,367.2096713046759,0.0941715504669274,0.0,0.3598592724888364,0.2299353255741308,0.0005918262630114,0.0049516652467289,0.3104903599603647,19911.12534835431,18211.73500974473,19372.91556392464,19911.12534835431,18211.73500974473,19372.91556392464
1189,2030-01-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,20187.58127406348,18100.629060985968,18999.51908360527,20187.58127406348,18100.629060985968,18999.51908360527
1189,2030-02-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21441.974212150963,19368.913205435056,20600.66506855497,21441.974212150963,19368.913205435056,20600.66506855497
1189,2030-03-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21540.03669978268,19472.242326602394,20661.983564684964,21540.03669978268,19472.242326602394,20661.983564684964
1189,2030-04-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21271.819066976022,19225.765578774222,20433.34278872404,21271.819066976022,19225.765578774222,20433.34278872404
1189,2030-05-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21697.170543315413,19495.736171751047,20839.342066865443,21697.170543315413,19495.736171751047,20839.342066865443
1189,2030-06-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,22217.385987050788,20022.612383374053,21274.534300408683,22217.385987050788,20022.612383374053,21274.534300408683
1189,2030-07-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21252.193324195847,18923.471771296925,20230.57026104788,21252.193324195847,18923.471771296925,20230.57026104788
1189,2030-08-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,20624.18846860575,18273.22694103955,19689.502053584783,20624.18846860575,18273.22694103955,19689.502053584783
1189,2030-09-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,22228.018500971357,20036.089600626023,21450.601547789556,22228.018500971357,20036.089600626023,21450.601547789556
1189,2030-10-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21960.788902678483,19866.976386895916,21135.867745109124,21960.788902678483,19866.976386895916,21135.867745109124
1189,2030-11-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,21666.891513672967,19619.52606096663,20914.586196726603,21666.891513672967,19619.52606096663,20914.586196726603
1189,2030-12-01,,0.0,1210.0,0.1282129993121332,198482.15,366.969075659281,0.0943331222701219,0.0,0.3614906185238384,0.2267115248732241,0.0005926666531816,0.0049741125257585,0.3118979551538755,20363.62845938418,18243.762841260326,19332.987179484004,20363.62845938418,18243.762841260326,19332.987179484004
1190,2016-01-01,11362.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,11362.0,11362.0,11362.0
1190,2016-02-01,12504.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,12504.0,12504.0,12504.0
1190,2016-03-01,13359.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,13359.0,13359.0,13359.0
1190,2016-04-01,14283.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,14283.0,14283.0,14283.0
1190,2016-05-01,13164.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,13164.0,13164.0,13164.0
1190,2016-06-01,13923.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,13923.0,13923.0,13923.0
1190,2016-07-01,12392.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,12392.0,12392.0,12392.0
1190,2016-08-01,13196.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,13196.0,13196.0,13196.0
1190,2016-09-01,13543.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,13543.0,13543.0,13543.0
1190,2016-10-01,12495.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,12495.0,12495.0,12495.0
1190,2016-11-01,12763.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,12763.0,12763.0,12763.0
1190,2016-12-01,12487.0,0.0,1210.0,0.118,155986.0,384.23,0.069790628115653,0.0009970089730807,0.2701894317048853,0.2691924227318045,0.0019940179461615,0.0029910269192422,0.3848454636091724,,,,12487.0,12487.0,12487.0
1190,2017-01-01,11489.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,11489.0,11489.0,11489.0
1190,2017-02-01,12314.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12314.0,12314.0,12314.0
1190,2017-03-01,12994.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12994.0,12994.0,12994.0
1190,2017-04-01,12384.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12384.0,12384.0,12384.0
1190,2017-05-01,12583.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12583.0,12583.0,12583.0
1190,2017-06-01,12516.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12516.0,12516.0,12516.0
1190,2017-07-01,12155.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12155.0,12155.0,12155.0
1190,2017-08-01,12004.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12004.0,12004.0,12004.0
1190,2017-09-01,12471.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12471.0,12471.0,12471.0
1190,2017-10-01,12537.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12537.0,12537.0,12537.0
1190,2017-11-01,12775.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12775.0,12775.0,12775.0
1190,2017-12-01,12229.0,0.0,1210.0,0.119,158712.0,384.73,0.065,0.001,0.284,0.2689999999999999,0.0,0.005,0.376,,,,12229.0,12229.0,12229.0
1190,2018-01-01,11567.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,11567.0,11567.0,11567.0
1190,2018-02-01,11930.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,11930.0,11930.0,11930.0
1190,2018-03-01,12586.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12586.0,12586.0,12586.0
1190,2018-04-01,12694.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12694.0,12694.0,12694.0
1190,2018-05-01,12330.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12330.0,12330.0,12330.0
1190,2018-06-01,12659.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12659.0,12659.0,12659.0
1190,2018-07-01,11598.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,11598.0,11598.0,11598.0
1190,2018-08-01,11433.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,11433.0,11433.0,11433.0
1190,2018-09-01,12311.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12311.0,12311.0,12311.0
1190,2018-10-01,12892.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12892.0,12892.0,12892.0
1190,2018-11-01,12903.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12903.0,12903.0,12903.0
1190,2018-12-01,12061.0,0.0,1210.0,0.122,162779.0,389.14,0.069069069069069,0.0,0.2632632632632632,0.2832832832832833,0.001001001001001,0.005005005005005,0.3783783783783783,,,,12061.0,12061.0,12061.0
1190,2019-01-01,11482.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11482.0,11482.0,11482.0
1190,2019-02-01,11933.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11933.0,11933.0,11933.0
1190,2019-03-01,12094.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,12094.0,12094.0,12094.0
1190,2019-04-01,12269.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,12269.0,12269.0,12269.0
1190,2019-05-01,12205.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,12205.0,12205.0,12205.0
1190,2019-06-01,11680.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11680.0,11680.0,11680.0
1190,2019-07-01,11416.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11416.0,11416.0,11416.0
1190,2019-08-01,10938.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,10938.0,10938.0,10938.0
1190,2019-09-01,12071.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,12071.0,12071.0,12071.0
1190,2019-10-01,12251.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,12251.0,12251.0,12251.0
1190,2019-11-01,11951.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11951.0,11951.0,11951.0
1190,2019-12-01,11269.0,0.0,1210.0,0.122,165673.0,387.45,0.071,0.0,0.2769999999999999,0.267,0.002,0.003,0.38,,,,11269.0,11269.0,11269.0
1190,2020-01-01,10890.0,0.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,10890.0,10890.0,10890.0
1190,2020-02-01,11456.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,11456.0,11456.0,11456.0
1190,2020-03-01,8351.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,8351.0,8351.0,8351.0
1190,2020-04-01,7472.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,7472.0,7472.0,7472.0
1190,2020-05-01,10827.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,10827.0,10827.0,10827.0
1190,2020-06-01,11795.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,11795.0,11795.0,11795.0
1190,2020-07-01,12106.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,12106.0,12106.0,12106.0
1190,2020-08-01,11528.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,11528.0,11528.0,11528.0
1190,2020-09-01,12483.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,12483.0,12483.0,12483.0
1190,2020-10-01,12183.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,12183.0,12183.0,12183.0
1190,2020-11-01,9969.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,9969.0,9969.0,9969.0
1190,2020-12-01,10387.0,1.0,1210.0,0.122,167968.0,392.89,0.086086086086086,0.0,0.3713713713713714,0.2692692692692692,0.0,0.005005005005005,0.2682682682682683,,,,10387.0,10387.0,10387.0
1190,2021-01-01,8763.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,8763.0,8763.0,8763.0
1190,2021-02-01,10921.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,10921.0,10921.0,10921.0
1190,2021-03-01,11580.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,11580.0,11580.0,11580.0
1190,2021-04-01,10372.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,10372.0,10372.0,10372.0
1190,2021-05-01,12023.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,12023.0,12023.0,12023.0
1190,2021-06-01,12829.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,12829.0,12829.0,12829.0
1190,2021-07-01,12603.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,12603.0,12603.0,12603.0
1190,2021-08-01,12012.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,12012.0,12012.0,12012.0
1190,2021-09-01,12557.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,12557.0,12557.0,12557.0
1190,2021-10-01,11403.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,11403.0,11403.0,11403.0
1190,2021-11-01,10620.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,10620.0,10620.0,10620.0
1190,2021-12-01,10669.0,1.0,1210.0,0.128,173916.0,388.32,0.094188376753507,0.0,0.345691382765531,0.2585170340681362,0.001002004008016,0.0040080160320641,0.2965931863727454,,,,10669.0,10669.0,10669.0
1190,2022-01-01,10929.0,1.0,1210.0,0.129,178185.0,383.62,0.09,0.0,0.35,0.25,0.0,0.01,0.3,,,,10929.0,10929.0,10929.0
1190,2022-02-01,11808.0,0.0,1210.0,0.129,178185.0,383.62,0.09,0.0,0.35,0.25,0.0,0.01,0.3,,,,11808.0,11808.0,11808.0
1190,2022-03-01,11732.0,0.0,1210.0,0.129,178185.0,383.62,0.09,0.0,0.35,0.25,0.0,0.01,0.3,,,,11732.0,11732.0,11732.0
1190,2022-04-01,11608.0,0.0,1210.0,0.129,178185.0,383.62,0.09,0.0,0.35,0.25,0.0,0.01,0.3,,,,11608.0,11608.0,11608.0
