Zugelassene Kraftfahrzeuge (absolut und pro 1.000 EinwohnerInnen) zu Jahresende seit 2002 - Bezirke Wien | Registered vehicles (absolute and per 1.000 inhabitants) at the end of the year since 2002 - districts of Vienna;;;;;;;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;PKW_VALUE;BUS_VALUE;LKW_VALUE;TRA_VALUE;OTH_VALUE;BIK_VALUE;PKW_DENSITY;BUS_DENSITY;LKW_DENSITY;TRA_DENSITY;OTH_DENSITY;BIK_DENSITY
AT13;90900;90900;2022;20221231;13.243;0;1.012;59;91;1.977;315,70;0,00;24,13;1,41;2,17;47,13
AT13;91000;91000;2022;20221231;70.952;22;6.399;352;388;8.079;328,88;0,10;29,66;1,63;1,80;37,45
AT13;91100;91100;2022;20221231;39.041;75;4.922;310;772;5.473;362,47;0,70;45,70;2,88;7,17;50,81
AT13;91200;91200;2022;20221231;34.617;4;2.968;170;148;4.003;348,94;0,04;29,92;1,71;1,49;40,35
AT13;91300;91300;2022;20221231;24.520;3;1.141;105;196;3.520;444,50;0,05;20,68;1,90;3,55;63,81
AT13;91400;91400;2022;20221231;35.097;4;2.041;112;283;5.460;369,44;0,04;21,48;1,18;2,98;57,47
AT13;91500;91500;2022;20221231;20.683;7;2.571;79;154;2.857;272,99;0,09;33,93;1,04;2,03;37,71
AT13;91600;91600;2022;20221231;32.354;17;2.852;100;218;4.559;316,69;0,17;27,92;0,98;2,13;44,62
AT13;91700;91700;2022;20221231;17.654;1;1.424;63;130;2.980;314,33;0,02;25,35;1,12;2,31;53,06
AT13;91800;91800;2022;20221231;17.978;10;909;63;100;2.793;349,75;0,19;17,68;1,23;1,95;54,34
AT13;91900;91900;2022;20221231;30.953;1;2.123;277;192;4.110;412,62;0,01;28,30;3,69;2,56;54,79
AT13;92000;92000;2022;20221231;23.614;539;1.814;98;115;2.746;277,75;6,34;21,34;1,15;1,35;32,30
AT13;92100;92100;2022;20221231;69.652;186;5.210;436;416;9.853;383,62;1,02;28,69;2,40;2,29;54,27
AT13;92200;92200;2022;20221231;87.541;9;6.756;622;683;13.005;419,83;0,04;32,40;2,98;3,28;62,37
AT13;92300;92300;2022;20221231;59.851;259;10.667;429;661;7.254;512,25;2,22;91,30;3,67;5,66;62,09
AT13;90000;90000;2023;20231231;730.947;4.250;79.340;4.298;6.903;98.722;366,73;2,13;39,81;2,16;3,46;49,53
AT13;90100;90100;2023;20231231;16.160;22;1.524;82;248;1.395;974,32;1,33;91,88;4,94;14,95;84,11
AT13;90200;90200;2023;20231231;34.545;9;3.453;136;385;4.183;316,80;0,08;31,67;1,25;3,53;38,36
AT13;90300;90300;2023;20231231;36.145;486;4.614;256;793;4.193;369,89;4,97;47,22;2,62;8,12;42,91
AT13;90400;90400;2023;20231231;11.622;3;996;51;141;1.429;348,12;0,09;29,83;1,53;4,22;42,80
AT13;90500;90500;2023;20231231;14.120;7;1.746;255;158;2.101;257,69;0,13;31,86;4,65;2,88;38,34
AT13;90600;90600;2023;20231231;9.508;0;965;50;90;1.475;302,97;0,00;30,75;1,59;2,87;47,00
AT13;90700;90700;2023;20231231;9.273;0;881;55;76;1.609;293,47;0,00;27,88;1,74;2,41;50,92
AT13;90800;90800;2023;20231231;7.133;0;495;23;47;1.177;291,76;0,00;20,25;0,94;1,92;48,14
AT13;90900;90900;2023;20231231;12.962;0;956;62;90;1.916;309,40;0,00;22,82;1,48;2,15;45,73
AT13;91000;91000;2023;20231231;70.989;19;6.557;358;398;8.173;323,77;0,09;29,91;1,63;1,82;37,28
AT13;91100;91100;2023;20231231;39.417;76;4.978;320;914;5.582;359,67;0,69;45,42;2,92;8,34;50,94
AT13;91200;91200;2023;20231231;34.531;6;2.858;182;152;4.074;341,66;0,06;28,28;1,80;1,50;40,31
AT13;91300;91300;2023;20231231;24.307;3;1.157;108;195;3.599;437,90;0,05;20,84;1,95;3,51;64,84
AT13;91400;91400;2023;20231231;35.053;4;2.015;110;283;5.552;359,29;0,04;20,65;1,13;2,90;56,91
AT13;91500;91500;2023;20231231;20.358;11;2.694;72;167;2.807;267,24;0,14;35,36;0,95;2,19;36,85
AT13;91600;91600;2023;20231231;32.256;11;2.901;107;222;4.473;313,81;0,11;28,22;1,04;2,16;43,52
AT13;91700;91700;2023;20231231;17.441;1;1.457;67;138;3.029;309,92;0,02;25,89;1,19;2,45;53,82
AT13;91800;91800;2023;20231231;17.722;8;936;60;98;2.856;344,53;0,16;18,20;1,17;1,91;55,52
AT13;91900;91900;2023;20231231;30.886;1;2.232;288;191;4.217;409,46;0,01;29,59;3,82;2,53;55,90
AT13;92000;92000;2023;20231231;23.562;545;1.746;96;122;2.773;273,25;6,32;20,25;1,11;1,41;32,16
AT13;92100;92100;2023;20231231;69.641;192;5.219;434;435;10.011;376,22;1,04;28,19;2,34;2,35;54,08
AT13;92200;92200;2023;20231231;91.601;10;7.407;621;696;13.463;423,18;0,05;34,22;2,87;3,22;62,20
AT13;92300;92300;2023;20231231;62.560;277;10.933;440;699;7.536;523,94;2,32;91,56;3,69;5,85;63,11
