ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2021-08-06,10401,11559,-1158,-10.02,1206
2021-08-07,8756,10005,-1249,-12.48,1206
2021-08-08,7112,7684,-572,-7.44,1206
2021-08-09,10058,10663,-605,-5.67,1206
2021-08-10,10069,10904,-835,-7.66,1206
2021-08-11,10069,10866,-797,-7.33,1206
2021-08-12,10069,10832,-763,-7.04,1206
2021-08-13,10401,11300,-899,-7.96,1206
2021-08-14,8756,9780,-1024,-10.47,1206
2021-08-15,7112,7497,-385,-5.14,1206
2021-08-16,10058,10518,-460,-4.37,1206
2021-08-17,10069,10805,-736,-6.81,1206
2021-08-18,10069,10816,-747,-6.91,1206
2021-08-19,10069,10833,-764,-7.05,1206
2021-08-20,10401,11352,-951,-8.38,1206
2021-08-21,8756,9884,-1128,-11.41,1206
2021-08-22,7112,7652,-540,-7.06,1206
2021-08-23,10058,10721,-663,-6.18,1206
2021-08-24,10069,11055,-986,-8.92,1206
2021-08-25,10069,11108,-1039,-9.35,1206
2021-08-26,10069,11163,-1094,-9.8,1206
2021-08-27,10401,11715,-1314,-11.22,1206
2021-08-28,8756,10274,-1518,-14.78,1206
2021-08-29,7112,8064,-952,-11.81,1206
2021-08-30,10058,11148,-1090,-9.78,1206
2021-08-31,10069,11490,-1421,-12.37,1206
2021-09-01,11055,11546,-491,-4.25,1206
2021-09-02,11055,11597,-542,-4.67,1206
2021-09-03,11399,12140,-741,-6.1,1206
2021-09-04,9916,10684,-768,-7.19,1206
2021-09-05,8245,8454,-209,-2.47,1206
2021-09-06,10806,11515,-709,-6.16,1206
2021-09-07,11055,11829,-774,-6.54,1206
2021-09-08,11055,11855,-800,-6.75,1206
2021-09-09,11055,11874,-819,-6.9,1206
2021-09-10,11399,12384,-985,-7.95,1206
2021-09-11,9916,10895,-979,-8.99,1206
2021-09-12,8245,8632,-387,-4.48,1206
2021-09-13,10806,11662,-856,-7.34,1206
2021-09-14,11055,11947,-892,-7.47,1206
2021-09-15,11055,11946,-891,-7.46,1206
2021-09-16,11055,11942,-887,-7.43,1206
2021-09-17,11399,12433,-1034,-8.32,1206
2021-09-18,9916,10928,-1012,-9.26,1206
2021-09-19,8245,8653,-408,-4.72,1206
2021-09-20,10806,11675,-869,-7.44,1206
2021-09-21,11055,11957,-902,-7.54,1206
2021-09-22,11055,11956,-901,-7.54,1206
2021-09-23,11055,11956,-901,-7.54,1206
2021-09-24,11399,12454,-1055,-8.47,1206
2021-09-25,9916,10959,-1043,-9.52,1206
2021-09-26,8245,8696,-451,-5.19,1206
2021-09-27,10806,11732,-926,-7.89,1206
2021-09-28,11055,12029,-974,-8.1,1206
2021-09-29,11055,12043,-988,-8.2,1206
2021-09-30,11055,12058,-1003,-8.32,1206
2021-10-01,11978,12570,-592,-4.71,1206
2021-10-02,10341,11088,-747,-6.74,1206
2021-10-03,8137,8836,-699,-7.91,1206
2021-10-04,10793,11881,-1088,-9.16,1206
2021-10-05,11189,12184,-995,-8.17,1206
2021-10-06,11189,12201,-1012,-8.29,1206
2021-10-07,11189,12217,-1028,-8.41,1206
2021-10-08,11978,12726,-748,-5.88,1206
2021-10-09,10341,11238,-897,-7.98,1206
2021-10-10,8137,8978,-841,-9.37,1206
2021-10-11,10793,12012,-1219,-10.15,1206
2021-10-12,11189,12302,-1113,-9.05,1206
2021-10-13,11189,12305,-1116,-9.07,1206
2021-10-14,11189,12304,-1115,-9.06,1206
2021-10-15,11978,12796,-818,-6.39,1206
2021-10-16,10341,11290,-949,-8.41,1206
2021-10-17,8137,9013,-876,-9.72,1206
2021-10-18,10793,12029,-1236,-10.28,1206
2021-10-19,11189,12303,-1114,-9.05,1206
2021-10-20,11189,12292,-1103,-8.97,1206
2021-10-21,11189,12279,-1090,-8.88,1206
2021-10-22,11978,12760,-782,-6.13,1206
2021-10-23,10341,11247,-906,-8.06,1206
2021-10-24,8137,8964,-827,-9.23,1206
2021-10-25,10793,11979,-1186,-9.9,1206
2021-10-26,11189,12253,-1064,-8.68,1206
2021-10-27,11189,12245,-1056,-8.62,1206
2021-10-28,11189,12237,-1048,-8.56,1206
2021-10-29,11978,12726,-748,-5.88,1206
2021-10-30,10341,11222,-881,-7.85,1206
2021-10-31,8137,8951,-814,-9.09,1206
2021-11-01,10860,11977,-1117,-9.33,1206
2021-11-02,11284,12263,-979,-7.98,1206
2021-11-03,11284,12268,-984,-8.02,1206
2021-11-04,11284,12272,-988,-8.05,1206
2021-11-05,12022,12772,-750,-5.87,1206
2021-11-06,10241,11278,-1037,-9.19,1206
2021-11-07,8061,9015,-954,-10.58,1206
2021-11-08,10860,12047,-1187,-9.85,1206
2021-11-09,11284,12338,-1054,-8.54,1206
2021-11-10,11284,12343,-1059,-8.58,1206
2021-11-11,11284,12347,-1063,-8.61,1206
2021-11-12,12022,12843,-821,-6.39,1206
2021-11-13,10241,11343,-1102,-9.72,1206
2021-11-14,8061,9070,-1009,-11.12,1206
2021-11-15,10860,12092,-1232,-10.19,1206
2021-11-16,11284,12369,-1085,-8.77,1206
2021-11-17,11284,12360,-1076,-8.71,1206
2021-11-18,11284,12347,-1063,-8.61,1206
2021-11-19,12022,12827,-805,-6.28,1206
2021-11-20,10241,11311,-1070,-9.46,1206
2021-11-21,8061,9022,-961,-10.65,1206
2021-11-22,10860,12028,-1168,-9.71,1206
2021-11-23,11284,12291,-1007,-8.19,1206
2021-11-24,11284,12270,-986,-8.04,1206
2021-11-25,11284,12246,-962,-7.86,1206
2021-11-26,12022,12718,-696,-5.47,1206
2021-11-27,10241,11196,-955,-8.53,1206
2021-11-28,8061,8905,-844,-9.48,1206
2021-11-29,10860,11911,-1051,-8.82,1206
2021-11-30,11284,12177,-893,-7.33,1206
2021-12-01,11103,12161,-1058,-8.7,1206
2021-12-02,11103,12145,-1042,-8.58,1206
2021-12-03,10862,12627,-1765,-13.98,1206
2021-12-04,9612,11117,-1505,-13.54,1206
2021-12-05,7311,8839,-1528,-17.29,1206
2021-12-06,11272,11859,-587,-4.95,1206
2021-12-07,11103,12140,-1037,-8.54,1206
2021-12-08,11103,12138,-1035,-8.53,1206
2021-12-09,11103,12137,-1034,-8.52,1206
2021-12-10,10862,12631,-1769,-14.01,1206
2021-12-11,9612,11131,-1519,-13.65,1206
2021-12-12,7311,8861,-1550,-17.49,1206
2021-12-13,11272,11886,-614,-5.17,1206
2021-12-14,11103,12168,-1065,-8.75,1206
2021-12-15,11103,12165,-1062,-8.73,1206
2021-12-16,11103,12158,-1055,-8.68,1206
2021-12-17,10862,12643,-1781,-14.09,1206
2021-12-18,9612,11130,-1518,-13.64,1206
2021-12-19,7311,8843,-1532,-17.32,1206
2021-12-20,11272,11847,-575,-4.85,1206
2021-12-21,11103,12106,-1003,-8.29,1206
2021-12-22,11103,12077,-974,-8.06,1206
2021-12-23,11103,12042,-939,-7.8,1206
2021-12-24,10862,12497,-1635,-13.08,1206
2021-12-25,9612,10953,-1341,-12.24,1206
2021-12-26,7311,8635,-1324,-15.33,1206
2021-12-27,11272,11609,-337,-2.9,1206
2021-12-28,11103,11839,-736,-6.22,1206
2021-12-29,11103,11782,-679,-5.76,1206
2021-12-30,11103,11721,-618,-5.27,1206
2021-12-31,10862,12155,-1293,-10.64,1206
2022-01-01,9661,10593,-932,-8.8,1206
2022-01-02,7042,8261,-1219,-14.76,1206
2022-01-03,10631,11226,-595,-5.3,1206
2022-01-04,10866,11451,-585,-5.11,1206
2022-01-05,10866,11395,-529,-4.64,1206
2022-01-06,10866,11340,-474,-4.18,1206
2022-01-07,11045,11785,-740,-6.28,1206
2022-01-08,9661,10238,-577,-5.64,1206
2022-01-09,7042,7927,-885,-11.16,1206
2022-01-10,10631,10917,-286,-2.62,1206
2022-01-11,10866,11171,-305,-2.73,1206
2022-01-12,10866,11146,-280,-2.51,1206
2022-01-13,10866,11126,-260,-2.34,1206
2022-01-14,11045,11607,-562,-4.84,1206
2022-01-15,9661,10099,-438,-4.34,1206
2022-01-16,7042,7825,-783,-10.01,1206
2022-01-17,10631,10853,-222,-2.05,1206
2022-01-18,10866,11144,-278,-2.49,1206
2022-01-19,10866,11155,-289,-2.59,1206
2022-01-20,10866,11168,-302,-2.7,1206
2022-01-21,11045,11679,-634,-5.43,1206
2022-01-22,9661,10197,-536,-5.26,1206
2022-01-23,7042,7948,-906,-11.4,1206
2022-01-24,10631,10995,-364,-3.31,1206
2022-01-25,10866,11302,-436,-3.86,1206
2022-01-26,10866,11324,-458,-4.04,1206
2022-01-27,10866,11345,-479,-4.22,1206
2022-01-28,11045,11859,-814,-6.86,1206
2022-01-29,9661,10377,-716,-6.9,1206
2022-01-30,7042,8124,-1082,-13.32,1206
2020-02-01,15754,14903,851,5.71,1627
2020-02-02,13730,13178,552,4.19,1627
2020-02-03,16392,16584,-192,-1.16,1627
2020-02-04,16981,17109,-128,-0.75,1627
2020-02-05,16981,17106,-125,-0.73,1627
2020-02-06,16981,17108,-127,-0.74,1627
2020-02-07,17878,17551,327,1.86,1627
2020-02-08,15754,15020,734,4.89,1627
2020-02-09,13730,13281,449,3.38,1627
2020-02-10,16392,16676,-284,-1.7,1627
2020-02-11,16981,17193,-212,-1.23,1627
2020-02-12,16981,17184,-203,-1.18,1627
2020-02-13,16981,17183,-202,-1.18,1627
2020-02-14,17878,17627,251,1.42,1627
2020-02-15,15754,15100,654,4.33,1627
2020-02-16,13730,13368,362,2.71,1627
2020-02-17,16392,16772,-380,-2.27,1627
2020-02-18,16981,17301,-320,-1.85,1627
2020-02-19,16981,17306,-325,-1.88,1627
2020-02-20,16981,17321,-340,-1.96,1627
2020-02-21,17878,17781,97,0.55,1627
2020-02-22,15754,15272,482,3.16,1627
2020-02-23,13730,13558,172,1.27,1627
2020-02-24,16392,16979,-587,-3.46,1627
2020-02-25,16981,17524,-543,-3.1,1627
2020-02-26,16981,17544,-563,-3.21,1627
2020-02-27,16981,17572,-591,-3.36,1627
2020-02-28,17878,18043,-165,-0.91,1627
2020-02-29,15754,15542,212,1.36,1627
2020-03-01,9620,13832,-4212,-30.45,1627
2020-03-02,13039,17255,-4216,-24.43,1627
2020-03-03,13145,17799,-4654,-26.15,1627
2020-03-04,13145,17815,-4670,-26.21,1627
2020-03-05,13145,17835,-4690,-26.3,1627
2020-03-06,13840,18296,-4456,-24.36,1627
2020-03-07,10353,15782,-5429,-34.4,1627
2020-03-08,9620,14057,-4437,-31.56,1627
2020-03-09,13039,17463,-4424,-25.33,1627
2020-03-10,13145,17988,-4843,-26.92,1627
2020-03-11,13145,17985,-4840,-26.91,1627
2020-03-12,13145,17985,-4840,-26.91,1627
2020-03-13,13840,18425,-4585,-24.88,1627
2020-03-14,10353,15891,-5538,-34.85,1627
2020-03-15,9620,14147,-4527,-32.0,1627
2020-03-16,13039,17535,-4496,-25.64,1627
2020-03-17,13145,18044,-4899,-27.15,1627
2020-03-18,13145,18025,-4880,-27.07,1627
2020-03-19,13145,18012,-4867,-27.02,1627
2020-03-20,13840,18442,-4602,-24.95,1627
2020-03-21,10353,15899,-5546,-34.88,1627
2020-03-22,9620,14148,-4528,-32.0,1627
2020-03-23,13039,17533,-4494,-25.63,1627
2020-03-24,13145,18039,-4894,-27.13,1627
2020-03-25,13145,18020,-4875,-27.05,1627
2020-03-26,13145,18008,-4863,-27.0,1627
2020-03-27,13840,18440,-4600,-24.95,1627
2020-03-28,10353,15901,-5548,-34.89,1627
2020-03-29,9620,14155,-4535,-32.04,1627
2020-03-30,13039,17544,-4505,-25.68,1627
2020-03-31,13145,18054,-4909,-27.19,1627
2020-04-01,12549,18040,-5491,-30.44,1627
2020-04-02,12549,18032,-5483,-30.41,1627
2020-04-03,11924,18468,-6544,-35.43,1627
2020-04-04,9092,15931,-6839,-42.93,1627
2020-04-05,6921,14186,-7265,-51.21,1627
2020-04-06,12328,17575,-5247,-29.85,1627
2020-04-07,12549,18085,-5536,-30.61,1627
2020-04-08,12549,18069,-5520,-30.55,1627
2020-04-09,12549,18059,-5510,-30.51,1627
2020-04-10,11924,18491,-6567,-35.51,1627
2020-04-11,9092,15950,-6858,-43.0,1627
2020-04-12,6921,14200,-7279,-51.26,1627
2020-04-13,12328,17585,-5257,-29.89,1627
2020-04-14,12549,18091,-5542,-30.63,1627
2020-04-15,12549,18071,-5522,-30.56,1627
2020-04-16,12549,18057,-5508,-30.5,1627
2020-04-17,11924,18487,-6563,-35.5,1627
2020-04-18,9092,15945,-6853,-42.98,1627
2020-04-19,6921,14196,-7275,-51.25,1627
2020-04-20,12328,17583,-5255,-29.89,1627
2020-04-21,12549,18093,-5544,-30.64,1627
2020-04-22,12549,18079,-5530,-30.59,1627
2020-04-23,12549,18073,-5524,-30.56,1627
2020-04-24,11924,18511,-6587,-35.58,1627
2020-04-25,9092,15980,-6888,-43.1,1627
2020-04-26,6921,14243,-7322,-51.41,1627
2020-04-27,12328,17643,-5315,-30.13,1627
2020-04-28,12549,18166,-5617,-30.92,1627
2020-04-29,12549,18165,-5616,-30.92,1627
2020-04-30,12549,18172,-5623,-30.94,1627
2020-05-01,16444,18623,-2179,-11.7,1627
2020-05-02,13435,16104,-2669,-16.57,1627
2020-05-03,11015,14377,-3362,-23.38,1627
2020-05-04,15643,17784,-2141,-12.04,1627
2020-05-05,16315,18313,-1998,-10.91,1627
2020-05-06,16315,18315,-2000,-10.92,1627
2020-05-07,16315,18322,-2007,-10.95,1627
2020-05-08,16444,18771,-2327,-12.4,1627
2020-05-09,13435,16245,-2810,-17.3,1627
2020-05-10,11015,14509,-3494,-24.08,1627
2020-05-11,15643,17905,-2262,-12.63,1627
2020-05-12,16315,18418,-2103,-11.42,1627
2020-05-13,16315,18403,-2088,-11.35,1627
2020-05-14,16315,18391,-2076,-11.29,1627
2020-05-15,16444,18818,-2374,-12.62,1627
2020-05-16,13435,16270,-2835,-17.42,1627
2020-05-17,11015,14510,-3495,-24.09,1627
2020-05-18,15643,17882,-2239,-12.52,1627
2020-05-19,16315,18372,-2057,-11.2,1627
2020-05-20,16315,18334,-2019,-11.01,1627
2020-05-21,16315,18300,-1985,-10.85,1627
2020-05-22,16444,18709,-2265,-12.11,1627
2020-05-23,13435,16144,-2709,-16.78,1627
2020-05-24,11015,14371,-3356,-23.35,1627
2020-05-25,15643,17732,-2089,-11.78,1627
2020-05-26,16315,18216,-1901,-10.44,1627
2020-05-27,16315,18175,-1860,-10.23,1627
2020-05-28,16315,18143,-1828,-10.08,1627
2020-05-29,16444,18555,-2111,-11.38,1627
2020-05-30,13435,15999,-2564,-16.03,1627
2020-05-31,11015,14237,-3222,-22.63,1627
2020-06-01,17024,17612,-588,-3.34,1627
2020-06-02,17451,18112,-661,-3.65,1627
2020-06-03,17451,18090,-639,-3.53,1627
2020-06-04,17451,18077,-626,-3.46,1627
2020-06-05,17327,18509,-1182,-6.39,1627
2020-06-06,14752,15971,-1219,-7.63,1627
2020-06-07,12850,14228,-1378,-9.69,1627
2020-06-08,17024,17620,-596,-3.38,1627
2020-06-09,17451,18134,-683,-3.77,1627
2020-06-10,17451,18122,-671,-3.7,1627
2020-06-11,17451,18116,-665,-3.67,1627
2020-06-12,17327,18551,-1224,-6.6,1627
2020-06-13,14752,16012,-1260,-7.87,1627
2020-06-14,12850,14262,-1412,-9.9,1627
2020-06-15,17024,17643,-619,-3.51,1627
2020-06-16,17451,18141,-690,-3.8,1627
2020-06-17,17451,18109,-658,-3.63,1627
2020-06-18,17451,18078,-627,-3.47,1627
2020-06-19,17327,18484,-1157,-6.26,1627
2020-06-20,14752,15913,-1161,-7.3,1627
2020-06-21,12850,14129,-1279,-9.05,1627
2020-06-22,17024,17473,-449,-2.57,1627
2020-06-23,17451,17934,-483,-2.69,1627
2020-06-24,17451,17864,-413,-2.31,1627
2020-06-25,17451,17796,-345,-1.94,1627
2020-06-26,17327,18167,-840,-4.62,1627
2020-06-27,14752,15563,-811,-5.21,1627
2020-06-28,12850,13749,-899,-6.54,1627
2020-06-29,17024,17068,-44,-0.26,1627
2020-06-30,17451,17508,-57,-0.33,1627
2020-07-01,16384,17423,-1039,-5.96,1627
2020-07-02,16384,17346,-962,-5.55,1627
2020-07-03,16346,17714,-1368,-7.72,1627
2020-07-04,14336,15114,-778,-5.15,1627
2020-07-05,12847,13309,-462,-3.47,1627
2020-07-06,15712,16643,-931,-5.59,1627
2020-07-07,16384,17103,-719,-4.2,1627
2020-07-08,16384,17044,-660,-3.87,1627
2020-07-09,16384,16996,-612,-3.6,1627
2020-07-10,16346,17397,-1051,-6.04,1627
2020-07-11,14336,14831,-495,-3.34,1627
2020-07-12,12847,13063,-216,-1.65,1627
2020-07-13,15712,16434,-722,-4.39,1627
2020-07-14,16384,16930,-546,-3.23,1627
2020-07-15,16384,16904,-520,-3.08,1627
2020-07-16,16384,16888,-504,-2.98,1627
2020-07-17,16346,17315,-969,-5.6,1627
2020-07-18,14336,14772,-436,-2.95,1627
2020-07-19,12847,13020,-173,-1.33,1627
2020-07-20,15712,16402,-690,-4.21,1627
2020-07-21,16384,16902,-518,-3.06,1627
2020-07-22,16384,16872,-488,-2.89,1627
2020-07-23,16384,16845,-461,-2.74,1627
2020-07-24,16346,17255,-909,-5.27,1627
2020-07-25,14336,14688,-352,-2.4,1627
2020-07-26,12847,12906,-59,-0.46,1627
2020-07-27,15712,16251,-539,-3.32,1627
2020-07-28,16384,16711,-327,-1.96,1627
2020-07-29,16384,16638,-254,-1.53,1627
2020-07-30,16384,16565,-181,-1.09,1627
2020-07-31,16346,16928,-582,-3.44,1627
2020-08-01,10315,14314,-3999,-27.94,1627
2020-08-02,9214,12487,-3273,-26.21,1627
2020-08-03,10977,15791,-4814,-30.49,1627
2020-08-04,10261,16213,-5952,-36.71,1627
2020-08-05,10261,16109,-5848,-36.3,1627
2020-08-06,10261,16011,-5750,-35.91,1627
2020-08-07,10409,16359,-5950,-36.37,1627
2020-08-08,10315,13737,-3422,-24.91,1627
2020-08-09,9214,11913,-2699,-22.66,1627
2020-08-10,10977,15230,-4253,-27.93,1627
2020-08-11,10261,15676,-5415,-34.54,1627
2020-08-12,10261,15606,-5345,-34.25,1627
2020-08-13,10261,15553,-5292,-34.03,1627
2020-08-14,10409,15955,-5546,-34.76,1627
2020-08-15,10315,13398,-3083,-23.01,1627
2020-08-16,9214,11646,-2432,-20.88,1627
2020-08-17,10977,15042,-4065,-27.02,1627
2020-08-18,10261,15575,-5314,-34.12,1627
2020-08-19,10261,15595,-5334,-34.2,1627
2020-08-20,10261,15636,-5375,-34.38,1627
2020-08-21,10409,16133,-5724,-35.48,1627
2020-08-22,10315,13671,-3356,-24.55,1627
2020-08-23,9214,12013,-2799,-23.3,1627
2020-08-24,10977,15499,-4522,-29.18,1627
2020-08-25,10261,16116,-5855,-36.33,1627
2020-08-26,10261,16215,-5954,-36.72,1627
2020-08-27,10261,16326,-6065,-37.15,1627
2020-08-28,10409,16884,-6475,-38.35,1627
2020-08-29,10315,14472,-4157,-28.72,1627
2020-08-30,9214,12854,-3640,-28.32,1627
2020-08-31,10977,16368,-5391,-32.94,1627
2020-09-01,15513,17002,-1489,-8.76,1627
2020-09-02,15513,17105,-1592,-9.31,1627
2020-09-03,15513,17209,-1696,-9.86,1627
2020-09-04,16430,17749,-1319,-7.43,1627
2020-09-05,14511,15309,-798,-5.21,1627
2020-09-06,13209,13651,-442,-3.24,1627
2020-09-07,15799,17119,-1320,-7.71,1627
2020-09-08,15513,17697,-2184,-12.34,1627
2020-09-09,15513,17740,-2227,-12.55,1627
2020-09-10,15513,17778,-2265,-12.74,1627
2020-09-11,16430,18249,-1819,-9.97,1627
2020-09-12,14511,15738,-1227,-7.8,1627
2020-09-13,13209,14010,-801,-5.72,1627
2020-09-14,15799,17408,-1609,-9.24,1627
2020-09-15,15513,17919,-2406,-13.43,1627
2020-09-16,15513,17898,-2385,-13.33,1627
2020-09-17,15513,17878,-2365,-13.23,1627
2020-09-18,16430,18297,-1867,-10.2,1627
2020-09-19,14511,15740,-1229,-7.81,1627
2020-09-20,13209,13974,-765,-5.47,1627
2020-09-21,15799,17341,-1542,-8.89,1627
2020-09-22,15513,17830,-2317,-12.99,1627
2020-09-23,15513,17794,-2281,-12.82,1627
2020-09-24,15513,17767,-2254,-12.69,1627
2020-09-25,16430,18186,-1756,-9.66,1627
2020-09-26,14511,15636,-1125,-7.19,1627
2020-09-27,13209,13882,-673,-4.85,1627
2020-09-28,15799,17267,-1468,-8.5,1627
2020-09-29,15513,17777,-2264,-12.74,1627
2020-09-30,15513,17767,-2254,-12.69,1627
2020-10-01,16829,17767,-938,-5.28,1627
2020-10-02,17487,18213,-726,-3.99,1627
2020-10-03,15093,15692,-599,-3.82,1627
2020-10-04,12729,13965,-1236,-8.85,1627
2020-10-05,16403,17375,-972,-5.59,1627
2020-10-06,16829,17907,-1078,-6.02,1627
2020-10-07,16829,17915,-1086,-6.06,1627
2020-10-08,16829,17930,-1101,-6.14,1627
2020-10-09,17487,18386,-899,-4.89,1627
2020-10-10,15093,15869,-776,-4.89,1627
2020-10-11,12729,14142,-1413,-9.99,1627
2020-10-12,16403,17546,-1143,-6.51,1627
2020-10-13,16829,18068,-1239,-6.86,1627
2020-10-14,16829,18061,-1232,-6.82,1627
2020-10-15,16829,18055,-1226,-6.79,1627
2020-10-16,17487,18488,-1001,-5.41,1627
2020-10-17,15093,15944,-851,-5.34,1627
2020-10-18,12729,14188,-1459,-10.28,1627
2020-10-19,16403,17560,-1157,-6.59,1627
2020-10-20,16829,18050,-1221,-6.76,1627
2020-10-21,16829,18010,-1181,-6.56,1627
2020-10-22,16829,17972,-1143,-6.36,1627
2020-10-23,17487,18374,-887,-4.83,1627
2020-10-24,15093,15800,-707,-4.47,1627
2020-10-25,12729,14017,-1288,-9.19,1627
2020-10-26,16403,17366,-963,-5.55,1627
2020-10-27,16829,17835,-1006,-5.64,1627
2020-10-28,16829,17777,-948,-5.33,1627
2020-10-29,16829,17726,-897,-5.06,1627
2020-10-30,17487,18119,-632,-3.49,1627
2020-10-31,15093,15541,-448,-2.88,1627
2020-11-01,10467,13756,-3289,-23.91,1627
2020-11-02,15403,17107,-1704,-9.96,1627
2020-11-03,14522,17582,-3060,-17.4,1627
2020-11-04,14522,17535,-3013,-17.18,1627
2020-11-05,14522,17496,-2974,-17.0,1627
2020-11-06,15008,17903,-2895,-16.17,1627
2020-11-07,11778,15341,-3563,-23.23,1627
2020-11-08,10467,13574,-3107,-22.89,1627
2020-11-09,15403,16944,-1541,-9.09,1627
2020-11-10,14522,17439,-2917,-16.73,1627
2020-11-11,14522,17410,-2888,-16.59,1627
2020-11-12,14522,17391,-2869,-16.5,1627
2020-11-13,15008,17816,-2808,-15.76,1627
2020-11-14,11778,15272,-3494,-22.88,1627
2020-11-15,10467,13522,-3055,-22.59,1627
2020-11-16,15403,16908,-1505,-8.9,1627
2020-11-17,14522,17417,-2895,-16.62,1627
2020-11-18,14522,17401,-2879,-16.55,1627
2020-11-19,14522,17393,-2871,-16.51,1627
2020-11-20,15008,17830,-2822,-15.83,1627
2020-11-21,11778,15296,-3518,-23.0,1627
2020-11-22,10467,13554,-3087,-22.78,1627
2020-11-23,15403,16949,-1546,-9.12,1627
2020-11-24,14522,17465,-2943,-16.85,1627
2020-11-25,14522,17458,-2936,-16.82,1627
2020-11-26,14522,17457,-2935,-16.81,1627
2020-11-27,15008,17901,-2893,-16.16,1627
2020-11-28,11778,15375,-3597,-23.4,1627
2020-11-29,10467,13641,-3174,-23.27,1627
2020-11-30,15403,17044,-1641,-9.63,1627
2020-12-01,15113,17569,-2456,-13.98,1627
2020-12-02,15113,17569,-2456,-13.98,1627
2020-12-03,15113,17577,-2464,-14.02,1627
2020-12-04,16552,18029,-1477,-8.19,1627
2020-12-05,13180,15509,-2329,-15.02,1627
2020-12-06,10296,13782,-3486,-25.29,1627
2020-12-07,15285,17189,-1904,-11.08,1627
2020-12-08,15113,17717,-2604,-14.7,1627
2020-12-09,15113,17719,-2606,-14.71,1627
2020-12-10,15113,17725,-2612,-14.74,1627
2020-12-11,16552,18173,-1621,-8.92,1627
2020-12-12,13180,15647,-2467,-15.77,1627
2020-12-13,10296,13910,-3614,-25.98,1627
2020-12-14,15285,17304,-2019,-11.67,1627
2020-12-15,15113,17815,-2702,-15.17,1627
2020-12-16,15113,17797,-2684,-15.08,1627
2020-12-17,15113,17780,-2667,-15.0,1627
2020-12-18,16552,18202,-1650,-9.06,1627
2020-12-19,13180,15646,-2466,-15.76,1627
2020-12-20,10296,13876,-3580,-25.8,1627
2020-12-21,15285,17236,-1951,-11.32,1627
2020-12-22,15113,17711,-2598,-14.67,1627
2020-12-23,15113,17656,-2543,-14.4,1627
2020-12-24,15113,17602,-2489,-14.14,1627
2020-12-25,16552,17985,-1433,-7.97,1627
2020-12-26,13180,15393,-2213,-14.38,1627
2020-12-27,10296,13589,-3293,-24.23,1627
2020-12-28,15285,16916,-1631,-9.64,1627
2020-12-29,15113,17362,-2249,-12.95,1627
2020-12-30,15113,17280,-2167,-12.54,1627
2020-12-31,15113,17204,-2091,-12.15,1627
2021-01-01,14448,17571,-3123,-17.77,1627
2021-01-02,10905,14967,-4062,-27.14,1627
2021-01-03,9262,13157,-3895,-29.6,1627
2021-01-04,13765,16484,-2719,-16.49,1627
2021-01-05,14452,16935,-2483,-14.66,1627
2021-01-06,14452,16866,-2414,-14.31,1627
2021-01-07,14452,16807,-2355,-14.01,1627
2021-01-08,14448,17197,-2749,-15.99,1627
2021-01-09,10905,14621,-3716,-25.42,1627
2021-01-10,9262,12843,-3581,-27.88,1627
2021-01-11,13765,16206,-2441,-15.06,1627
2021-01-12,14452,16697,-2245,-13.45,1627
2021-01-13,14452,16669,-2217,-13.3,1627
2021-01-14,14452,16655,-2203,-13.23,1627
2021-01-15,14448,17090,-2642,-15.46,1627
2021-01-16,10905,14558,-3653,-25.09,1627
2021-01-17,9262,12825,-3563,-27.78,1627
2021-01-18,13765,16231,-2466,-15.19,1627
2021-01-19,14452,16762,-2310,-13.78,1627
2021-01-20,14452,16772,-2320,-13.83,1627
2021-01-21,14452,16792,-2340,-13.94,1627
2021-01-22,14448,17256,-2808,-16.27,1627
2021-01-23,10905,14751,-3846,-26.07,1627
2021-01-24,9262,13038,-3776,-28.96,1627
2021-01-25,13765,16460,-2695,-16.37,1627
2021-01-26,14452,17003,-2551,-15.0,1627
2021-01-27,14452,17019,-2567,-15.08,1627
2021-01-28,14452,17041,-2589,-15.19,1627
2021-01-29,14448,17503,-3055,-17.45,1627
2021-01-30,10905,14991,-4086,-27.26,1627
2021-01-31,9262,13269,-4007,-30.2,1627
2021-02-01,15496,16678,-1182,-7.09,1627
2021-02-02,15704,17206,-1502,-8.73,1627
2021-02-03,15704,17207,-1503,-8.73,1627
2021-02-04,15704,17211,-1507,-8.76,1627
2021-02-05,15869,17656,-1787,-10.12,1627
2021-02-06,13417,15127,-1710,-11.3,1627
2021-02-07,11379,13390,-2011,-15.02,1627
2021-02-08,15496,16785,-1289,-7.68,1627
2021-02-09,15704,17302,-1598,-9.24,1627
2021-02-10,15704,17293,-1589,-9.19,1627
2021-02-11,15704,17290,-1586,-9.17,1627
2021-02-12,15869,17732,-1863,-10.51,1627
2021-02-13,13417,15203,-1786,-11.75,1627
2021-02-14,11379,13468,-2089,-15.51,1627
2021-02-15,15496,16870,-1374,-8.14,1627
2021-02-16,15704,17395,-1691,-9.72,1627
2021-02-17,15704,17397,-1693,-9.73,1627
2021-02-18,15704,17409,-1705,-9.79,1627
2021-02-19,15869,17866,-1997,-11.18,1627
2021-02-20,13417,15353,-1936,-12.61,1627
2021-02-21,11379,13636,-2257,-16.55,1627
2021-02-22,15496,17055,-1559,-9.14,1627
2021-02-23,15704,17598,-1894,-10.76,1627
