ds,traffic_real,traffic_forecast_without_corona,delta,delta_percent,znr
2021-05-11,13492,5534,7958,143.8,1625
2021-05-12,13492,5232,8260,157.87,1625
2021-05-13,13492,5576,7916,141.97,1625
2021-05-14,12468,5285,7183,135.91,1625
2021-05-15,8554,3604,4950,137.35,1625
2021-05-16,6403,2875,3528,122.71,1625
2021-05-17,12702,5108,7594,148.67,1625
2021-05-18,13492,5603,7889,140.8,1625
2021-05-19,13492,5346,8146,152.38,1625
2021-05-20,13492,5471,8021,146.61,1625
2021-05-21,12468,5393,7075,131.19,1625
2021-05-22,8554,3612,4942,136.82,1625
2021-05-23,6403,2585,3818,147.7,1625
2021-05-24,12702,4945,7757,156.87,1625
2021-05-25,13492,5480,8012,146.2,1625
2021-05-26,13492,5530,7962,143.98,1625
2021-05-27,13492,5316,8176,153.8,1625
2021-05-28,12468,5034,7434,147.68,1625
2021-05-29,8554,3264,5290,162.07,1625
2021-05-30,6403,2696,3707,137.5,1625
2021-05-31,12702,5039,7663,152.07,1625
2021-06-01,13546,5342,8204,153.58,1625
2021-06-02,13546,5275,8271,156.8,1625
2021-06-03,13546,5435,8111,149.24,1625
2021-06-04,12412,5236,7176,137.05,1625
2021-06-05,9093,3852,5241,136.06,1625
2021-06-06,7280,2752,4528,164.53,1625
2021-06-07,12684,4761,7923,166.41,1625
2021-06-08,13546,5408,8138,150.48,1625
2021-06-09,13546,5473,8073,147.51,1625
2021-06-10,13546,5477,8069,147.33,1625
2021-06-11,12412,5347,7065,132.13,1625
2021-06-12,9093,3788,5305,140.05,1625
2021-06-13,7280,3082,4198,136.21,1625
2021-06-14,12684,5306,7378,139.05,1625
2021-06-15,13546,5466,8080,147.82,1625
2021-06-16,13546,5471,8075,147.6,1625
2021-06-17,13546,5611,7935,141.42,1625
2021-06-18,12412,5670,6742,118.91,1625
2021-06-19,9093,3748,5345,142.61,1625
2021-06-20,7280,2818,4462,158.34,1625
2021-06-21,12684,5182,7502,144.77,1625
2021-06-22,13546,5606,7940,141.63,1625
2021-06-23,13546,5533,8013,144.82,1625
2021-06-24,13546,5473,8073,147.51,1625
2021-06-25,12412,5231,7181,137.28,1625
2021-06-26,9093,3750,5343,142.48,1625
2021-06-27,7280,2047,5233,255.64,1625
2021-06-28,12684,4619,8065,174.6,1625
2021-06-29,13546,5091,8455,166.08,1625
2021-06-30,13546,4900,8646,176.45,1625
2021-07-01,10711,5059,5652,111.72,1625
2021-07-02,10605,4854,5751,118.48,1625
2021-07-03,7338,3251,4087,125.72,1625
2021-07-04,6118,2563,3555,138.7,1625
2021-07-05,10188,4719,5469,115.89,1625
2021-07-06,10711,5291,5420,102.44,1625
2021-07-07,10711,5279,5432,102.9,1625
2021-07-08,10711,4890,5821,119.04,1625
2021-07-09,10605,5115,5490,107.33,1625
2021-07-10,7338,3524,3814,108.23,1625
2021-07-11,6118,2388,3730,156.2,1625
2021-07-12,10188,4718,5470,115.94,1625
2021-07-13,10711,5340,5371,100.58,1625
2021-07-14,10711,5102,5609,109.94,1625
2021-07-15,10711,4935,5776,117.04,1625
2021-07-16,10605,5045,5560,110.21,1625
2021-07-17,7338,3297,4041,122.57,1625
2021-07-18,6118,2511,3607,143.65,1625
2021-07-19,10188,4605,5583,121.24,1625
2021-07-20,10711,5260,5451,103.63,1625
2021-07-21,10711,5312,5399,101.64,1625
2021-07-22,10711,4735,5976,126.21,1625
2021-07-23,10605,4671,5934,127.04,1625
2021-07-24,7338,2930,4408,150.44,1625
2021-07-25,6118,2177,3941,181.03,1625
2021-07-26,10188,4486,5702,127.11,1625
2021-07-27,10711,4656,6055,130.05,1625
2021-07-28,10711,4395,6316,143.71,1625
2021-07-29,10711,4186,6525,155.88,1625
2021-07-30,10605,3941,6664,169.09,1625
2021-07-31,7338,2304,5034,218.49,1625
2021-08-01,5851,1058,4793,453.02,1625
2021-08-02,9634,3191,6443,201.91,1625
2021-08-03,9694,3367,6327,187.91,1625
2021-08-04,9694,3413,6281,184.03,1625
2021-08-05,9694,3108,6586,211.9,1625
2021-08-06,9145,2663,6482,243.41,1625
2021-08-07,6854,951,5903,620.72,1625
2021-08-08,5851,951,4900,515.25,1625
2021-08-09,9634,2126,7508,353.15,1625
2021-08-10,9694,2471,7223,292.31,1625
2021-08-11,9694,2616,7078,270.57,1625
2021-08-12,9694,2438,7256,297.62,1625
2021-08-13,9145,1613,7532,466.96,1625
2021-08-14,6854,450,6404,1423.11,1625
2021-08-15,5851,49,5802,11840.82,1625
2021-08-16,9634,2162,7472,345.61,1625
2021-08-17,9694,2395,7299,304.76,1625
2021-08-18,9694,2230,7464,334.71,1625
2021-08-19,9694,2276,7418,325.92,1625
2021-08-20,9145,2255,6890,305.54,1625
2021-08-21,6854,776,6078,783.25,1625
2021-08-22,5851,776,5075,653.99,1625
2021-08-23,9634,2218,7416,334.36,1625
2021-08-24,9694,2567,7127,277.64,1625
2021-08-25,9694,2511,7183,286.06,1625
2021-08-26,9694,2698,6996,259.3,1625
2021-08-27,9145,2751,6394,232.42,1625
2021-08-28,6854,1158,5696,491.88,1625
2021-08-29,5851,197,5654,2870.05,1625
2021-08-30,9634,2583,7051,272.98,1625
2021-08-31,9694,2990,6704,224.21,1625
2021-09-01,13106,3340,9766,292.4,1625
2021-09-02,13106,2769,10337,373.31,1625
2021-09-03,12506,2880,9626,334.24,1625
2021-09-04,9128,1528,7600,497.38,1625
2021-09-05,7300,363,6937,1911.02,1625
2021-09-06,12610,2790,9820,351.97,1625
2021-09-07,13106,3116,9990,320.6,1625
2021-09-08,13106,2573,10533,409.37,1625
2021-09-09,13106,2937,10169,346.24,1625
2021-09-10,12506,2660,9846,370.15,1625
2021-09-11,9128,1017,8111,797.54,1625
2021-09-12,7300,72,7228,10038.89,1625
2021-09-13,12610,2420,10190,421.07,1625
2021-09-14,13106,3070,10036,326.91,1625
2021-09-15,13106,2944,10162,345.18,1625
2021-09-16,13106,2792,10314,369.41,1625
2021-09-17,12506,2623,9883,376.78,1625
2021-09-18,9128,1333,7795,584.77,1625
2021-09-19,7300,450,6850,1522.22,1625
2021-09-20,12610,2976,9634,323.72,1625
2021-09-21,13106,3303,9803,296.79,1625
2021-09-22,13106,3357,9749,290.41,1625
2021-09-23,13106,3494,9612,275.1,1625
2021-09-24,12506,3344,9162,273.98,1625
2021-09-25,9128,2197,6931,315.48,1625
2021-09-26,7300,1018,6282,617.09,1625
2021-09-27,12610,3863,8747,226.43,1625
2021-09-28,13106,4214,8892,211.01,1625
2021-09-29,13106,4425,8681,196.18,1625
2021-09-30,13106,4455,8651,194.19,1625
2021-10-01,13516,4872,8644,177.42,1625
2021-10-02,9827,3445,6382,185.25,1625
2021-10-03,7736,2713,5023,185.15,1625
2021-10-04,12288,5048,7240,143.42,1625
2021-10-05,13645,5699,7946,139.43,1625
2021-10-06,13645,5987,7658,127.91,1625
2021-10-07,13645,5659,7986,141.12,1625
2021-10-08,13516,5647,7869,139.35,1625
2021-10-09,9827,4433,5394,121.68,1625
2021-10-10,7736,3249,4487,138.1,1625
2021-10-11,12288,5810,6478,111.5,1625
2021-10-12,13645,6348,7297,114.95,1625
2021-10-13,13645,6214,7431,119.58,1625
2021-10-14,13645,6298,7347,116.66,1625
2021-10-15,13516,6057,7459,123.15,1625
2021-10-16,9827,4611,5216,113.12,1625
2021-10-17,7736,3694,4042,109.42,1625
2021-10-18,12288,5934,6354,107.08,1625
2021-10-19,13645,6346,7299,115.02,1625
2021-10-20,13645,6574,7071,107.56,1625
2021-10-21,13645,6204,7441,119.94,1625
2021-10-22,13516,6423,7093,110.43,1625
2021-10-23,9827,4708,5119,108.73,1625
2021-10-24,7736,3766,3970,105.42,1625
2021-10-25,12288,6111,6177,101.08,1625
2021-10-26,13645,6546,7099,108.45,1625
2021-10-27,13645,6716,6929,103.17,1625
2021-10-28,13645,6601,7044,106.71,1625
2021-10-29,13516,6541,6975,106.64,1625
2021-10-30,9827,5242,4585,87.47,1625
2021-10-31,7736,4161,3575,85.92,1625
2021-11-01,11656,6554,5102,77.85,1625
2021-11-02,12777,7151,5626,78.67,1625
2021-11-03,12777,7025,5752,81.88,1625
2021-11-04,12777,7043,5734,81.41,1625
2021-11-05,13054,7291,5763,79.04,1625
2021-11-06,8837,5779,3058,52.92,1625
2021-11-07,7500,4919,2581,52.47,1625
2021-11-08,11656,7509,4147,55.23,1625
2021-11-09,12777,7676,5101,66.45,1625
2021-11-10,12777,7765,5012,64.55,1625
2021-11-11,12777,7771,5006,64.42,1625
2021-11-12,13054,7652,5402,70.6,1625
2021-11-13,8837,6315,2522,39.94,1625
2021-11-14,7500,5448,2052,37.67,1625
2021-11-15,11656,7387,4269,57.79,1625
2021-11-16,12777,8002,4775,59.67,1625
2021-11-17,12777,7893,4884,61.88,1625
2021-11-18,12777,8229,4548,55.27,1625
2021-11-19,13054,7837,5217,66.57,1625
2021-11-20,8837,6317,2520,39.89,1625
2021-11-21,7500,5459,2041,37.39,1625
2021-11-22,11656,7843,3813,48.62,1625
2021-11-23,12777,7946,4831,60.8,1625
2021-11-24,12777,7856,4921,62.64,1625
2021-11-25,12777,7879,4898,62.17,1625
2021-11-26,13054,7886,5168,65.53,1625
2021-11-27,8837,6263,2574,41.1,1625
2021-11-28,7500,5229,2271,43.43,1625
2021-11-29,11656,8029,3627,45.17,1625
2021-11-30,12777,7996,4781,59.79,1625
